epoch	lr	loss	val_loss
1	0.001	30.2189577738444	7.106427001953125
2	0.001	9.506027189890544	7.167852624257406
3	0.001	7.507416375478109	6.996168740590414
4	0.001	7.246720059712728	6.87150665918986
5	0.001	6.9165570894877115	6.697580051422119
6	0.001	6.896698220570882	6.475251420338949
7	0.001	6.758319028218588	6.418472830454508
8	0.001	6.6070784568786625	6.222602335611979
9	0.001	6.528857231140137	6.128831100463867
10	0.001	6.391710599263509	6.050400352478027
11	0.001	6.369565073649088	5.926010513305664
12	0.001	6.2139850616455075	5.863266817728678
13	0.001	6.239732551574707	5.727987639109293
14	0.001	6.163803323109945	5.705640506744385
15	0.001	6.132721932729085	5.765246550242106
16	0.001	6.031176535288493	5.658337275187175
17	0.001	6.112208016713461	5.641413656870524
18	0.001	6.0864288965861	5.525604788462321
19	0.001	6.031681887308756	5.546845817565918
20	0.001	5.922179698944092	5.6349791844685875
21	0.001	5.914476648966471	5.642350133260091
22	0.001	5.99254846572876	5.454890155792237
23	0.001	5.976982498168946	5.5551222165425616
24	0.001	5.818362267812093	5.510488446553548
25	0.001	5.858580875396728	5.429200839996338
26	0.001	5.809657796223958	5.494396686553955
27	0.001	5.772006098429362	5.3824007670084635
28	0.001	5.722850036621094	5.383308664957682
29	0.001	5.771492989857991	5.305040804545085
30	0.001	5.759246158599853	5.36321169535319
31	0.001	5.809709072113037	5.33700901667277
32	0.001	5.643343003590902	5.319431622823079
33	0.001	5.661317380269368	5.277214527130127
34	0.001	5.7128245035807295	5.301004759470621
35	0.001	5.492751916249593	5.208644199371338
36	0.001	5.583567078908285	5.191063976287841
37	0.001	5.585871823628744	5.176485315958659
38	0.001	5.5322218577067055	5.24081293741862
39	0.001	5.536477057139079	5.062103239695231
40	0.001	5.532990805308024	5.2323135693868
41	0.001	5.602948379516602	5.202939987182617
42	0.001	5.416804726918539	5.108891296386719
43	0.001	5.419151624043782	5.12665106455485
44	0.0005	5.5200826327006025	5.123161252339681
