epoch	lr	loss	val_loss
1	0.001	34.53491719563802	12.041729609171549
2	0.001	10.681504694620768	7.527556419372559
3	0.001	9.287492243448893	6.673434893290202
4	0.001	7.635444005330403	7.888320287068685
5	0.001	8.223013846079509	6.588671684265137
6	0.001	7.655490589141846	7.069762547810872
7	0.001	8.071064472198486	6.464900175730388
8	0.001	7.786597220102946	6.432223637898763
9	0.001	7.812572733561198	6.149833679199219
10	0.001	7.663802719116211	6.023251533508301
11	0.001	7.496611531575521	5.9123759269714355
12	0.001	7.439196268717448	5.909471352895101
13	0.001	7.338541412353516	5.995902379353841
14	0.001	7.238904921213786	6.25511360168457
15	0.001	7.229979165395101	6.870431582132976
16	0.001	7.157210699717203	7.966296672821045
17	0.0005	6.825910377502441	9.488522211710611
