Fri Feb 23 23:18:03 EST 2018
/home/ptossou/env/bin/python
12 13
{'algo': 'maml', 'fit_params': {'cnn_sizes': [256, 256], 'embedding_size': 20, 'kernel_size': 2, 'lr': 0.001, 'n_epochs_learner': 3, 'lr_learner': 0.01, 'pooling_len': 2, 'normalize_features': True}, 'dataset_name': 'bindingdb', 'eval_params': None, 'max_examples_per_episode': 10, 'arch': 'cnn'}

Epoch 1/1000Fri Feb 23 23:18:23 EST 2018
Set compute mode to DEFAULT for GPU 00000000:90:00.0.
All done.
Sat Feb 24 08:58:11 EST 2018
/home/ptossou/env/bin/python
12 13
{'algo': 'maml', 'arch': 'cnn', 'fit_params': {'pooling_len': 2, 'kernel_size': 2, 'lr': 0.001, 'lr_learner': 0.01, 'embedding_size': 20, 'cnn_sizes': [256, 256], 'n_epochs_learner': 3, 'normalize_features': True}, 'max_examples_per_episode': 10, 'dataset_name': 'bindingdb', 'eval_params': None}

Epoch 1/1000
Epoch 1/1000 ETA 20013s Step 1/312: loss: 37.314758
Epoch 1/1000 ETA 10998s Step 2/312: loss: 35.218540
Epoch 1/1000 ETA 7893s Step 3/312: loss: 25.261871
Epoch 1/1000 ETA 6416s Step 4/312: loss: 15.956688
Epoch 1/1000 ETA 5471s Step 5/312: loss: 24.062824
Epoch 1/1000 ETA 4889s Step 6/312: loss: 10.730983
Epoch 1/1000 ETA 4432s Step 7/312: loss: 8.279970
Epoch 1/1000 ETA 4220s Step 8/312: loss: 10.383007
Epoch 1/1000 ETA 4087s Step 9/312: loss: 16.755238
Epoch 1/1000 ETA 3903s Step 10/312: loss: 15.135607
Epoch 1/1000 ETA 3707s Step 11/312: loss: 16.689342
Epoch 1/1000 ETA 3552s Step 12/312: loss: 12.012903
Epoch 1/1000 ETA 3396s Step 13/312: loss: 6.776397
Epoch 1/1000 ETA 3269s Step 14/312: loss: 10.998759
Epoch 1/1000 ETA 3189s Step 15/312: loss: 9.937455
Epoch 1/1000 ETA 3087s Step 16/312: loss: 9.078196
Epoch 1/1000 ETA 3013s Step 17/312: loss: 26.502651
Epoch 1/1000 ETA 3035s Step 18/312: loss: 7.106715
Epoch 1/1000 ETA 2961s Step 19/312: loss: 7.750207
Epoch 1/1000 ETA 2921s Step 20/312: loss: 10.691117
Epoch 1/1000 ETA 3013s Step 21/312: loss: 8.138954
Epoch 1/1000 ETA 2955s Step 22/312: loss: 6.701283
Epoch 1/1000 ETA 2907s Step 23/312: loss: 12.214919
Epoch 1/1000 ETA 2849s Step 24/312: loss: 11.611160
Epoch 1/1000 ETA 2799s Step 25/312: loss: 8.225728
Epoch 1/1000 ETA 2763s Step 26/312: loss: 9.020503
Epoch 1/1000 ETA 2755s Step 27/312: loss: 9.333945
Epoch 1/1000 ETA 2718s Step 28/312: loss: 11.034339
Epoch 1/1000 ETA 2706s Step 29/312: loss: 9.272443
Epoch 1/1000 ETA 2686s Step 30/312: loss: 9.860169
Epoch 1/1000 ETA 2656s Step 31/312: loss: 12.401263
Epoch 1/1000 ETA 2623s Step 32/312: loss: 12.182806
Epoch 1/1000 ETA 2593s Step 33/312: loss: 11.711472
Epoch 1/1000 ETA 2555s Step 34/312: loss: 12.599264
Epoch 1/1000 ETA 2518s Step 35/312: loss: 8.893881
Epoch 1/1000 ETA 2491s Step 36/312: loss: 7.473458
Epoch 1/1000 ETA 2485s Step 37/312: loss: 7.286243
Epoch 1/1000 ETA 2475s Step 38/312: loss: 9.308616
Epoch 1/1000 ETA 2453s Step 39/312: loss: 9.057022
Epoch 1/1000 ETA 2415s Step 40/312: loss: 22.066032
Epoch 1/1000 ETA 2383s Step 41/312: loss: 5.829775
Epoch 1/1000 ETA 2360s Step 42/312: loss: 7.598393
Epoch 1/1000 ETA 2328s Step 43/312: loss: 38.809662
Epoch 1/1000 ETA 2303s Step 44/312: loss: 6.546656
Epoch 1/1000 ETA 2280s Step 45/312: loss: 5.722210
Epoch 1/1000 ETA 2255s Step 46/312: loss: 6.877379
Epoch 1/1000 ETA 2243s Step 47/312: loss: 8.892556
Epoch 1/1000 ETA 2228s Step 48/312: loss: 7.955613
Epoch 1/1000 ETA 2230s Step 49/312: loss: 7.326457
Epoch 1/1000 ETA 2208s Step 50/312: loss: 9.600649
Epoch 1/1000 ETA 2187s Step 51/312: loss: 6.030497
Epoch 1/1000 ETA 2163s Step 52/312: loss: 5.754508
Epoch 1/1000 ETA 2142s Step 53/312: loss: 9.504378
Epoch 1/1000 ETA 2126s Step 54/312: loss: 9.304613
Epoch 1/1000 ETA 2113s Step 55/312: loss: 7.095424
Epoch 1/1000 ETA 2120s Step 56/312: loss: 10.151547
Epoch 1/1000 ETA 2099s Step 57/312: loss: 8.646725
Epoch 1/1000 ETA 2080s Step 58/312: loss: 9.823895
Epoch 1/1000 ETA 2067s Step 59/312: loss: 9.251591
Epoch 1/1000 ETA 2051s Step 60/312: loss: 9.076314
Epoch 1/1000 ETA 2044s Step 61/312: loss: 10.116964
Epoch 1/1000 ETA 2027s Step 62/312: loss: 9.893632
Epoch 1/1000 ETA 2009s Step 63/312: loss: 8.601038
Epoch 1/1000 ETA 1990s Step 64/312: loss: 8.928256
Epoch 1/1000 ETA 1972s Step 65/312: loss: 7.564009
Epoch 1/1000 ETA 1956s Step 66/312: loss: 6.733438
Epoch 1/1000 ETA 1942s Step 67/312: loss: 10.218850
Epoch 1/1000 ETA 1923s Step 68/312: loss: 7.977381
Epoch 1/1000 ETA 1910s Step 69/312: loss: 4.913150
Epoch 1/1000 ETA 1897s Step 70/312: loss: 10.357882
Epoch 1/1000 ETA 1893s Step 71/312: loss: 10.764153
Epoch 1/1000 ETA 1884s Step 72/312: loss: 7.888074
Epoch 1/1000 ETA 1879s Step 73/312: loss: 8.470765
Epoch 1/1000 ETA 1864s Step 74/312: loss: 6.030931
Epoch 1/1000 ETA 1853s Step 75/312: loss: 7.821674
Epoch 1/1000 ETA 1842s Step 76/312: loss: 7.615786
Epoch 1/1000 ETA 1831s Step 77/312: loss: 9.274158
Epoch 1/1000 ETA 1822s Step 78/312: loss: 7.159676
Epoch 1/1000 ETA 1809s Step 79/312: loss: 8.314374
Epoch 1/1000 ETA 1794s Step 80/312: loss: 6.961330
Epoch 1/1000 ETA 1782s Step 81/312: loss: 6.676069
Epoch 1/1000 ETA 1779s Step 82/312: loss: 7.509306
Epoch 1/1000 ETA 1764s Step 83/312: loss: 7.619585
Epoch 1/1000 ETA 1752s Step 84/312: loss: 37.415546
Epoch 1/1000 ETA 1748s Step 85/312: loss: 9.431657
Epoch 1/1000 ETA 1735s Step 86/312: loss: 8.810933
Epoch 1/1000 ETA 1721s Step 87/312: loss: 7.892870
Epoch 1/1000 ETA 1710s Step 88/312: loss: 5.508480
Epoch 1/1000 ETA 1698s Step 89/312: loss: 8.973953
Epoch 1/1000 ETA 1690s Step 90/312: loss: 8.227380
Epoch 1/1000 ETA 1679s Step 91/312: loss: 7.457922
Epoch 1/1000 ETA 1665s Step 92/312: loss: 4.539092
Epoch 1/1000 ETA 1651s Step 93/312: loss: 8.287405
Epoch 1/1000 ETA 1639s Step 94/312: loss: 6.522570
Epoch 1/1000 ETA 1627s Step 95/312: loss: 7.865854
Epoch 1/1000 ETA 1617s Step 96/312: loss: 37.552963
Epoch 1/1000 ETA 1607s Step 97/312: loss: 8.568606
Epoch 1/1000 ETA 1595s Step 98/312: loss: 8.943838
Epoch 1/1000 ETA 1588s Step 99/312: loss: 7.279564
Epoch 1/1000 ETA 1577s Step 100/312: loss: 6.965404
Epoch 1/1000 ETA 1567s Step 101/312: loss: 7.433211
