Fri Feb 23 23:17:38 EST 2018
/home/ptossou/env/bin/python
2 3
{'eval_params': None, 'max_examples_per_episode': 10, 'fit_params': {'n_epochs_learner': 1, 'lr': 0.001, 'normalize_features': True, 'lr_learner': 0.01, 'cnn_sizes': [128, 128], 'embedding_size': 20, 'pooling_len': 2, 'kernel_size': 2}, 'arch': 'cnn', 'algo': 'maml', 'dataset_name': 'bindingdb'}

Epoch 1/1000Fri Feb 23 23:18:23 EST 2018
Set compute mode to DEFAULT for GPU 00000000:0A:00.0.
All done.
Sat Feb 24 08:57:45 EST 2018
/home/ptossou/env/bin/python
2 3
{'arch': 'cnn', 'algo': 'maml', 'max_examples_per_episode': 10, 'fit_params': {'lr_learner': 0.01, 'n_epochs_learner': 1, 'normalize_features': True, 'cnn_sizes': [128, 128], 'embedding_size': 20, 'pooling_len': 2, 'lr': 0.001, 'kernel_size': 2}, 'eval_params': None, 'dataset_name': 'bindingdb'}

Epoch 1/1000
Epoch 1/1000 ETA 26315s Step 1/312: loss: 46.020203
Epoch 1/1000 ETA 13312s Step 2/312: loss: 50.633686
Epoch 1/1000 ETA 8961s Step 3/312: loss: 43.435551
Epoch 1/1000 ETA 6797s Step 4/312: loss: 44.917999
Epoch 1/1000 ETA 5487s Step 5/312: loss: 38.089718
Epoch 1/1000 ETA 4624s Step 6/312: loss: 33.553707
Epoch 1/1000 ETA 3998s Step 7/312: loss: 21.082600
Epoch 1/1000 ETA 3556s Step 8/312: loss: 41.539043
Epoch 1/1000 ETA 3214s Step 9/312: loss: 40.791889
Epoch 1/1000 ETA 2929s Step 10/312: loss: 40.123737
Epoch 1/1000 ETA 2687s Step 11/312: loss: 26.602880
Epoch 1/1000 ETA 2486s Step 12/312: loss: 25.933510
Epoch 1/1000 ETA 2312s Step 13/312: loss: 20.428448
Epoch 1/1000 ETA 2163s Step 14/312: loss: 24.446983
Epoch 1/1000 ETA 2040s Step 15/312: loss: 16.433783
Epoch 1/1000 ETA 1926s Step 16/312: loss: 14.765844
Epoch 1/1000 ETA 1829s Step 17/312: loss: 25.467361
Epoch 1/1000 ETA 1747s Step 18/312: loss: 7.322675
Epoch 1/1000 ETA 1666s Step 19/312: loss: 7.264602
Epoch 1/1000 ETA 1599s Step 20/312: loss: 8.843366
Epoch 1/1000 ETA 1537s Step 21/312: loss: 7.160315
Epoch 1/1000 ETA 1478s Step 22/312: loss: 8.518847
Epoch 1/1000 ETA 1426s Step 23/312: loss: 17.114838
Epoch 1/1000 ETA 1375s Step 24/312: loss: 13.604774
Epoch 1/1000 ETA 1328s Step 25/312: loss: 8.782236
Epoch 1/1000 ETA 1287s Step 26/312: loss: 9.026284
Epoch 1/1000 ETA 1254s Step 27/312: loss: 7.951974
Epoch 1/1000 ETA 1218s Step 28/312: loss: 9.914125
