Fri Feb 23 23:18:06 EST 2018
/home/ptossou/env/bin/python
13 14
{'max_examples_per_episode': 10, 'eval_params': None, 'arch': 'lstm', 'dataset_name': 'bindingdb', 'algo': 'maml', 'fit_params': {'lr': 0.001, 'n_epochs_learner': 3, 'lr_learner': 0.02, 'lstm_hidden_size': 64, 'embedding_size': 20, 'normalize_features': True, 'nb_lstm_layers': 2, 'bidirectional': True}}

Epoch 1/1000Fri Feb 23 23:18:23 EST 2018
Set compute mode to DEFAULT for GPU 00000000:93:00.0.
All done.
Sat Feb 24 08:58:14 EST 2018
/home/ptossou/env/bin/python
13 14
{'fit_params': {'lr': 0.001, 'n_epochs_learner': 3, 'normalize_features': True, 'lr_learner': 0.02, 'lstm_hidden_size': 64, 'nb_lstm_layers': 2, 'embedding_size': 20, 'bidirectional': True}, 'max_examples_per_episode': 10, 'arch': 'lstm', 'algo': 'maml', 'dataset_name': 'bindingdb', 'eval_params': None}

Epoch 1/1000
Epoch 1/1000 ETA 32975s Step 1/312: loss: 30.725809
Epoch 1/1000 ETA 25695s Step 2/312: loss: 33.940441
Epoch 1/1000 ETA 22947s Step 3/312: loss: 30.459324
Epoch 1/1000 ETA 22665s Step 4/312: loss: 31.883707
Epoch 1/1000 ETA 22203s Step 5/312: loss: 27.158804
Epoch 1/1000 ETA 21981s Step 6/312: loss: 24.540421
Epoch 1/1000 ETA 21178s Step 7/312: loss: 16.438717
Epoch 1/1000 ETA 23662s Step 8/312: loss: 31.267485
Epoch 1/1000 ETA 24860s Step 9/312: loss: 32.632294
Epoch 1/1000 ETA 25743s Step 10/312: loss: 33.656372
Epoch 1/1000 ETA 25128s Step 11/312: loss: 24.214825
Epoch 1/1000 ETA 24568s Step 12/312: loss: 25.552446
Epoch 1/1000 ETA 23836s Step 13/312: loss: 22.607540
Epoch 1/1000 ETA 23230s Step 14/312: loss: 32.337685
Epoch 1/1000 ETA 23208s Step 15/312: loss: 21.775925
Epoch 1/1000 ETA 22725s Step 16/312: loss: 26.271126
Epoch 1/1000 ETA 22470s Step 17/312: loss: 48.703171
Epoch 1/1000 ETA 22486s Step 18/312: loss: 20.374466
Epoch 1/1000 ETA 22095s Step 19/312: loss: 24.562635
Epoch 1/1000 ETA 22159s Step 20/312: loss: 28.379936
Epoch 1/1000 ETA 22197s Step 21/312: loss: 26.672476
Epoch 1/1000 ETA 22115s Step 22/312: loss: 26.100889
Epoch 1/1000 ETA 21968s Step 23/312: loss: 28.313581
Epoch 1/1000 ETA 21641s Step 24/312: loss: 39.458256
Epoch 1/1000 ETA 21323s Step 25/312: loss: 24.216606
Epoch 1/1000 ETA 21355s Step 26/312: loss: 29.951374
Epoch 1/1000 ETA 21810s Step 27/312: loss: 24.244707
Epoch 1/1000 ETA 21655s Step 28/312: loss: 27.280600
Epoch 1/1000 ETA 22184s Step 29/312: loss: 26.132914
Epoch 1/1000 ETA 22523s Step 30/312: loss: 38.902996
Epoch 1/1000 ETA 22361s Step 31/312: loss: 26.916088
Epoch 1/1000 ETA 22121s Step 32/312: loss: 26.167978
Epoch 1/1000 ETA 21896s Step 33/312: loss: 26.893288
Epoch 1/1000 ETA 21582s Step 34/312: loss: 32.260139
Epoch 1/1000 ETA 21247s Step 35/312: loss: 18.611271
Epoch 1/1000 ETA 21100s Step 36/312: loss: 20.572214
Epoch 1/1000 ETA 20803s Step 37/312: loss: 26.832170
Epoch 1/1000 ETA 20902s Step 38/312: loss: 27.866934
Epoch 1/1000 ETA 20788s Step 39/312: loss: 26.836348
Epoch 1/1000 ETA 20483s Step 40/312: loss: 28.419466
Epoch 1/1000 ETA 20215s Step 41/312: loss: 24.658220
Epoch 1/1000 ETA 20028s Step 42/312: loss: 18.273912
Epoch 1/1000 ETA 19771s Step 43/312: loss: 38.447548
Epoch 1/1000 ETA 19582s Step 44/312: loss: 27.860979
Epoch 1/1000 ETA 19422s Step 45/312: loss: 29.842484
Epoch 1/1000 ETA 19238s Step 46/312: loss: 17.686724
Epoch 1/1000 ETA 19240s Step 47/312: loss: 18.607773
Epoch 1/1000 ETA 19157s Step 48/312: loss: 24.463503
Epoch 1/1000 ETA 19309s Step 49/312: loss: 28.036921
Epoch 1/1000 ETA 19167s Step 50/312: loss: 24.015404
Epoch 1/1000 ETA 18994s Step 51/312: loss: 28.261858
Epoch 1/1000 ETA 18812s Step 52/312: loss: 19.944429
Epoch 1/1000 ETA 18648s Step 53/312: loss: 27.707600
Epoch 1/1000 ETA 18539s Step 54/312: loss: 26.933104
Epoch 1/1000 ETA 18516s Step 55/312: loss: 29.742054
Epoch 1/1000 ETA 18748s Step 56/312: loss: 29.635286
Epoch 1/1000 ETA 18624s Step 57/312: loss: 25.522333
Epoch 1/1000 ETA 18470s Step 58/312: loss: 26.508415
Epoch 1/1000 ETA 18410s Step 59/312: loss: 20.853441
Epoch 1/1000 ETA 18307s Step 60/312: loss: 23.809555
Epoch 1/1000 ETA 18522s Step 61/312: loss: 22.602135
Epoch 1/1000 ETA 18382s Step 62/312: loss: 21.072844
Epoch 1/1000 ETA 18223s Step 63/312: loss: 27.295877
Epoch 1/1000 ETA 18058s Step 64/312: loss: 25.345905
Epoch 1/1000 ETA 17932s Step 65/312: loss: 25.938047
Epoch 1/1000 ETA 17810s Step 66/312: loss: 23.289766
Epoch 1/1000 ETA 17689s Step 67/312: loss: 25.987196
Epoch 1/1000 ETA 17529s Step 68/312: loss: 26.455050
Epoch 1/1000 ETA 17482s Step 69/312: loss: 22.084076
Epoch 1/1000 ETA 17365s Step 70/312: loss: 20.579805
Epoch 1/1000 ETA 17486s Step 71/312: loss: 27.240805
Epoch 1/1000 ETA 17478s Step 72/312: loss: 27.121929
Epoch 1/1000 ETA 17555s Step 73/312: loss: 26.094473
Epoch 1/1000 ETA 17431s Step 74/312: loss: 15.524784
Epoch 1/1000 ETA 17376s Step 75/312: loss: 18.333885
Epoch 1/1000 ETA 17280s Step 76/312: loss: 19.393745
Epoch 1/1000 ETA 17178s Step 77/312: loss: 18.498758
Epoch 1/1000 ETA 17105s Step 78/312: loss: 18.887033
Epoch 1/1000 ETA 17018s Step 79/312: loss: 19.887758
Epoch 1/1000 ETA 16874s Step 80/312: loss: 26.421028
Epoch 1/1000 ETA 16758s Step 81/312: loss: 23.095217
Epoch 1/1000 ETA 16813s Step 82/312: loss: 22.946014
Epoch 1/1000 ETA 16680s Step 83/312: loss: 25.006083
Epoch 1/1000 ETA 16571s Step 84/312: loss: 36.921825
Epoch 1/1000 ETA 16549s Step 85/312: loss: 21.107883
Epoch 1/1000 ETA 16433s Step 86/312: loss: 20.817806
Epoch 1/1000 ETA 16299s Step 87/312: loss: 22.863785
Epoch 1/1000 ETA 16198s Step 88/312: loss: 20.234135
Epoch 1/1000 ETA 16075s Step 89/312: loss: 16.184093
Epoch 1/1000 ETA 16053s Step 90/312: loss: 21.055103
Epoch 1/1000 ETA 15964s Step 91/312: loss: 15.396139
