epoch	lr	loss	val_loss
1	0.001	21.107515488901445	7.947353747583205
2	0.001	7.457129232345089	7.912096746506229
3	0.001	7.075365112673852	7.624417904884584
4	0.001	6.913915003499677	7.469944892391082
5	0.001	6.702877167732485	7.304413687798284
6	0.001	6.521522968046127	7.19066495280112
7	0.001	6.387616957387617	7.0311721524884625
8	0.001	6.364711946056735	6.925934637746503
9	0.001	6.158201479142712	6.817295320572391
10	0.001	6.127015944450132	6.786494870339671
11	0.001	6.134277266840781	6.784186194019933
12	0.001	5.958579263379497	6.785324296643657
13	0.001	6.056032473041165	6.657989040497811
14	0.001	5.936570644378662	6.7244887813445064
15	0.001	5.7336499614100305	6.570125410633702
16	0.001	5.462128931476224	6.727662994015601
17	0.001	5.262938253341183	6.619610001963954
18	0.001	5.204092302630024	6.482792485144831
19	0.001	5.261388271085678	6.574182110448038
20	0.001	5.1883365877213015	6.6362381596719064
21	0.001	5.176832168332992	6.627931087247787
22	0.001	5.149354273273099	6.725826724883048
23	0.0005	5.081670145834646	6.492951977637507
