Fri Feb 23 23:19:14 EST 2018
/home/ptossou/env/bin/python
18 19
{'dataset_name': 'bindingdb', 'arch': 'cnn', 'algo': 'krr', 'eval_params': None, 'max_examples_per_episode': 20, 'fit_params': {'pooling_len': 2, 'embedding_size': 20, 'lr': 0.001, 'cnn_sizes': [256, 256], 'kernel_size': 2, 'normalize_features': True, 'unique_l2': True}}

Epoch 1/1000Fri Feb 23 23:19:26 EST 2018
Set compute mode to DEFAULT for GPU 00000000:10:00.0.
All done.
Sat Feb 24 09:12:18 EST 2018
/home/ptossou/env/bin/python
18 19
{'eval_params': None, 'dataset_name': 'bindingdb', 'algo': 'krr', 'arch': 'cnn', 'fit_params': {'unique_l2': True, 'cnn_sizes': [256, 256], 'normalize_features': True, 'lr': 0.001, 'embedding_size': 20, 'pooling_len': 2, 'kernel_size': 2}, 'max_examples_per_episode': 20}

Epoch 1/1000
Epoch 1/1000 ETA 1055s Step 1/156: loss: 5.843740
Epoch 1/1000 ETA 650s Step 2/156: loss: 6.511884
Epoch 1/1000 ETA 500s Step 3/156: loss: 6.605215
Epoch 1/1000 ETA 432s Step 4/156: loss: 8.150647
Epoch 1/1000 ETA 384s Step 5/156: loss: 8.331170
Epoch 1/1000 ETA 357s Step 6/156: loss: 5.526538
Epoch 1/1000 ETA 334s Step 7/156: loss: 7.833814
Epoch 1/1000 ETA 330s Step 8/156: loss: 5.363548
Epoch 1/1000 ETA 324s Step 9/156: loss: 11.387950
Epoch 1/1000 ETA 319s Step 10/156: loss: 6.505682
Epoch 1/1000 ETA 308s Step 11/156: loss: 5.342342
Epoch 1/1000 ETA 299s Step 12/156: loss: 7.199646
Epoch 1/1000 ETA 289s Step 13/156: loss: 5.659808
Epoch 1/1000 ETA 280s Step 14/156: loss: 5.387144
Epoch 1/1000 ETA 276s Step 15/156: loss: 7.583794
Epoch 1/1000 ETA 270s Step 16/156: loss: 6.523260
Epoch 1/1000 ETA 267s Step 17/156: loss: 10.737914
Epoch 1/1000 ETA 263s Step 18/156: loss: 6.443024
Epoch 1/1000 ETA 257s Step 19/156: loss: 5.532863
Epoch 1/1000 ETA 256s Step 20/156: loss: 5.332994
Epoch 1/1000 ETA 252s Step 21/156: loss: 7.106215
Epoch 1/1000 ETA 248s Step 22/156: loss: 4.377858
Epoch 1/1000 ETA 246s Step 23/156: loss: 7.453279
Epoch 1/1000 ETA 242s Step 24/156: loss: 7.101594
Epoch 1/1000 ETA 237s Step 25/156: loss: 5.529373
Epoch 1/1000 ETA 234s Step 26/156: loss: 4.401519
Epoch 1/1000 ETA 234s Step 27/156: loss: 7.039650
Epoch 1/1000 ETA 232s Step 28/156: loss: 5.984199
Epoch 1/1000 ETA 230s Step 29/156: loss: 6.955227
Epoch 1/1000 ETA 228s Step 30/156: loss: 5.071853
Epoch 1/1000 ETA 225s Step 31/156: loss: 6.538893
Epoch 1/1000 ETA 222s Step 32/156: loss: 7.917032
Epoch 1/1000 ETA 220s Step 33/156: loss: 5.862689
Epoch 1/1000 ETA 216s Step 34/156: loss: 8.282641
Epoch 1/1000 ETA 214s Step 35/156: loss: 7.915077
Epoch 1/1000 ETA 210s Step 36/156: loss: 7.171475
Epoch 1/1000 ETA 207s Step 37/156: loss: 7.404545
Epoch 1/1000 ETA 207s Step 38/156: loss: 5.812827
Epoch 1/1000 ETA 205s Step 39/156: loss: 7.279771
Epoch 1/1000 ETA 201s Step 40/156: loss: 4.209686
Epoch 1/1000 ETA 198s Step 41/156: loss: 4.750331
Epoch 1/1000 ETA 196s Step 42/156: loss: 4.205324
Epoch 1/1000 ETA 193s Step 43/156: loss: 8.592823
Epoch 1/1000 ETA 191s Step 44/156: loss: 5.923116
Epoch 1/1000 ETA 189s Step 45/156: loss: 4.826737
Epoch 1/1000 ETA 187s Step 46/156: loss: 5.368592
Epoch 1/1000 ETA 186s Step 47/156: loss: 6.141260
Epoch 1/1000 ETA 184s Step 48/156: loss: 5.382616
Epoch 1/1000 ETA 184s Step 49/156: loss: 4.560915
Epoch 1/1000 ETA 182s Step 50/156: loss: 7.849727
Epoch 1/1000 ETA 179s Step 51/156: loss: 4.457390
Epoch 1/1000 ETA 177s Step 52/156: loss: 5.363705
Epoch 1/1000 ETA 174s Step 53/156: loss: 6.408032
Epoch 1/1000 ETA 172s Step 54/156: loss: 5.164161
Epoch 1/1000 ETA 170s Step 55/156: loss: 5.416808
Epoch 1/1000 ETA 170s Step 56/156: loss: 6.046975
Epoch 1/1000 ETA 168s Step 57/156: loss: 5.813883
Epoch 1/1000 ETA 166s Step 58/156: loss: 8.769924
Epoch 1/1000 ETA 165s Step 59/156: loss: 7.737854
Epoch 1/1000 ETA 163s Step 60/156: loss: 7.949960
Epoch 1/1000 ETA 162s Step 61/156: loss: 5.930741
Epoch 1/1000 ETA 160s Step 62/156: loss: 7.756158
Epoch 1/1000 ETA 158s Step 63/156: loss: 5.467630
Epoch 1/1000 ETA 155s Step 64/156: loss: 5.329518
Epoch 1/1000 ETA 153s Step 65/156: loss: 5.457014
Epoch 1/1000 ETA 151s Step 66/156: loss: 5.673155
Epoch 1/1000 ETA 149s Step 67/156: loss: 7.773993
Epoch 1/1000 ETA 147s Step 68/156: loss: 6.645441
Epoch 1/1000 ETA 145s Step 69/156: loss: 5.282039
Epoch 1/1000 ETA 143s Step 70/156: loss: 8.659049
Epoch 1/1000 ETA 142s Step 71/156: loss: 6.537353
Epoch 1/1000 ETA 141s Step 72/156: loss: 5.387128
Epoch 1/1000 ETA 139s Step 73/156: loss: 7.796129
Epoch 1/1000 ETA 137s Step 74/156: loss: 4.877463
Epoch 1/1000 ETA 136s Step 75/156: loss: 5.228185
Epoch 1/1000 ETA 134s Step 76/156: loss: 4.722287
Epoch 1/1000 ETA 133s Step 77/156: loss: 8.758837
Epoch 1/1000 ETA 131s Step 78/156: loss: 4.888494
Epoch 1/1000 ETA 129s Step 79/156: loss: 6.055489
Epoch 1/1000 ETA 127s Step 80/156: loss: 5.365123
Epoch 1/1000 ETA 125s Step 81/156: loss: 6.404670
Epoch 1/1000 ETA 124s Step 82/156: loss: 5.462260
Epoch 1/1000 ETA 122s Step 83/156: loss: 5.842854
Epoch 1/1000 ETA 120s Step 84/156: loss: 6.989807
Epoch 1/1000 ETA 119s Step 85/156: loss: 7.947674
Epoch 1/1000 ETA 117s Step 86/156: loss: 5.767430
Epoch 1/1000 ETA 115s Step 87/156: loss: 4.688147
Epoch 1/1000 ETA 114s Step 88/156: loss: 7.115641
Epoch 1/1000 ETA 112s Step 89/156: loss: 5.929965
Epoch 1/1000 ETA 110s Step 90/156: loss: 6.556665
Epoch 1/1000 ETA 109s Step 91/156: loss: 4.820205
Epoch 1/1000 ETA 107s Step 92/156: loss: 3.604279
Epoch 1/1000 ETA 105s Step 93/156: loss: 5.612887
Epoch 1/1000 ETA 103s Step 94/156: loss: 6.129914
Epoch 1/1000 ETA 101s Step 95/156: loss: 5.681143
Epoch 1/1000 ETA 99s Step 96/156: loss: 14.254672
Epoch 1/1000 ETA 97s Step 97/156: loss: 6.572815
Epoch 1/1000 ETA 96s Step 98/156: loss: 6.140159
Epoch 1/1000 ETA 94s Step 99/156: loss: 5.149421
Epoch 1/1000 ETA 92s Step 100/156: loss: 3.709067
Epoch 1/1000 ETA 91s Step 101/156: loss: 5.123803
Epoch 1/1000 ETA 89s Step 102/156: loss: 6.745981
Epoch 1/1000 ETA 88s Step 103/156: loss: 7.431754
Epoch 1/1000 ETA 86s Step 104/156: loss: 6.360288
Epoch 1/1000 ETA 84s Step 105/156: loss: 5.767321
Epoch 1/1000 ETA 82s Step 106/156: loss: 3.862334
Epoch 1/1000 ETA 80s Step 107/156: loss: 7.410131
Epoch 1/1000 ETA 79s Step 108/156: loss: 5.959742
Epoch 1/1000 ETA 77s Step 109/156: loss: 6.968757
Epoch 1/1000 ETA 76s Step 110/156: loss: 6.014040
Epoch 1/1000 ETA 74s Step 111/156: loss: 5.746505
Epoch 1/1000 ETA 72s Step 112/156: loss: 6.174168
Epoch 1/1000 ETA 71s Step 113/156: loss: 8.669522
Epoch 1/1000 ETA 69s Step 114/156: loss: 6.443832
Epoch 1/1000 ETA 67s Step 115/156: loss: 7.411907
Epoch 1/1000 ETA 66s Step 116/156: loss: 6.071504
Epoch 1/1000 ETA 64s Step 117/156: loss: 9.447451
Epoch 1/1000 ETA 62s Step 118/156: loss: 4.159569
Epoch 1/1000 ETA 61s Step 119/156: loss: 6.033056
Epoch 1/1000 ETA 59s Step 120/156: loss: 5.859927
Epoch 1/1000 ETA 57s Step 121/156: loss: 6.502892
Epoch 1/1000 ETA 56s Step 122/156: loss: 6.946401
Epoch 1/1000 ETA 54s Step 123/156: loss: 6.549446
Epoch 1/1000 ETA 52s Step 124/156: loss: 5.070070
Epoch 1/1000 ETA 51s Step 125/156: loss: 7.132430
Epoch 1/1000 ETA 49s Step 126/156: loss: 7.928433
Epoch 1/1000 ETA 47s Step 127/156: loss: 5.055914
Epoch 1/1000 ETA 46s Step 128/156: loss: 7.069079
Epoch 1/1000 ETA 44s Step 129/156: loss: 4.059385
Epoch 1/1000 ETA 42s Step 130/156: loss: 5.806968
Epoch 1/1000 ETA 41s Step 131/156: loss: 7.796651
Epoch 1/1000 ETA 39s Step 132/156: loss: 4.068009
Epoch 1/1000 ETA 38s Step 133/156: loss: 5.792026
Epoch 1/1000 ETA 36s Step 134/156: loss: 4.853820
Epoch 1/1000 ETA 34s Step 135/156: loss: 6.380163
Epoch 1/1000 ETA 33s Step 136/156: loss: 5.287993
Epoch 1/1000 ETA 31s Step 137/156: loss: 5.364416
Epoch 1/1000 ETA 29s Step 138/156: loss: 5.393722
Epoch 1/1000 ETA 28s Step 139/156: loss: 5.291400
Epoch 1/1000 ETA 26s Step 140/156: loss: 6.334992
Epoch 1/1000 ETA 25s Step 141/156: loss: 6.991560
Epoch 1/1000 ETA 23s Step 142/156: loss: 6.343248
Epoch 1/1000 ETA 21s Step 143/156: loss: 4.995007
Epoch 1/1000 ETA 20s Step 144/156: loss: 6.443495
Epoch 1/1000 ETA 18s Step 145/156: loss: 5.976623
Epoch 1/1000 ETA 16s Step 146/156: loss: 4.695737
Epoch 1/1000 ETA 15s Step 147/156: loss: 5.962573
Epoch 1/1000 ETA 13s Step 148/156: loss: 5.686567
Epoch 1/1000 ETA 12s Step 149/156: loss: 5.908359
Epoch 1/1000 ETA 10s Step 150/156: loss: 7.393180
Epoch 1/1000 ETA 8s Step 151/156: loss: 5.083621
Epoch 1/1000 ETA 7s Step 152/156: loss: 8.549809
Epoch 1/1000 ETA 5s Step 153/156: loss: 4.979839
Epoch 1/1000 ETA 3s Step 154/156: loss: 7.753133
Epoch 1/1000 ETA 2s Step 155/156: loss: 4.046253
