epoch	lr	loss	val_loss
1	0.001	7.021272532145182	6.341740226745605
2	0.001	5.7932636896769205	5.818187808990478
3	0.001	5.309616247812907	5.9195201873779295
4	0.001	5.234668382008871	5.824645519256592
5	0.001	5.2703344345092775	5.728826777140299
6	0.001	5.138131173451741	5.825604216257731
7	0.001	5.1334623336792	5.846175257364909
8	0.001	5.039841365814209	5.605441093444824
9	0.001	5.098398971557617	5.520545864105225
10	0.001	4.982654730478923	5.635326512654623
11	0.001	4.962982082366944	5.6012730916341145
12	0.001	4.88856569925944	5.6634552637736
13	0.001	4.872712961832682	5.611011473337809
14	0.0005	4.850770696004232	5.561583105723063
