epoch	lr	loss	val_loss
1	0.001	7.562627023266208	6.5429721955330145
2	0.001	6.72698591601464	5.554271359597483
3	0.001	6.10088651410995	5.357938981825305
4	0.001	5.979281963840608	5.377125786196801
5	0.001	6.080078140381844	5.4799642255229335
6	0.001	5.8091852126582975	5.151703726860784
7	0.001	5.846913876072053	5.33826188118227
8	0.001	5.815673151323872	5.268642763937673
9	0.001	5.9067929175592235	5.264595139411188
10	0.001	5.792273552187027	5.195512325532975
11	0.0005	5.786372261662637	5.260426382864675
