epoch	lr	loss	val_loss
1	0.001	50.285955810546874	38.0084534962972
2	0.001	44.75711415608724	34.04816589355469
3	0.001	42.50770645141601	32.77400207519531
4	0.001	38.94085489908854	29.613791529337565
5	0.001	36.46629651387533	28.477056376139323
6	0.001	34.97962417602539	25.593308130900066
7	0.001	32.27710075378418	24.616669336954754
8	0.001	29.821281814575194	22.04134292602539
9	0.001	27.542105865478515	21.247063382466635
10	0.001	25.888759104410806	18.984641138712565
11	0.001	24.216985575358073	18.374426651000977
12	0.001	22.484294509887697	16.41715513865153
13	0.001	21.00683085123698	15.9821990331014
14	0.001	19.623496945699056	14.308685302734375
15	0.001	18.285125796000163	14.031310653686523
16	0.001	16.9545685450236	12.615883700052898
17	0.001	15.621503448486328	12.475471560160319
18	0.001	14.56172580718994	11.287109502156575
19	0.001	13.955719629923502	11.259147008260092
20	0.001	12.749490865071614	10.269059816996256
21	0.001	12.069595781962077	10.333312034606934
22	0.001	11.76519381205241	9.512339973449707
23	0.001	11.062092844645182	9.64982992808024
24	0.001	10.473192278544108	8.974488957722981
25	0.001	9.930865669250489	9.167382017771404
26	0.001	9.594255924224854	8.612095514933268
27	0.001	9.264750289916993	8.844350910186767
28	0.001	8.94538860321045	8.388515345255534
29	0.001	8.71287145614624	8.647543780008952
30	0.001	8.432051467895509	8.2720059076945
31	0.001	8.163199996948242	8.546519756317139
32	0.001	7.958635648091634	8.2345796585083
33	0.001	7.757534535725911	8.515499623616536
34	0.001	7.5778839747111	8.252271143595378
35	0.001	7.522715377807617	8.532646973927816
36	0.001	7.323035812377929	8.306665166219075
37	0.0005	7.287467193603516	8.56680539449056
