epoch	lr	loss	val_loss
1	0.001	6.36553375231914	6.7647699637290755
2	0.001	6.171830290403122	6.285162789699359
3	0.001	6.264799700333522	6.245951631130317
4	0.001	6.045356914018973	6.424510216101622
5	0.001	5.900229435700637	6.498164092883085
6	0.001	5.982550514050019	6.066412670490069
7	0.001	5.767830393253228	6.115570996052179
8	0.001	6.280637088494423	6.261828983441378
9	0.001	5.93347250803923	6.1367228749470835
10	0.0001	5.8376132891728325	6.29822050455289
11	0.0001	5.8677373711879435	6.28001042512747
