epoch	lr	loss	val_loss
1	0.001	6.782904815673828	6.27229658762614
2	0.001	5.811519591013591	5.964329242706299
3	0.001	5.590136686960856	5.627397537231445
4	0.001	5.475257428487142	5.618985366821289
5	0.001	5.497387949625651	5.5034867286682125
6	0.001	5.408157698313395	5.615171909332275
7	0.001	5.391592184702556	5.475453662872314
8	0.001	5.306115436553955	5.345824940999349
9	0.001	5.28333937327067	5.42084903717041
10	0.001	5.273081588745117	5.313421980539958
11	0.001	5.151750596364339	5.298485374450683
