epoch	lr	loss	val_loss
1	0.001	14.80137086683704	6.817289521617274
2	0.001	7.646494065561602	6.733978225338843
3	0.001	7.127169424487699	6.353032835068241
4	0.001	6.959143069482619	6.20725647095711
5	0.001	6.753685366722845	6.023074580777076
6	0.001	6.644901137198171	6.189579702192737
7	0.001	6.554950621820265	5.870580611690398
8	0.001	6.422198203302199	5.907067668053411
9	0.001	6.238274466606878	5.777404200646185
10	0.001	6.154544168902982	5.7343909355901905
11	0.001	6.100096579520933	5.836509658444312
12	0.001	6.099136321775375	5.708329262272004
13	0.001	6.0706413792025655	5.555523580120456
14	0.001	5.960298399771413	5.34385561173962
15	0.001	5.782554672610376	5.266465663909912
16	0.001	5.648240873890538	5.281360764657298
17	0.001	5.515047304091915	5.296874046325684
18	0.001	5.363826059526013	5.15392586492723
19	0.001	5.527197053355556	5.13392279225011
