epoch	lr	loss	val_loss
1	0.001	34.17120577494303	9.967790985107422
2	0.001	8.982226498921712	6.703725179036458
3	0.001	7.47742239634196	6.669311078389486
4	0.001	7.070662053426107	6.632342084248861
5	0.001	6.8331562042236325	6.420238018035889
6	0.001	6.812048880259196	6.415847460428874
7	0.001	6.918651549021403	6.301918856302897
8	0.001	6.8104840278625485	6.289957269032796
9	0.001	6.691608047485351	6.116692034403483
10	0.001	6.589843241373698	6.199065430959066
11	0.001	6.476011530558268	6.135412057240804
12	0.001	6.434923807779948	5.993854236602783
13	0.001	6.346563371022542	5.851834360758463
14	0.001	6.367397117614746	5.901255003611246
15	0.001	6.341820812225341	5.909084606170654
16	0.001	6.320572853088379	5.796126969655355
17	0.001	6.1583599090576175	5.798601977030436
18	0.001	6.325825754801432	5.739820671081543
19	0.001	6.089773813883464	5.692686684926351
20	0.001	6.175195089975992	5.833739693959554
21	0.001	6.078214518229166	5.806666787465414
22	0.001	5.990415763854981	5.74149669011434
23	0.001	6.064849948883056	5.677367083231608
24	0.001	6.054641056060791	5.567531267801921
25	0.001	6.076168473561605	5.637454891204834
26	0.001	5.968944803873698	5.6626371383667
27	0.001	5.933178106943767	5.765892759958903
28	0.001	6.000992520650228	5.705905691782633
29	0.0005	5.997802225748698	5.747526073455811
