epoch	lr	loss	val_loss
1	0.001	46.07717653910319	41.306809743245445
2	0.001	42.00197842915853	38.19926071166992
3	0.001	39.859832763671875	36.06550725301107
4	0.001	38.33614972432454	34.221347173055015
5	0.001	36.78415196736653	32.47520383199056
6	0.001	34.99531593322754	30.80247751871745
7	0.001	33.233117548624676	29.201541264851887
8	0.001	31.45587298075358	27.6745662689209
9	0.001	28.43975486755371	26.222514470418293
10	0.001	27.050673548380534	24.840661366780598
11	0.001	26.442972056070964	23.528841018676758
12	0.001	25.16243273417155	22.288684209187824
13	0.001	23.843686485290526	21.11875851949056
14	0.001	22.652327410380046	20.016991933186848
15	0.001	21.79910348256429	18.98126983642578
16	0.001	20.672977511088053	18.010243733723957
17	0.001	19.11511713663737	17.101069768269856
18	0.001	18.385889371236164	16.24877103169759
19	0.001	17.803466478983562	15.451541264851889
20	0.001	17.21997464497884	14.707701683044434
21	0.001	16.5993527730306	14.016071637471518
22	0.001	15.85380153656006	13.374948183695475
23	0.001	15.150481605529786	12.782057762145996
24	0.001	14.450137837727864	12.234941800435385
25	0.001	13.206962712605794	11.731043815612793
26	0.001	12.713991101582845	11.264330863952637
27	0.001	12.63458646138509	10.832693735758463
28	0.001	12.250763829549154	10.435679117838541
29	0.001	11.82018648783366	10.071133931477865
30	0.001	11.422588984171549	9.736828168233236
31	0.001	11.18269755045573	9.4308500289917
32	0.001	10.848340924580892	9.152009963989258
33	0.001	10.291241391499836	8.898268063863119
34	0.001	10.080042966206868	8.66653839747111
35	0.001	9.975741831461589	8.455718358357748
36	0.001	9.79154011408488	8.264778772989908
37	0.001	9.627209281921386	8.092963695526123
38	0.001	9.400718720753988	7.939199606577556
39	0.001	9.209057648976644	7.802231311798096
40	0.001	9.016152064005533	7.680807113647461
41	0.001	8.69915704727173	7.573793252309163
42	0.001	8.569486586252848	7.480564435323079
43	0.001	8.643827025095622	7.41022793451945
44	0.001	8.618630758921306	7.315831025441487
45	0.001	8.52247298558553	7.248194058736165
46	0.001	8.413419977823894	7.188989321390788
47	0.001	8.362497520446777	7.136204878489177
48	0.001	8.32281551361084	7.090608914693196
49	0.001	8.176450188954671	7.051251411437988
50	0.001	8.105047257741292	7.016868909200032
51	0.001	8.123794142405192	6.987082640329997
52	0.001	8.025867970784505	6.961560567220052
53	0.001	7.984094937642415	6.940028349558513
54	0.001	7.9168495814005535	6.922149499257405
55	0.001	7.882669417063395	6.907459576924642
56	0.001	7.846395270029704	6.895538330078125
57	0.001	7.892286109924316	6.885949452718099
58	0.001	7.840422630310059	6.877909342447917
59	0.001	7.871565119425456	6.8712395032246905
60	0.001	7.937114588419596	6.865946292877197
61	0.001	7.946783447265625	6.86181640625
62	0.001	7.908511161804199	6.858664671579997
63	0.001	7.881584040323893	6.856353600819905
64	0.001	7.915091069539388	6.854776223500569
65	0.001	7.892212136586507	6.8538031578063965
66	0.001	7.828732840220133	6.853305498758952
67	0.001	7.85265572865804	6.853249231974284
68	0.001	7.748997020721435	6.853596846262614
69	0.001	7.720271237691244	6.854245026906331
70	0.0005	7.683234214782715	6.8546420733133955
71	0.0005	7.68374973932902	6.855037689208984
72	0.0005	7.682614644368489	6.855430603027344
