epoch	lr	loss	val_loss
1	0.001	6.408116740565146	5.542911944850799
2	0.001	5.545897760698872	5.398063152067123
3	0.001	5.3695458750570975	5.35447637496456
4	0.001	5.276929870728524	5.201315233784337
5	0.001	5.120442513496645	5.211503613379694
6	0.001	5.059998758377567	5.041447547174269
7	0.001	4.846395584844774	4.955169600825156
8	0.001	4.880677007859753	4.875598138378512
9	0.001	4.853343071476106	4.962614551667245
10	0.001	4.709349186189713	4.997045501585929
11	0.001	4.701613380062964	4.945752651460709
12	0.001	4.606867459512526	4.781297529897382
13	0.001	4.587941215884301	4.743702350124236
14	0.001	4.599769699958063	4.812261858294087
15	0.001	4.519219429262223	4.9981186005377
16	0.001	4.499220232809743	4.719268291227279
17	0.001	4.486435644088253	4.903938847203409
18	0.001	4.363739951964347	4.7368322341672835
19	0.001	4.328517367762904	4.924404498069517
20	0.001	4.332007538887762	4.855105907686295
21	0.0005	4.197995724216584	4.753959909562142
