n_harmonics,base_freq,magnitudes,instruments
8,2.535821373273863,"[-0.43880615  0.35658933  1.25028095  0.77340036  0.0978811   0.91554946
  0.43185671  0.75597988]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9960535416659493,-2.7599461831528473
-2.9934994908575234,-2.778433525601569
-2.9849311096328437,-2.925251296582698
-2.96712949443989,-3.1083676701286556
-2.966651473501136,-3.108410401997486
-2.9599567859534117,-3.1569564063084115
-2.9390175156350216,-3.1818769014032626
-2.9300034984458887,-3.1424285795721163
-2.9252960988458945,-3.09831648449836
-2.9216366412273818,-3.053875520265607
-2.906895854913538,-2.8882868849024748
-2.903150233138419,-2.8221580555145667
-2.9019790594692068,-2.8013440912094447
-2.8851570544372516,-2.4656159774051054
-2.863509557542421,-1.9888072294260226
-2.858787048369905,-1.8700444101046503
-2.8546238454017843,-1.7596010446660344
-2.854168648057614,-1.756075299369095
-2.853375299881116,-1.7408440993138732
-2.83864570671754,-1.3824111017295981
-2.833229987902752,-1.2389501866466175
-2.8282105521787018,-1.1207458699730486
-2.8226664663683065,-1.0088502859338933
-2.813296594899918,-0.8031513667985661
-2.813014706524232,-0.8035845015619689
-2.806666822519568,-0.6846022931918218
-2.801578823023712,-0.5800338912403619
-2.7981947185597855,-0.524610412003503
-2.7976295587552693,-0.519633323832778
-2.779141322705549,-0.27653424471792243
-2.7732373507253096,-0.212488817573525
-2.7660951031172747,-0.17182186852926368
-2.762687174470872,-0.1643873629070927
-2.7449604841335504,-0.17069689701693475
-2.7381264829758365,-0.19556004891420237
-2.735473057570669,-0.19522305040415433
-2.7350460589452696,-0.211784681241494
-2.72946247014539,-0.24060549494403638
-2.729418267269631,-0.247347720629461
-2.725563934075289,-0.27772933189907206
-2.723232681474949,-0.2892929498488388
-2.71901795978391,-0.33861339469624885
-2.7181381605815966,-0.3512475282883465
-2.712275903869177,-0.41426852098006584
-2.7049099115952218,-0.4832454628079451
-2.7009916802103837,-0.5311670007589305
-2.69296418881655,-0.6385157203555074
-2.684817006198853,-0.7429505729904007
-2.681455576339936,-0.7982184115094143
-2.6730791415535995,-0.8860745838479419
-2.6606040652137404,-1.017929536508635
-2.640202501874579,-1.2023135813760768
-2.6391030479247037,-1.1907131160918087
-2.6375455486069,-1.193565828049739
-2.6356927075098247,-1.2207491011502951
-2.6261203802167126,-1.2269713967386107
-2.6245058143252273,-1.230570908337012
-2.59276981336176,-1.043815518138441
-2.5908455030395428,-1.0261402806706579
-2.5881305124818113,-0.9849113406831226
-2.5865871947427532,-0.969976318112407
-2.5839660798089934,-0.9392099882917713
-2.5818575859423114,-0.8882916752972689
-2.570617024409196,-0.7254194270430152
-2.5647833966704914,-0.5997568143322061
-2.5631439563988296,-0.5817231449039154
-2.5585298369064144,-0.4933540392959889
-2.5535056165560244,-0.3638688490577027
-2.5499710218104514,-0.30290715194681966
-2.5474256764126784,-0.23922654697727172
-2.5465045049868458,-0.21428084295851899
-2.5464850273668387,-0.21620951287089016
-2.5419148460637944,-0.11659775904487005
-2.529385917522357,0.1814740884962863
-2.5199135305896485,0.3866428293085045
-2.5039715966867333,0.7237217159893358
-2.495550045933771,0.8828993386103032
-2.4949253707942747,0.8877960575593254
-2.492627098994716,0.946487976553402
-2.490046461073843,0.9805841578923404
-2.4819095963242077,1.08760984605056
-2.4582556052909927,1.3150499193207335
-2.454928985958552,1.332983357571511
-2.4504872117901795,1.3475388551517566
-2.439822859581426,1.3549283137036774
-2.4358167118921026,1.3441462551769852
-2.4350059249874723,1.3406695992101278
-2.4185901065604467,1.2271411864256405
-2.410037867162586,1.140421915673864
-2.3990530635701024,1.0353883985618044
-2.394822132948305,0.9643051425903368
-2.3902573956902917,0.9076613954389634
-2.3715811283534145,0.644992783774607
-2.367540295942063,0.5864592901930936
-2.366896940574051,0.5792757759854152
-2.359408790893297,0.47852344058456536
-2.354749043234886,0.41863799325964923
-2.348249004437644,0.36050096995667075
-2.3341826124625378,0.23513674344501584
-2.3242026783065004,0.17640450385623024
-2.315267644477828,0.17257138274829253
-2.307307021238759,0.17967374783920254
-2.3015063620046727,0.19899074040184853
-2.2901031912134924,0.2835152209591029
-2.284547639847684,0.33311357330487923
-2.2817271013310956,0.36551044671732946
-2.269970172078497,0.527609542097051
-2.2674166198281087,0.5666347528385783
-2.243979272926158,1.0164104159273217
-2.24341759910367,1.0314805054204836
-2.2413899275276568,1.0739877258362414
-2.239533869162158,1.1196412343369062
-2.2295115573328426,1.3321265370327156
-2.2206262599701936,1.5263914249705388
-2.219243189164759,1.567346310261719
-2.2100633202926128,1.7204846428543932
-2.207650678155831,1.7866597942479803
-2.201017714223206,1.9106519302030018
-2.200603513114405,1.8989844372601152
-2.1946646678513533,2.013210510119297
-2.192974202118722,2.0163615918418265
-2.1753106672204634,2.244155056236549
-2.1737010895991107,2.249217898926394
-2.171412540495747,2.2632904017605586
-2.166008786101947,2.2918899126895025
-2.1650012235230482,2.297205018937494
-2.16398074559544,2.31195905482634
