n_harmonics,base_freq,magnitudes,instruments
10,4.4269115621520365,"[-1.52740618  0.71039463  0.17553143  0.00813775  0.40000558 -0.63838441
  0.5359453  -0.41832612 -0.42449478 -1.08575142]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9937976657739496,-1.8961646693950927
-2.986495005050717,-1.3200485046522612
-2.983431416018135,-1.08816408985313
-2.9672446423770786,0.6793024114879038
-2.9632269922195746,1.2286903411763355
-2.9602474102339746,1.6082845062853584
-2.9592200496909955,1.6742518455137148
-2.9585388929484626,1.7831335756180204
-2.956736794256413,1.9941757525713677
-2.933004662663335,3.912087747143571
-2.923213926242399,4.077759851279431
-2.9170122311339655,3.9041648789964802
-2.915019282832769,3.806895518326056
-2.913653143230528,3.747388794883851
-2.8937399132319124,1.8910461658008972
-2.8899134234508637,1.348739451683437
-2.88308830220618,0.4739723563780957
-2.8758523598342682,-0.5188713983720568
-2.8748597432420167,-0.6781254584536174
-2.8511105911129344,-2.709782337194622
-2.8400651161573123,-2.807794902266895
-2.839917081621543,-2.825081393273483
-2.837374616061637,-2.7562592378017765
-2.826940071203291,-2.1253596186290276
-2.821244572555319,-1.704061019099651
-2.8211068632145,-1.679672849068184
-2.8203284423370953,-1.591570029884008
-2.817414025001969,-1.3259449721100878
-2.816131512495642,-1.1739283870903803
-2.8120156389231363,-0.6766021111454199
-2.8096426453210728,-0.3963733707822553
-2.794852348222229,1.3383363943562332
-2.794561292372125,1.291702935387785
-2.7884149951866317,2.0264005968508285
-2.785082290092393,2.2760854792732452
-2.7842319416685206,2.282309825530645
-2.782742679077751,2.370317725240238
-2.7819577021817112,2.458264869242888
-2.7785630096501865,2.622530332364213
-2.7672116130545583,2.9630175955251685
-2.7647305315100956,2.8678244636621186
-2.7575590351366785,2.674659703045445
