n_harmonics,base_freq,magnitudes,instruments
8,2.025292075997416,"[ 0.31689845  1.23657132 -0.41453705  0.14137163 -0.41651306 -2.45704212
 -0.13446278  0.08859152]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9985123342635753,1.758863647738565
-2.9901596113677145,1.6052780408452871
-2.9856251075920723,1.549761372696959
-2.9629248407655053,1.0640374528308443
-2.9620349478793626,1.0544332427346117
-2.959476841657508,1.0261612361870134
-2.9587002436136007,0.9948268245564368
-2.9578756703981375,0.9630359404820084
-2.956527177246649,0.938041964388425
-2.9384301282475436,0.396158783268554
-2.9372446572488,0.37282845421785316
-2.9284240873191485,0.070243254579137
-2.90879813541748,-0.5947745270498282
-2.905335295820042,-0.733139513861775
-2.903144493121819,-0.8387391348428059
-2.897929307623693,-0.9836257313184356
-2.8923220132201046,-1.2387389714704706
-2.890364279896758,-1.2839470602030785
-2.887263422967425,-1.4212481106879233
-2.8860758635390917,-1.436513408606761
-2.880359542224365,-1.67369753578085
-2.8716437713959317,-2.024117703503458
-2.864713779142245,-2.282736648899361
-2.864048985699564,-2.2949999440106947
-2.856650795030504,-2.54210698928213
-2.847258360445292,-2.89421365733693
-2.841202222767949,-3.102165184900297
-2.8344095480189146,-3.3259534435532614
-2.822938902255918,-3.646078268965443
-2.8058680242494605,-4.006908695597577
-2.8022635118150205,-4.098602140178247
-2.8018826802270733,-4.12830398461595
-2.7914410555311227,-4.28615545928048
-2.784348860386417,-4.356078001516047
-2.7735714984177573,-4.444959034282177
-2.7717180258622314,-4.43026292370704
-2.767838906556899,-4.475526883482721
-2.7546589983997176,-4.401697353073389
-2.7456967902773073,-4.369998014928665
-2.745262960657192,-4.341963864800611
-2.7278649599034477,-4.07918146244881
-2.726601171264778,-4.057075479800953
-2.711515495299332,-3.7014837138168786
-2.703774631361676,-3.543876338331785
-2.6957624694395683,-3.2450146718981725
-2.681553128716057,-2.7846523361740974
-2.664058215405949,-2.0789924978369085
-2.656936792705304,-1.8480165887046145
-2.6505140020867186,-1.5696229782866369
-2.6473074850294678,-1.422095557425542
-2.6443666403802144,-1.331475147299316
-2.637725920998853,-1.0474759288396305
-2.6293959291565705,-0.7063427998618937
-2.620973734452946,-0.3351227601322263
-2.6116973667196137,0.031447831408678135
-2.611264179785521,0.05817103882656427
-2.6109127050930168,0.04652156599447485
-2.6085715821710043,0.1629662858821629
-2.60300629130759,0.3514520131622291
-2.5947559587930886,0.6709729335859718
-2.5891055531639235,0.8720278195992428
-2.5800178635918902,1.1826200771028315
-2.579547499193369,1.191085501438386
-2.5700269498853343,1.4487309995335416
-2.5691883959699444,1.4895615391820831
-2.567244678357524,1.556136418295928
-2.5650619631441276,1.5888149170460777
-2.5648943896697203,1.6191496296649257
-2.5646072160243616,1.6101807922717817
-2.550685260894478,1.9463212302738475
-2.545230485016363,2.082882595816179
-2.538054516616354,2.2067046681375277
-2.53674979402192,2.194033358339015
-2.5287928708832084,2.3232408738138255
-2.5254926401369646,2.372358542159578
-2.5242945520978033,2.377795658005942
-2.515962842935198,2.451284405620813
-2.511908814992516,2.5194878435124757
-2.499367202708454,2.5714486767390676
-2.4923385040973938,2.5541406115889864
-2.481438225830156,2.559115500133956
-2.480796106161897,2.550889010357148
-2.4775548317633826,2.541344297124022
-2.4775046090871076,2.54772026951043
-2.476933239673396,2.523756844727018
-2.4684420194200527,2.4919498024136737
-2.452816025718639,2.3562464756374655
-2.4479571109691483,2.3115049250078488
-2.445230698794977,2.302410703345131
-2.4386230149606964,2.2076163530921558
-2.434456523884829,2.136178242495142
-2.4135912564940067,1.916146815451129
-2.4085232190355317,1.8152005352658789
-2.407079206080544,1.7975209819887823
-2.4068048373720616,1.8257463830748506
-2.398308593586515,1.6719038729347147
-2.3888711123064774,1.5803029167060192
-2.384305376210727,1.5097189511471478
-2.3842479603886533,1.5336251983027551
-2.3776118589956745,1.4111224774124091
-2.375495594569669,1.4123911398927471
-2.3696712829196622,1.3226837303747798
-2.367914303939849,1.3033894638961072
-2.364467235713047,1.2840984717224782
-2.354418809504743,1.1758989167858518
-2.3543381872097813,1.1837362064607841
-2.342850903529574,1.0847794475538661
-2.337937009813402,1.0578115970324042
-2.3308148603527488,1.0030455933775264
-2.323052094392211,0.9712800246520217
-2.31644038580227,0.9387263893198357
-2.311223231161028,0.9351936277257817
-2.310916387307975,0.9142477945820653
-2.3107055536396874,0.9512027511553066
-2.3005395863628637,0.8819726372727583
-2.2951528117545568,0.9068425153350828
-2.294430632640701,0.9232464305821637
-2.288991252381204,0.9346151908479985
-2.279517812746649,0.9426729139417754
-2.2720715002084115,0.9576900109032501
