n_harmonics,base_freq,magnitudes,instruments
10,3.5959190816485016,"[-0.63840748 -1.3256025  -0.55513771  0.63891339 -0.65410542 -0.63127978
  0.22301061 -0.58747502  1.38875001  1.50594459]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996953225533084,-0.3531366709853753
-2.9848605405718227,-0.4373824322453014
-2.9667688740045146,-0.005924581294511282
-2.96442357881961,0.06007626504868809
-2.962682117876019,0.16471975454931992
-2.9558068945749127,0.4737676095092429
-2.944165903072213,1.107917132088915
-2.9435710272051883,1.1362131457896716
-2.941629887479359,1.2195749007881216
-2.941384515190862,1.3015878821590319
-2.928810601782189,1.9297524297767166
-2.9227527446639687,2.1664842028509455
-2.9203931761607747,2.2492797342121964
-2.9148215225467036,2.356452507363193
-2.913179796705891,2.4125059978195185
-2.911678269426378,2.4390412294811488
-2.910023798767835,2.4703521952176613
-2.9064059854486044,2.51499133749411
-2.9007866371631446,2.5581974468350435
-2.898405724821944,2.514447824418175
-2.89483344157226,2.4497392461772316
-2.891969532219968,2.4365669285118092
-2.88952423401044,2.347336907633137
-2.8740318019796405,1.7279716699627141
-2.8704597318537974,1.5093315528271394
-2.869563178400971,1.478837679427939
-2.8671404757987946,1.3609414053477682
-2.838242475945733,-0.2775661126280979
-2.824150155590694,-0.7416483805292474
-2.8181280530773805,-0.7925555619232157
-2.8167133858444995,-0.7720886923415199
-2.816327103945473,-0.7547308155177472
-2.8114133254963525,-0.712539059127613
-2.8065787657292156,-0.6340080246235137
-2.8063055015214364,-0.6220070643670988
-2.8054017554725013,-0.5644005473144662
-2.8050315289137133,-0.5690963075476676
-2.7946913108900238,-0.10844641807149674
-2.793508786403007,-0.05214981804082043
-2.7854125731809387,0.5007426923892822
-2.7650911778143885,2.1841579326287754
-2.76447761736844,2.239549085431281
-2.7643520533452435,2.264202763627259
-2.7592692148412903,2.7327429771463763
-2.7536156904098026,3.1950278417114166
-2.7466917358510177,3.7093536192876315
-2.7367920410161055,4.366954297439962
-2.727772332452968,4.719905806198743
-2.717727858140621,4.895220878465805
-2.7166569911296437,4.8773478412396
-2.7096821964475923,4.7907895720513
-2.6992521382283368,4.4474328991688425
-2.698920852631745,4.396888538289129
-2.6982060493899054,4.409427545162576
-2.697166348180735,4.336030058572987
-2.675656086281748,2.719002091053699
-2.6714867670480467,2.299419571768703
-2.6711162889570654,2.2602682982041244
-2.669613389328245,2.118886427676719
-2.6659741930561682,1.7668764244571902
-2.655563478906626,0.8286707912982079
-2.651695878919827,0.40015558511076743
