n_harmonics,base_freq,magnitudes,instruments
10,4.879029170483896,"[ 0.5129446   0.51335834 -1.23741441  2.35933455 -0.19666855  0.12516465
 -0.31106141 -0.02735327 -1.45721449  0.29451123]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9966245118140105,-0.7584189776518779
-2.9943694360294355,-0.9489004237846771
-2.9943306043484412,-0.9792019141430869
-2.991260100801081,-1.2499996044084876
-2.981606257367325,-1.950625812567185
-2.979735794922478,-2.095964216292704
-2.979615031859751,-2.1152005260794606
-2.9667300347660834,-2.459571533061393
-2.9580482888585085,-2.286374229470824
-2.955939068735951,-2.173847700271912
-2.949658566788021,-1.75149040661422
-2.9445401729337743,-1.246698189908303
-2.9304208374909155,0.4533965984233003
-2.930362734707007,0.4443664567242316
-2.9218661889390125,1.59494345128462
-2.9075534440944386,3.1772144379170606
-2.9063369244006854,3.319165406574558
-2.905946826449361,3.320844722774691
-2.9026849497592435,3.5597119201344944
-2.9025006180066653,3.611140602629526
-2.8983038928004836,3.7789614217552905
-2.893378607225857,3.8664166264789386
-2.889267033525968,3.8957003162158896
-2.8858885448253604,3.8066742185496687
-2.882945906022276,3.7112478705777634
-2.8782191435321653,3.4401168521574363
-2.8776491684299232,3.3658922627857666
-2.8699150241392113,2.632677994961702
-2.8654380359119815,2.0929734706036958
-2.8580055156335344,1.1584013082167
-2.854449154443138,0.6993073769260392
-2.842052188205148,-0.8199213169730328
-2.836431741848763,-1.3817641914916907
-2.8349048322022723,-1.4967409748844114
-2.818901717817374,-2.055859758112427
-2.8141923032368963,-1.903245922649153
-2.7793057627397078,1.5827412265752732
-2.7782739412748247,1.7197950757111151
-2.775684260604898,1.9964407044032206
-2.770586983200675,2.4864834492376366
-2.7669263204272254,2.806540862525302
-2.7537909377295735,3.2657274422650384
-2.751388344350427,3.2294259086873356
-2.7403160437986136,2.6270271363701783
-2.7391898010165843,2.5595039282769205
-2.732663813466884,1.8193578627817304
-2.72976472768703,1.4481676674142823
-2.7296706851940495,1.4033196432284682
-2.723608033523746,0.5207823439787094
-2.7234535403661657,0.5446716803925712
-2.7052274163783956,-2.397086103544122
-2.6983300866594697,-3.2939079515944023
-2.6952457043123657,-3.675423979156237
-2.6933531831038424,-3.8748524307182484
-2.688606037574716,-4.29357502808252
-2.688214107354918,-4.348594718522042
-2.687762276178737,-4.368109702348333
-2.676611549171656,-4.741882969792349
-2.670949443278788,-4.681766823974974
-2.667076878520959,-4.5089118131992265
-2.6657689046655455,-4.392253487453888
-2.6594329801083294,-3.8897255058897495
-2.653972993911237,-3.35412946822246
-2.647404625638815,-2.5470111833693476
-2.6410853011305053,-1.6840813913625419
-2.638572396760365,-1.3740114623796362
-2.6382217527849043,-1.3127707177929036
-2.6306528256824553,-0.31085004543004546
-2.6285784281025855,-0.024258370986825376
