n_harmonics,base_freq,magnitudes,instruments
10,2.4254641463521893,"[-0.79810605  1.50169962 -0.4518612  -0.9678512   2.55896669 -0.17459025
 -1.26869016 -0.32726709  0.17561885 -0.8441746 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999124953143528,1.0309629037045673
-2.99757722874526,1.0382987759345832
-2.991754625816119,0.8664111185796123
-2.9824819906220252,0.6700085435798794
-2.9621615473114487,0.35180940712416653
-2.9487416039548604,0.0002841304199953272
-2.943035864047109,-0.09027638734198543
-2.9394281434693825,-0.14710746766716765
-2.9362623532260557,-0.21965529051310634
-2.9318823174136606,-0.3245186107116558
-2.9251566000051423,-0.45512953635791575
-2.92149333747457,-0.5699597647548454
-2.9181471885658183,-0.6613275280823605
-2.891477590430795,-1.3526311756061493
-2.883778393867072,-1.5814284765663962
-2.872049796841445,-1.905772568688902
-2.8719099135101263,-1.9622990152562287
-2.854072611054427,-2.39439740967962
-2.8529425356830753,-2.433433528277377
-2.8525634294932445,-2.4213681627147428
-2.8487105120285037,-2.589544472823149
-2.8385369605888036,-2.764388979047168
-2.837968143944647,-2.7828482917909665
-2.8375172662649346,-2.76528354886177
-2.831539419730971,-2.8697644966789397
-2.8211881079257415,-3.0188775505071903
-2.813365530795667,-3.1814413209805723
-2.808625583568836,-3.214010099480784
-2.8053379623678794,-3.2234012270091856
-2.785265834637891,-3.2006895315043113
-2.7691798800258454,-3.0225353056488933
-2.768706414753739,-3.0113453569957955
-2.7638655525942832,-2.9857828270971596
-2.7487677050164403,-2.659025816196282
-2.7415440379098017,-2.518195888066565
-2.739484891588092,-2.48938945264823
-2.7327100541162928,-2.2621748643821684
-2.7289634185629934,-2.2338778760669475
-2.7151070520912466,-1.8925905857810144
-2.7114869579033174,-1.8923561287459854
-2.7077059146701385,-1.7541460130689799
-2.700337921928045,-1.5729907670268914
-2.696709231338075,-1.573526785466906
-2.6891623691578452,-1.3721577332571342
-2.6848707607078253,-1.3490173837593868
-2.67343593413229,-1.2020006335834417
-2.6669921644352304,-1.1908199782083253
-2.6643580314270108,-1.2110283717055894
-2.660439695493503,-1.1957497839077549
-2.660044387805462,-1.196845577613987
