n_harmonics,base_freq,magnitudes,instruments
9,1.077009812520779,"[-1.63259403e-01  1.29811369e+00  8.92926289e-02  3.39501248e-01
  1.96570167e+00 -7.11811176e-01  1.60314943e-03  1.12066531e+00
  9.65968411e-01]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9872525789006708,2.8857981196093174
-2.9854220357912786,2.944418908259188
-2.9849032249763487,2.889249443833282
-2.9830905839526745,2.9586490024974306
-2.967111788565914,3.164513072544304
-2.9560848090924976,3.3084149648287213
-2.953750262255612,3.3321239731665195
-2.948771415245905,3.3013553334686296
-2.9466246781276033,3.3829088134941854
-2.942805031434217,3.385334984132813
-2.9394515165906148,3.3956109062308633
-2.934498747645126,3.448838742869109
-2.932645752531897,3.4378978455559457
-2.923261430741645,3.4843088519623295
-2.9138669121562706,3.4951377209882812
-2.913607609055775,3.520220655376276
-2.9066836194605763,3.528436913076452
-2.903143672306962,3.5591213317675843
-2.9014553380260044,3.5255336592626487
-2.9012114735364105,3.51001165656145
-2.894635917437263,3.590019815480773
-2.8904514686328344,3.5122823345472827
-2.88190618741566,3.518829581923732
-2.8722267194742073,3.497939201877175
-2.8663258764888235,3.464454474010172
-2.8640115979631977,3.497707628792188
-2.863501290521546,3.469686186429586
-2.857489135631921,3.385349890972503
-2.855090872926553,3.4301777996132925
-2.849983507553235,3.389866698105886
-2.8402939975560884,3.3047474134070405
-2.8389762582827123,3.3179184141919142
-2.836988317989263,3.2748371074689495
-2.8290027719853494,3.2883152226021424
-2.8268252221429604,3.2339669268113194
-2.8153360334342055,3.1196296973250144
-2.814898075634489,3.0996161268118945
-2.809205386660297,3.0241358931400346
-2.8036056068973583,3.02675492589678
-2.8027634469786986,2.992800574599419
-2.7981521624997043,2.945185021977361
-2.7846430502670643,2.8426969012796164
-2.780623239443543,2.7657697328048925
-2.7756539018468867,2.7032548271877967
-2.770548528636388,2.6506043727106388
-2.7634918907449006,2.5772809803205385
-2.7504010805542514,2.427613768592992
-2.7376801164911253,2.3111246434086574
-2.727796048411134,2.090090469067815
-2.725848872126181,2.068811446158142
-2.718622815443946,2.0754055641820384
-2.7165926698690193,1.9670311353070524
-2.704612060240705,1.8597515530857769
-2.688657874383189,1.6386836997087546
-2.677830176319616,1.600721062259216
-2.6679472770901764,1.4744670635876218
-2.663386905482243,1.4261560877829866
-2.661558110410431,1.378789579066873
