n_harmonics,base_freq,magnitudes,instruments
10,3.019340808587142,"[-1.00333111  0.16508657 -0.66562368  0.92179708 -2.01022295  1.31038546
 -1.11130634 -0.9416145   0.26320724 -1.08129149]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998253278936952,1.2059984081406743
-2.995248925041361,1.2741640586094412
-2.9925134990939255,1.3282482283988692
-2.992255599391335,1.369569144394033
-2.9824473771845303,1.6046021695407409
-2.976399108707953,1.7309941449486526
-2.9693414953610353,1.7708896600127362
-2.9659004966515123,1.8299896904880388
-2.9610488734855593,1.824100287258781
-2.9527979465153895,1.8773469098634632
-2.946992540898072,1.7697910607438625
-2.9428783346330754,1.737386339883601
-2.941938288004409,1.6930829368194227
-2.916486668609278,0.7802907499452711
-2.9160625297220175,0.7516401656111129
-2.9015658787953527,-0.10371607293758867
-2.8972216735582608,-0.3451440956827501
-2.8775844974225437,-1.597857287714986
-2.8672569776995083,-2.1479708872818724
-2.8629858839517413,-2.3185100051996974
-2.8410843511235595,-3.0448379409352455
-2.8198300597128005,-3.1376280714131015
-2.819496751540093,-3.1099277903242717
-2.8117655728478677,-2.89854211794715
-2.7965227295823127,-2.314224196566811
-2.788921747123755,-1.9617329484601727
-2.773420647394371,-1.002589012302887
-2.76814712357303,-0.6600106464382102
-2.7655529608856155,-0.5284186186064576
-2.7654718155069435,-0.5559601040426368
-2.754579419530232,0.11659951074349803
-2.7488159391710276,0.48017130727855195
-2.7468501055770824,0.5662146734952981
-2.713242721525008,1.6938528335040304
-2.711003710516234,1.6903419905272616
-2.701631805480437,1.764783533343546
-2.6949074895644496,1.6930414540034315
-2.6918855295975153,1.6226243689429831
-2.68560517765999,1.535010315014882
-2.684383990322482,1.5039322448540446
-2.677247815344787,1.3409320203863044
-2.673296795459448,1.2411956101364654
-2.6700277973051727,1.098347003506316
-2.665708721507176,0.9582432126523718
-2.6371315515674327,-0.0018531491972207355
-2.6349890226794637,-0.09560841585969537
-2.629932423482578,-0.19276642679259978
