n_harmonics,base_freq,magnitudes,instruments
8,3.6132784595631193,"[-0.37353951 -0.68356422 -1.49472622 -0.54697245  1.01454583  1.24157744
 -1.68997376  0.35700403]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9973377268106036,2.5270854807264813
-2.9871520884554066,2.334978096501314
-2.980537123428509,2.19187267869369
-2.9734730144007973,2.0666368788463156
-2.966998668189094,1.9128453314375016
-2.9550377550969724,1.7229120833106037
-2.953565536806015,1.7095473220232547
-2.9427586549536917,1.5409382489212309
-2.9408864575335754,1.551751582153813
-2.9251877192935654,1.4192935384100973
-2.921845695799565,1.4006398394892883
-2.9214312406011382,1.3900800779598004
-2.917033015936977,1.3807491776292093
-2.9060249025718594,1.3787403200316362
-2.8877816092560114,1.337979629222224
-2.886379011647739,1.2976854575963077
-2.8841398224041805,1.2988224909479096
-2.8794724249327124,1.295908819816263
-2.8791529642552596,1.2685846241823493
-2.8766765273511368,1.2454841445370066
-2.865797940205885,1.1876632474262634
-2.865645593019047,1.1813674087105703
-2.860961575550256,1.109437259520156
-2.8574153589859868,1.0722503318765453
-2.840764569786309,0.7235312433143158
-2.8404584342053036,0.7222809315613672
-2.8272633333004005,0.3874043254094776
-2.8193401381132848,0.11442724155128364
-2.807127956845984,-0.2628374690955822
-2.805497220110717,-0.33725673760969693
-2.804152724623836,-0.38852883444016195
-2.8029890821712167,-0.4230152311204797
-2.7971145863653977,-0.6293239221496737
-2.7927403127180837,-0.7679589049967673
-2.7916083201639155,-0.8115023951123073
-2.7824265308426703,-1.0933030652271865
-2.7788918144265535,-1.210779393460795
-2.7776314875014165,-1.2486838204382622
-2.7768319328539928,-1.2604583924159931
-2.765825546735538,-1.5155573802315145
-2.764946975064431,-1.5337006557272983
-2.7589713804795633,-1.6540425765224815
-2.751330141318488,-1.7116674995561907
-2.73773424308065,-1.7277136522179466
-2.7327331780889326,-1.681369042711212
-2.7318129730866563,-1.6552099846892505
-2.7166672890562715,-1.3979891267263254
-2.71287703000877,-1.2874781496894132
-2.7057863439850953,-1.0896458114364198
-2.6883759380629035,-0.44464529189565305
-2.6815997574641353,-0.15779973054994267
-2.676719895096328,0.027580175345417443
-2.675608995743448,0.08138760991355816
-2.6714487605090342,0.22362072477561057
-2.670267304982926,0.2836929884486461
-2.6640871407870126,0.5228028674125897
-2.658732345758999,0.7051736483691321
-2.639902310032822,1.2231875733251034
-2.6360355224486067,1.30902571790427
-2.6301313198409795,1.3716923639896292
-2.62999592047618,1.408521742588065
-2.6263585408719834,1.4208519419605738
-2.6243025725555302,1.4302915708997428
-2.622408275054246,1.4270774727011752
-2.6143249219337386,1.4096661998993878
-2.610749897299704,1.3724290004314994
-2.6064666201810818,1.3193668161185872
-2.6052750078320277,1.310246679511353
-2.601038921469695,1.2116177709907336
-2.5782385278447366,0.5064189919355259
-2.5776320123920504,0.4714288465371286
-2.569046554223646,0.09252173084113467
-2.56144723061721,-0.2704601512773274
-2.556061328649646,-0.5239263611753276
-2.5484093101127803,-0.9455695488732516
-2.5423649278104135,-1.2316384565120124
-2.536615020069954,-1.5243258512505862
-2.5346591654542086,-1.624362130295464
-2.530909701531973,-1.8122621758613913
-2.514011003661235,-2.567992161296328
-2.5058032175040035,-2.882940818763293
-2.5054420967427276,-2.9016391858272006
-2.496045576299695,-3.1900841505337088
-2.4959192618541346,-3.1899507549180237
-2.4914544886100907,-3.309154848902507
-2.490459959624198,-3.3254230148591777
-2.4809558074055333,-3.5173407922567383
-2.4747054674312516,-3.625705942358012
-2.4724604828994208,-3.6320063004708776
-2.4548356996174574,-3.6875949389210416
-2.451336126999244,-3.6598251545944036
-2.4323750654089253,-3.4109628863056356
-2.4307977900356286,-3.395115895474892
-2.4304529544948377,-3.372725392988035
-2.428578703926714,-3.316423189913279
-2.4240471290526346,-3.245770319270519
-2.42065266610339,-3.17759198122086
-2.417006378530419,-3.079960240362081
-2.411528815271725,-2.9171352362026615
-2.3997721623562254,-2.5206845423502164
-2.394165864036508,-2.3110836919605267
-2.39381496491532,-2.2782959565375767
-2.3915878401308475,-2.210661621075204
-2.3805884551574295,-1.7786008434161438
-2.3764177489999927,-1.5698118890546346
-2.3693201750099107,-1.2485536100283947
-2.3616297956177155,-0.8640346293872705
-2.357175787913715,-0.6492291734947069
-2.351745055283091,-0.35271452446389906
-2.3514277675165545,-0.3518890694237598
-2.3477891623623406,-0.1478479620617511
-2.3459996948264856,-0.04873043294397505
-2.326027119091087,1.0703629541272872
-2.3101829484497203,1.9336044887136496
-2.302668587347447,2.2921097490834086
-2.289785031457316,2.884926185918563
-2.2889922095734203,2.9275997714030018
-2.2879140337093826,2.9792799088141777
-2.283318263856095,3.1530121520838263
-2.2782400301862267,3.329007843407525
-2.2762893966372166,3.4049815299422996
-2.2750982120601964,3.4002892708740533
-2.2737856773777816,3.4591771850323947
-2.264794776133214,3.65101994003784
-2.2618758771255467,3.7211845363711347
-2.2492884710884553,3.7951117148945452
-2.2364122624771405,3.6540849322287734
-2.184523785999559,1.1575116143041915
-2.1800613130665103,0.8328743457772712
-2.1728611756044343,0.33275711526200963
-2.157715043519689,-0.7078614932121271
-2.1573636572307695,-0.7172529125304027
-2.1535705440171564,-0.9742818906564771
-2.150667400727574,-1.126574554967111
-2.15038365706462,-1.1547587572153473
-2.149299391566347,-1.2082381608152377
-2.1368401809521034,-1.8713025126911702
-2.1251581230572834,-2.315539888502638
-2.1235834634220296,-2.339415698929315
-2.1224084620944885,-2.404728700377791
-2.11317695220552,-2.58221735317179
-2.0875532817182076,-2.4754299793317935
-2.076332943944606,-2.1650866083243123
-2.0762371197399565,-2.1610253326070255
-2.073910634622414,-2.0959745368402425
-2.064210804004163,-1.7323668346782777
-2.0593548246953146,-1.5593087472371983
-2.0589945157358636,-1.5594637017246946
-2.058794318557581,-1.5214571589194066
-2.057731592555046,-1.4986883926709196
-2.057090778398601,-1.4564544630668697
-2.0524261662069074,-1.2553579887938981
-2.0505726192906124,-1.1883139164136687
-2.043080624055527,-0.920626580946173
-2.0328724197730565,-0.5491778273809623
-2.0194471958520985,-0.21290167273250699
-2.0124365740616303,-0.10476336563624826
