n_harmonics,base_freq,magnitudes,instruments
9,4.201958441524463,"[-1.09152549  1.40289681 -1.56227121 -0.97110735  0.25180432  0.50355903
  1.02203098 -1.0664206  -0.72676626]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9875894981961144,-0.7870931270607314
-2.9870282446435485,-0.803974954744639
-2.9825291637266194,-0.9425488900033981
-2.980317085270335,-1.0122505090573635
-2.9762450480059357,-1.1421656229840849
-2.9701450163954695,-1.335916799016811
-2.9583268357958667,-1.6867513679432549
-2.9563936506401918,-1.7386077998744012
-2.94938082132244,-1.9095044241683645
-2.948978833566416,-1.9182984659887634
-2.9485074815919825,-1.9288687774538906
-2.94766821219657,-1.9467539974604886
-2.928713011158414,-2.2150356923161136
-2.9278856365776775,-2.2206434475299206
-2.924719816011625,-2.2372164116657243
-2.9217146026694225,-2.245821770729607
-2.920768471411841,-2.2470380609082303
-2.9095577691626033,-2.217278197072073
-2.908915450538618,-2.2132285108847154
-2.904991352332824,-2.1828460405428944
-2.902616963797876,-2.160501298410284
-2.9024111408849658,-2.1585773877343746
-2.8950536911168574,-2.071605269847937
-2.8837803292833106,-1.8967765523209472
-2.865078011587813,-1.526275932157471
-2.860211689521137,-1.4155556204824384
-2.8436633736511534,-0.9869986161837102
-2.8434319019708454,-0.9801871203817238
-2.8220852534353242,-0.2623921866716539
-2.819794933001953,-0.17211668649915016
-2.8185323437614827,-0.12112484974375415
-2.8093843592647243,0.27144622486683795
-2.8009238202178963,0.6677018471593154
-2.799771682546437,0.72339889217518
-2.797815167022299,0.8190273492896095
-2.7964457166983765,0.886889882800843
-2.780018259222421,1.7065886913225985
-2.779707089733245,1.7215350732067318
-2.774778799587305,1.9568205955258315
-2.758250935970003,2.618396781058907
-2.7562817337712255,2.678175233931427
-2.741766775314687,2.938515912703634
-2.741398239978892,2.9405421507379192
-2.737098525663928,2.944316382930692
-2.734304320037294,2.9276076182375763
-2.732482453169155,2.908352139755751
-2.7213054441970197,2.6410189015367704
-2.718908431463361,2.5503315731467664
-2.714840214566483,2.3699785146768435
-2.706467917614323,1.8998205728789777
-2.694167833124199,1.0030491762879283
-2.6767087627046786,-0.5191632297014407
-2.675820385409809,-0.5993997597576055
-2.6752776909288567,-0.6479283879835003
-2.666319490110344,-1.4358513201121563
-2.664944596558189,-1.5521559405033265
-2.659308841555013,-2.0081341073846137
-2.654659720205166,-2.353369809927018
-2.6539532895064397,-2.4028724530304384
-2.6472321246125956,-2.83058508522605
-2.6461819774935886,-2.889460886247252
-2.6295896373406316,-3.493276348693763
-2.6281235695087206,-3.51470067583868
-2.6228747142950564,-3.5457874135929197
-2.621502231331821,-3.5423904553257737
-2.6138702667485347,-3.4376500849771947
-2.6092315870753113,-3.305293173760551
-2.6013887525493478,-2.97275485005015
-2.593570303904426,-2.5224700356383094
-2.591186647510924,-2.3655687737967663
-2.589795898314718,-2.2700718943004863
-2.5892145363548282,-2.2295825866698165
-2.588143238637074,-2.1532752065142575
-2.565843102757886,-0.3672705421783745
-2.554592851072236,0.5513481868383838
-2.552686381463549,0.7004458096650036
-2.549419977988148,0.9490492392122423
-2.546451359177698,1.167136270050848
-2.5464475983135126,1.167259151950945
-2.545593651779939,1.2284782343051892
-2.541717567773334,1.4965648049235372
-2.5392229247910816,1.6607169076888717
-2.5390111844495795,1.674314648792361
-2.5214404090227402,2.6183199122719554
-2.513829772296961,2.9137320310476444
-2.498491671028975,3.3310212712837113
-2.4961952781512124,3.3768066351084585
-2.4914018579356236,3.461895554725994
-2.488489262844987,3.507047709275312
-2.4855438613063776,3.548743634033477
-2.484170641460268,3.566812016645758
-2.480448718317094,3.6129532784272906
-2.479420818472827,3.6246202837115327
-2.4790014975970447,3.6294890693333777
-2.4777602818806344,3.643395154887023
-2.474259368033911,3.680079758664066
-2.472946680397565,3.693343715271961
-2.463005506038022,3.782916090731572
-2.451358002974727,3.868590372785838
-2.4492597449305977,3.8813862164852986
-2.4389566378516427,3.9263452983110034
-2.4308523795194183,3.931222006527232
