n_harmonics,base_freq,magnitudes,instruments
9,2.411263641750528,"[-0.15159044 -0.37772043 -0.89499994 -0.55847524  1.73345832  2.42262251
 -0.48872552 -0.99282014 -3.20500615]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994427312331971,0.5779990930102503
-2.9911133217038346,0.27598302688542004
-2.989240959285021,0.12169767491108599
-2.9757926600032683,-0.8775721359041087
-2.9735999883564754,-1.0503215662311978
-2.9665995893728594,-1.557654571639481
-2.96456281813171,-1.6832212308702563
-2.9538583111046304,-2.3886574635044386
-2.953815526951555,-2.402221156310294
-2.9358015036315037,-3.263640058448677
-2.9357938504571592,-3.304661022437905
-2.919527533231973,-3.798835504489068
-2.909953895667641,-3.8955091082291267
-2.9087760465537182,-3.937220219993238
-2.904155290153913,-3.9843578397192987
-2.904062877940347,-3.990454808037016
-2.9025360529738564,-3.9662756061526814
-2.9001136616365635,-4.029536088662261
-2.898817465579719,-3.9674167322080307
-2.8883908472880524,-3.8812890398248734
-2.8872478027868134,-3.8708527379463797
-2.886884022998274,-3.8901153949564553
-2.8848623632464854,-3.882954341039152
-2.8760648989820297,-3.659977380097285
-2.875851416291587,-3.6598180619410736
-2.875058086053448,-3.6478756893992625
-2.8678823091236874,-3.4159913700083306
-2.86195772739573,-3.2390670637968486
-2.8602673594205417,-3.138682489971275
-2.840357872745888,-2.469431080283555
-2.8163399664971873,-1.441792977004326
-2.805502345296725,-0.9847622353560497
-2.7895162619160443,-0.42419104197921087
-2.7885910861869645,-0.3906444391157825
-2.7836821937084197,-0.29261332669739665
-2.777941933496649,-0.14314115623491586
-2.7717550572142002,0.005117452401889606
-2.7713208536434477,0.020685524290994926
-2.757501535942496,0.18976122287974576
-2.726905130516128,0.12572860596435864
-2.725338491396535,0.06721299909891332
-2.7241665134042115,0.11667337332240936
-2.7234118523504516,0.04246664819527811
-2.703145200622595,-0.23501957887169755
-2.693238249341409,-0.445981016114529
-2.6823449498401697,-0.6401590578999805
-2.6772492646651376,-0.8016679378319753
-2.6771257307982537,-0.8070795664242454
-2.6638686238079905,-0.9281685895059011
-2.6634076480896547,-0.9805406573868477
-2.655739997105285,-1.0541806504469522
-2.653406881435793,-1.0984160268066123
-2.653325694262005,-1.076660360331183
-2.6494126820209116,-1.126046202524645
-2.6412070541905472,-1.1930969258239554
-2.639272806532597,-1.2345284525269893
-2.6391077526199744,-1.2216108703376158
-2.636197837624226,-1.2498719707094426
-2.627522926685123,-1.2365441565444593
-2.6265088139828348,-1.189281747623918
-2.621311403293811,-1.1961174070835743
-2.6198749252952833,-1.1833384384782528
-2.610881318059176,-1.1745558905399824
-2.6050878701135254,-1.0284853774558416
-2.6027243861972273,-0.9621631549811248
-2.595107941794603,-0.875619379430804
-2.575852701056637,-0.44472253699426123
-2.5634856652017,-0.09479707953358249
-2.5555367385492707,0.1167846007491408
-2.5419983724168542,0.457846825830268
-2.527003074296507,0.8644377199771793
-2.5206121178394008,0.9770517115493644
-2.512945426127562,1.0902687220876612
-2.5071539966193015,1.1603790781924943
-2.5025862235383363,1.2092611922813916
-2.4996177995926616,1.2799519460904067
-2.490935998517342,1.3086444152502403
-2.4851339616990917,1.3068788298203131
-2.4842042355253113,1.319539497722376
-2.4817146090823785,1.3246333602462235
-2.474117265703656,1.3036890438929054
-2.4737004844706645,1.3606194414213666
-2.4621105446271514,1.1412735887049732
-2.4617971502475786,1.1591287122054843
-2.455456408445758,1.0613439275189571
-2.4467605975782796,0.8714779610956478
-2.443347138976133,0.7814850221609265
-2.433439232488643,0.5381903605077623
-2.4315210867764545,0.4988815456844956
-2.427945497038328,0.3775594275694227
-2.4274539370940653,0.3867432488987017
-2.4272380157686264,0.36743628784704757
-2.4176454103371743,0.016457769189517038
-2.4093157614754652,-0.23568977433281124
-2.409034086953697,-0.255632136490145
-2.3973049028875524,-0.5859596703469336
-2.391726945011233,-0.770046056506141
-2.391437927575971,-0.7494559278866048
-2.38708380631794,-0.9023375879111647
-2.3789492488279262,-1.0808150049487004
-2.3694326074929544,-1.3957626112297588
-2.3678773131085427,-1.4593076990525506
-2.366222037495178,-1.475680530467386
-2.3604123583831944,-1.6073993500513182
-2.357824077124053,-1.5758422087647423
-2.3565515865207978,-1.6656387807966657
-2.3202190194540844,-1.82231742915594
-2.3191845395723014,-1.7591704695955943
-2.3154623538185786,-1.79145419093686
-2.3102379284595003,-1.678684327304136
-2.309895064064584,-1.6688895108283353
-2.30021635982477,-1.5674270151071246
-2.2866846127140255,-1.2277845920330448
-2.2846112559738074,-1.1990274242150694
-2.2720776749553586,-0.8453426773026333
-2.2718222637719316,-0.8861977714488715
-2.2702548606240227,-0.8317205289487553
-2.268403327403923,-0.717955639665858
-2.264702576249535,-0.679078479968546
-2.259747659886372,-0.5141299138038956
-2.2498162858657866,-0.2320356123169762
-2.249257711915009,-0.21233078214604173
-2.2401952271790213,0.011272222653315324
-2.229239499464226,0.3439970442855056
-2.2281813532311796,0.37329522164088885
-2.2220257500980822,0.476373356053525
-2.2176015396174886,0.5922053609588851
-2.2056930077405594,0.7463819781595211
-2.199238746092158,0.7949886142392664
-2.1913117291554105,0.8613233069337664
-2.182250240977754,0.8625937669083847
-2.1738179500409633,0.800080759090933
-2.171738402777203,0.8217171737085449
-2.159693592742506,0.7411655256232216
-2.1581703381560158,0.6462726938691784
-2.1500073718414723,0.5457890576129353
-2.145695292932513,0.46983992335282176
-2.1455310960199316,0.4337137862314028
-2.1332109062385687,0.16403290541094534
-2.1179590892585267,-0.2380715410096432
-2.1105222449143968,-0.4389981270068765
-2.108296975601255,-0.49832613042664814
-2.106932941186039,-0.5322082182161558
-2.097973267428443,-0.7771063231811566
-2.0919022589127283,-0.8978659703432255
-2.081340859873964,-1.1038629840971068
-2.0800487966794075,-1.1444742702744
-2.0761975576682232,-1.2129836381615113
-2.059774620703069,-1.3989679219737976
-2.0569098441965292,-1.4694992062953378
-2.05240003474305,-1.416007236183702
-2.046419305620687,-1.4555029540009166
-2.0439142163386723,-1.4715343174140127
-2.0252372966236183,-1.3361279537050341
-2.025058285594361,-1.3514597267438313
-2.0167806939881925,-1.2467321750410336
-2.015284239470301,-1.1546505498066435
-2.007036715172942,-1.0085920992677733
-1.998998789734659,-0.7933616828274362
-1.993355383616296,-0.6267607009496804
-1.9926109922585358,-0.5477967557810955
-1.990898994010343,-0.5620679303367243
-1.9889813451258593,-0.480894757046726
-1.9877439756116824,-0.48425109768058544
-1.9845948921520027,-0.3548547775520967
-1.9838551814306429,-0.32644337222951075
-1.9834173001214208,-0.39128661897803263
-1.9809900161772378,-0.23837110909808681
-1.9792957720119275,-0.1373986251493234
-1.9760853784899508,-0.08507813686775363
-1.974067406195491,-0.05766222311275126
-1.9685567974241716,0.20228911429014979
-1.9618693504222466,0.40805024794078615
-1.957914815390909,0.4965933885959303
-1.9554501438612224,0.605459866338076
-1.9479964325858785,0.8451023389387818
-1.9438996060619436,0.976099025183607
-1.936378053278112,1.1793292465489904
-1.9340584721143266,1.2865241972570467
-1.9209139758267728,1.6273817996895128
-1.917995027225597,1.6514561485354133
-1.914977426687433,1.7053681752302194
-1.9110721810318576,1.7745119714115725
-1.9105699356942238,1.8160538971639981
-1.909918516257323,1.8210469521471178
-1.9093885869601577,1.823251971249373
-1.8971101282872305,1.9467677905874405
-1.8914919039636136,1.9482066991974896
-1.8910076829814033,1.9487116745635034
-1.8867533281501851,1.9802021495440782
-1.885961824965921,2.001690571792594
-1.87112607593715,1.8747402642469957
-1.871107031965439,1.8897962305674578
-1.8620256925682817,1.7223599481163974
-1.8517874360331823,1.6308981779447569
-1.8482344010252467,1.5450391495293185
-1.8438514630008702,1.413314393206749
-1.8425610448274232,1.3929336265389318
-1.8272832406166142,0.9491769009189008
-1.824081057456208,0.859194827753425
-1.8207298494239579,0.7379292984263908
-1.8173891918237244,0.7035001655071541
-1.8150485894075508,0.6059024326599822
-1.8122416467019407,0.5665839958280842
-1.7757439583685894,-0.48584535340583473
-1.7748835067118098,-0.4874781044980624
-1.7486080986685897,-0.8255785429613097
-1.7418734002046057,-0.8425757612949285
-1.7388950404864272,-0.8770769608538782
-1.7376974930295013,-0.8533440582372334
-1.7356279399043315,-0.8524555718287616
-1.7321591605424467,-0.8392684695119104
-1.703167698795124,-0.5472677839977684
-1.7018540928235915,-0.490050585692262
-1.7002320753535718,-0.44925677609368775
-1.676607230521558,0.11008820941055752
-1.672796655089657,0.28276438048181346
-1.6609228005387506,0.6172875893095432
-1.651169966257431,0.9437010122294042
-1.6457996447473973,1.0255991219509042
-1.6450534645913721,1.0848943871234693
-1.6440653897911859,1.1650782791367957
-1.6395454941352743,1.2826318962047187
-1.639094533940018,1.2768808291661822
-1.6313654262127877,1.4686366709089327
-1.626007158639482,1.6404674541151596
-1.6253445562365345,1.6631708395708902
-1.6161995056893015,1.8946747021454688
-1.6078648761224703,1.988751704547654
-1.602625546946792,2.108329826091694
-1.5791004315689885,2.428347273303923
-1.5780975845963097,2.395324198287633
-1.5766908267309472,2.3776608636924137
-1.5758923087894479,2.416872924744894
-1.5736465206971018,2.422787931090493
-1.5630145205397843,2.378942307274891
-1.5598878477532458,2.420269132341397
-1.549299608386778,2.3541728421760584
-1.5465968024636612,2.353955985998056
-1.5365233525065578,2.2493005224373883
-1.5358642873291075,2.2218583145869553
-1.5335535037801267,2.2306948498379513
-1.532018703121993,2.19209425918671
-1.5254364027918628,2.1501600737674265
-1.5172921211998018,1.999797023117507
-1.5047150405014398,1.8268498763493377
-1.5034985465149346,1.8694215585912435
-1.491097571338876,1.6651445346456915
-1.486214323430777,1.5851333611157552
-1.4850675546122731,1.5847669615746514
-1.4833799357617057,1.5659341831818119
-1.480690441212492,1.514648251317715
-1.472348691301589,1.4779996061484468
-1.459859785531853,1.3522383483488067
-1.4450142201986214,1.369914920621937
-1.4405402531458864,1.3060844304315034
-1.43787715923338,1.3733913551850199
-1.4378634500097358,1.2773368366710143
-1.4362221261567332,1.3507053341602042
-1.4340909342651178,1.3528907598550666
-1.3886574121529027,1.797260376801489
-1.3820781281504229,1.8806986185849688
-1.37267046565382,2.066923162099259
