n_harmonics,base_freq,magnitudes,instruments
8,3.8631799991512756,"[-1.84278459  0.35566965 -0.21417068 -0.83948646  1.23071251 -0.03432517
  1.40123986 -0.18687792]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998489379082799,-4.212754147432519
-2.994335254452565,-4.4214918028285695
-2.9683235584129246,-5.235301798929813
-2.9584732720843396,-5.218055535873901
-2.955553521352969,-5.190746610832272
-2.9511829941819543,-5.125162055747148
-2.950094255117856,-5.127788924675054
-2.948445009312789,-5.060913410662527
-2.9446991503337596,-5.004919880297765
-2.941512464425139,-4.881463514673224
-2.934754402576627,-4.610030353920949
-2.930754804777723,-4.445161584148381
-2.930173247158156,-4.414155007835671
-2.9210409448138357,-3.9802767802300463
-2.9163653058758534,-3.6878523488849444
-2.9091082351618835,-3.2712268997324276
-2.9038138616563174,-2.9629778973043455
-2.8856667093152355,-1.7929363104246758
-2.8794981212931594,-1.4078063648106351
-2.8620103228262157,-0.410633223377707
-2.846050137707805,0.36161502379892907
-2.8431696233056827,0.4548718393712831
-2.83543917892293,0.7321859280521313
-2.8208895052873997,1.1982296885920534
-2.8120130210853014,1.430906415755309
-2.8103991502939993,1.4776360835960576
-2.8076478848873467,1.5113409672247193
-2.803736487182318,1.5610085822195023
-2.7993740584091027,1.6991627642360352
-2.798512046857818,1.6805745687176115
-2.7888277302262248,1.8443948185190469
-2.7731397101975688,1.9687953883395244
-2.7658342289273437,2.0251386570506846
-2.7608654661112455,2.051287229442654
-2.754059656854546,2.0296839022065782
-2.744572813979646,1.9857692865249374
-2.7414335998557435,1.9931469737667342
-2.7400316818797044,2.0112116489524787
-2.737607030899605,1.9551095267410337
-2.730684647006101,1.8768370158873946
-2.730421310018132,1.895995972846448
-2.724207692413894,1.8155949704439762
-2.723372571870263,1.8083843627178484
-2.721988032062624,1.7606429105317105
-2.718965993815432,1.7182027253657628
-2.7170907140137146,1.6835722192145024
-2.715953587771324,1.6641164392487002
-2.703862987679353,1.373474483531574
-2.701642860541132,1.3051303943961792
-2.7002985003516553,1.2893890023684111
-2.6995757606991972,1.255131959546636
-2.6945593943444517,1.1015009371136286
-2.6935411040374695,1.0701623479708302
-2.6910037487942438,0.9569157775135851
-2.6872401717511005,0.852168564925885
-2.6850093095683283,0.8042226345813946
-2.6802312815583145,0.6149200008186273
-2.6723449198774683,0.25222647625753575
-2.6639922801378377,-0.02868562547500231
-2.663017175643442,-0.08026136440049184
-2.6511230775702535,-0.5132157581972854
-2.6408101664338077,-0.8576515875510717
-2.6351306339783256,-1.0287480776245985
-2.633540505959094,-1.094834562375438
-2.633103577136271,-1.0700947220411436
-2.6286682341470247,-1.1453525994408666
-2.6234550591907118,-1.3025579394310305
-2.6225920104268434,-1.3321660223827279
-2.616310951629301,-1.402479612268716
-2.6151689098807323,-1.406756699469713
-2.6039664772327002,-1.4966582924567224
-2.6036286354651135,-1.4805511337685964
-2.5752845734003844,-1.0841473396122157
-2.574731583907554,-1.0527251210390554
-2.5732817223682343,-1.020456983439457
-2.571250039624795,-0.9461157340389942
-2.558297060943467,-0.5334416479394813
-2.5463474356752567,-0.1062037758053843
-2.5447745368987706,-0.059655961513799
-2.542306677620636,0.03856710899153128
-2.5371702203649855,0.1976106917305548
-2.535356058727273,0.29438052377631063
-2.517973172466753,0.8151135352870108
-2.5076445994030943,1.035511832427929
-2.5003193610525347,1.147258596157843
-2.4749758526541297,1.04701853167451
-2.4702639133639157,0.9570016316873742
-2.46619961499505,0.8582524495280783
-2.463203581102487,0.7984177388714757
-2.455188811051345,0.552024341184371
-2.4510445893539523,0.4167425996493793
-2.431671472215683,-0.2538467898883859
-2.430643408704233,-0.3180712399344622
-2.4278523484269385,-0.4461760965630199
-2.4277391198595444,-0.4394218581503179
-2.4158128310585067,-0.9094759994047856
-2.4149304514340217,-0.9039160660722413
-2.414342755573597,-0.9224643682780268
-2.41379110468644,-0.9536692134653856
-2.4121407518222115,-1.0661421333841086
-2.4117928715578123,-1.0130955129156702
-2.411668658873552,-1.0363245091275823
-2.393179532440284,-1.5171736808679608
-2.3930492640038192,-1.542578428363525
-2.382156246673471,-1.7565806538759348
-2.3683454232436567,-1.8545413113302422
-2.358230115747393,-1.830778452142385
-2.3443796942730817,-1.7556376184034532
-2.3356254648814296,-1.7003611937058334
-2.3336780420985903,-1.706758840245952
-2.329449676299408,-1.6400755596365437
-2.3221120093001937,-1.5263641292039296
-2.316449315294557,-1.4539153683486012
-2.3141931924677213,-1.375414401568621
-2.3129171275607887,-1.4045630985226196
-2.310196214374878,-1.3755358662320225
-2.3054034002556416,-1.2781889022105741
-2.298061121133729,-1.1758073895857382
-2.2963817290908963,-1.1912768970695151
-2.292051380543648,-1.1435460677846192
-2.2910977801028043,-1.1844643532757049
-2.290674440078395,-1.1567835819636179
-2.28818850588572,-1.0996410735323132
-2.282811461578664,-1.0433659763177576
-2.2724088132910745,-0.9697137991250455
-2.261999365937749,-0.8602093369211551
-2.260947146027741,-0.8400805169722501
-2.2516416773846952,-0.80093440749135
-2.251057005018824,-0.773219182267721
-2.2477685946012307,-0.7462724046874194
-2.2423477835283423,-0.6547101704344152
-2.242034510578571,-0.6805770873578603
-2.2333052005229588,-0.532812670236806
-2.230115623092453,-0.4996903588421297
-2.228929888536394,-0.4757594721271826
-2.212587281622368,-0.1229843076821096
-2.202445665737522,0.12152746607475809
-2.2000725544407205,0.2363253663490562
