n_harmonics,base_freq,magnitudes,instruments
8,2.4861564791579944,"[-1.67268219  0.4560873  -0.46677519 -0.40904052  0.78855018 -0.81884618
  4.06418877 -0.42814243]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9932049150464533,4.244831217426951
-2.991852221514999,4.196331310292564
-2.9910562565391348,4.200206929351033
-2.9852767834452854,4.1238346154757
-2.9754386692872226,4.004181259652324
-2.9747414369853287,3.983190912189125
-2.9730645477403543,3.9784355690487736
-2.968093962612098,3.883659273341861
-2.956650594243401,3.670351048678594
-2.9558906824196187,3.639384483979968
-2.9460626810308588,3.4407457242570647
-2.9456906176346056,3.43378804071057
-2.93852117599885,3.309527424083525
-2.9374604911112954,3.286095272338229
-2.9309659059149835,3.170033493956717
-2.9298295642803116,3.1367333658687317
-2.927131901521385,3.0895469294943037
-2.9214545670466183,2.9673004732041566
-2.920976839440298,2.971574348054746
-2.916155612400985,2.8936801935450616
-2.9138388928332137,2.866357041619509
-2.9049257424682144,2.768659181856927
-2.903014243054953,2.6777521430316167
-2.8963070265893993,2.622716467850067
-2.8893546541236237,2.5196536059672585
-2.8820080518721354,2.4505194803285106
-2.8747573245109685,2.3933709113591286
-2.865748835996306,2.3704719389168747
-2.8565124903986936,2.314673378568432
-2.852591319640318,2.3307550194170426
-2.833422525855638,2.3412679262998366
-2.833197493405048,2.3299174521328365
-2.832633657349617,2.3599415908766397
-2.8317208368055677,2.3560539410058925
-2.820579735776711,2.374145253523666
-2.8176778086452297,2.385651384947594
-2.812150585437403,2.385656239227771
-2.8097506906358265,2.3784670486117094
-2.802492337778998,2.4149777418126694
-2.7990807061460523,2.4428934819439414
-2.775787260392833,2.455305926127789
-2.7655300994053125,2.421714650261996
-2.757302658471922,2.424747784059605
-2.7470096915955686,2.348325030135426
-2.733756583972909,2.2532013906108976
-2.7327397506036046,2.2410316131537336
-2.727488757517719,2.2165494760017435
-2.7264072808851827,2.1583151964918064
-2.7153394975566396,2.0671740011155544
-2.7143374971354373,2.0459715483261616
-2.6983137921769487,1.7984966147070711
-2.6971514669450594,1.8021810481131366
-2.6968549292459745,1.791422614739498
-2.6948501677870285,1.7794910773949206
