n_harmonics,base_freq,magnitudes,instruments
8,4.924392794878035,"[ 1.24960973 -0.3671571   1.07513131 -0.21993954 -1.43790973 -0.87479665
  0.33551808  0.48775212]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9787455165114824,-1.287402427389316
-2.9756356933998234,-1.0928615878436474
-2.9727563426180623,-0.9124764686266329
-2.97061830230915,-0.783621811288469
-2.9666202707797664,-0.42147666641590864
-2.9647268968951117,-0.29648384544642475
-2.9535175789831234,0.3742264794842306
-2.945586088428544,0.7091192941812599
-2.9363209754587376,0.8862347572481334
-2.933987946499161,0.8904520911796534
-2.926133522807093,0.8714497020317807
-2.9251825896725734,0.8399286029906292
-2.9228955668083554,0.8366641462648972
-2.9222579211770072,0.7589385795573453
-2.914616207656758,0.5492007874505457
-2.907031860127894,0.11353553362324287
-2.897278199537354,-0.5866262545727139
-2.8945176547607154,-0.809303137458089
-2.8906003647633085,-1.134853815535971
-2.8895736802615026,-1.237259564167353
-2.8889026601913654,-1.312872198067863
-2.883295900839122,-1.731424582231333
-2.8728329037553517,-2.474487509864418
-2.868015029426541,-2.916564764956163
-2.866720702290361,-2.958676084084143
-2.8578277822421625,-3.4539189346379366
-2.8560866856400358,-3.502839865419319
-2.8465399890056737,-3.7302889258619425
-2.846083772358516,-3.6859702378287422
-2.837180533133458,-3.684138967767946
-2.8237086263149056,-3.208629296286816
-2.8135219172340724,-2.6008146693277787
-2.8114169913005793,-2.4046375786572503
-2.810814586327819,-2.3246650268838245
-2.8050711345073247,-1.8648210036230461
-2.7929580806450662,-0.8553245092964075
-2.7895000800189154,-0.5003140554014012
-2.7876969677764842,-0.3429834983987827
-2.7802902343372526,0.17130997154454278
-2.779277976439688,0.296612557885533
-2.777214577139416,0.435435904525435
-2.7767419863758036,0.5014530428089673
-2.7760482381525478,0.5283245767151107
-2.774069218611066,0.6399125190519344
-2.771400011681673,0.8244111216988886
-2.769181192664543,0.9762370016682672
-2.7379289791855017,1.6638568917639887
-2.7361758876100244,1.666982308545223
-2.7337849859132257,1.612763336229195
-2.711530980842889,0.9296283323474891
-2.6842940670294517,0.02485955039963194
-2.6813278987347324,-0.04233963510643006
-2.6656272783341777,-0.1055387274358912
-2.6641711424463916,-0.0803992910672744
-2.6640512322630245,-0.08312724732149998
-2.656203820820807,0.015286000511959164
-2.6105930338117327,1.1926817325973171
-2.6086645329823295,1.23276059573071
-2.608298777706376,1.18549272430238
-2.5998533507001635,1.2080725585032592
-2.5832844975796148,0.9218318692278399
-2.5752345191615107,0.6199581665187983
-2.573972383330694,0.5268045234244494
-2.567191855599799,0.18174346209993258
-2.5571915499051023,-0.4082036995929723
-2.5568545373685274,-0.3760562602261471
-2.5563727949899335,-0.4357644993387936
-2.5473658684092255,-0.9490092494304976
-2.5291083390073688,-2.0449837440544716
-2.525716834149608,-2.150900232104344
-2.5244802666962953,-2.297972087925497
-2.520836251035782,-2.4292510276282013
-2.5167269581991,-2.5774261562519105
-2.5102689946018275,-2.7978381912384394
-2.501429738318784,-2.9934374346749584
-2.497899852903366,-2.9841555206223465
-2.4881812445903058,-2.9813765878930405
-2.487452216814394,-2.997949645154047
-2.4829227867405614,-2.913500807679106
-2.4814362580544214,-2.923003101420688
-2.477687537088834,-2.8769353511966007
-2.476640973011338,-2.844148447604952
-2.4652690640759722,-2.575271888474082
-2.438479225240986,-1.4297659374865
-2.4358683850448304,-1.2952849189312712
-2.433990417729127,-1.236017408019208
-2.433363394337244,-1.22564589100945
-2.4303399818967586,-1.101962865105537
-2.423386394208694,-0.7500008843960999
-2.4176206565129563,-0.5043501478820267
-2.4117678157610234,-0.21673002888061718
-2.396085500279458,0.375144291752529
-2.3903554867869663,0.5942474200413966
-2.3877494574745333,0.637933898311583
-2.379496979616339,0.977829315018796
-2.372521759347163,1.2212074961511485
-2.368336471021444,1.3053814258995688
-2.367214041460165,1.3340013645257998
-2.363735175820053,1.4518930487549964
-2.362129224218613,1.4616481544023756
-2.353457043222238,1.6126773700831634
-2.347558984369887,1.6382703419496054
-2.3455611730658568,1.701706368694738
-2.340723035495916,1.7065307132386596
-2.331589826410912,1.6447420588050166
-2.331484102351392,1.5924015982775985
-2.3304584288973933,1.6293983483649712
-2.3262154322300215,1.5858730041207172
-2.323774533677753,1.5680603662782568
-2.3157277742156293,1.3645272630375627
-2.3107678251843247,1.1597331236259703
-2.302398633549558,0.899233372561703
-2.291297833307929,0.3808903482920749
-2.2912159663613494,0.3850646375243415
-2.287031751596567,0.263959383103486
-2.282496283555295,0.015687480350813784
-2.2721675759487274,-0.38078984776278796
-2.262491154346836,-0.7609630301224528
-2.2583575202125474,-0.8000842338070339
-2.2558915642367037,-0.9241741644886261
-2.2484402646827633,-0.9813465661008389
-2.2476516283027896,-0.9628593111154784
-2.22564751392661,-0.608351025548687
-2.221483620011569,-0.4271288434289387
-2.219309910838662,-0.32219230025689194
-2.2186041185085914,-0.2853327436149101
-2.2184285441104636,-0.28340299864727037
-2.207016507993668,0.35293276088719766
-2.2040855505727723,0.5265804487837203
-2.1978127320874936,0.9522871335304185
-2.1969573511319767,0.982534149944024
-2.196554977350802,0.992308871748302
-2.1930838757550726,1.2417091103599989
-2.1892306671556683,1.4599880961509726
-2.1870217618451715,1.5712453448428967
-2.183485877281101,1.804942323499047
-2.1784462174582577,2.0291161992879427
-2.172264689659134,2.3321619625587715
-2.1701977978418356,2.353796234478945
-2.169475352460502,2.4236111984675435
-2.1678566190367774,2.43349391689844
-2.1671111792707936,2.5068161927820825
-2.1668692732593793,2.491858437018473
-2.1624191324089077,2.582427720810223
-2.1590571603900766,2.5914192523562147
-2.1580910459880362,2.665947015437288
-2.1501130067441334,2.5648074503446616
-2.1442859897418933,2.373660556085423
-2.1414426873675305,2.3476093721358846
-2.1316749776394,1.8126416648280563
-2.114075016030841,0.5349124881817019
-2.11058762297282,0.18862927025340137
-2.1095155129618486,0.16505189685845822
-2.1093560622157685,0.09473775527763376
-2.094682549939437,-1.1326001474776588
-2.0905310083929183,-1.355304472910441
-2.090449267741404,-1.3698301116441702
-2.0864974487796593,-1.6089257449039942
-2.081989016472318,-1.8919367820287407
-2.0811022640753603,-1.8786862850085155
-2.0796559836028843,-1.9690294407245006
-2.0778986303348317,-2.0532410867848543
-2.0753848073898222,-2.0760703036801478
-2.0685420194183215,-2.1974791038823334
-2.064284907570479,-2.162883580736293
-2.0607124402659265,-2.129756718021579
-2.0537770109116806,-1.8540807946755626
-2.050002784458713,-1.6881455109417756
-2.046554552859802,-1.4376111052626643
-2.033909279203129,-0.35209148905114923
-2.026444578406981,0.4550331713161896
-2.021578618026088,1.0046899151154924
-2.021541771717442,1.0167739319165114
-2.0153754021195356,1.757580030548919
-2.0128040213716156,2.051634631252066
-2.012085163301543,2.1704022616384426
-2.0099266376160174,2.4317152104869795
-2.008627297904469,2.549984111138181
-2.005831818969297,2.84871670271999
-1.9988007483227002,3.667212741298496
-1.9805893696557728,5.099230832773031
-1.9780294606704245,5.195943912781453
-1.9779238602265325,5.227415146270887
-1.9758619990270199,5.279982065644281
-1.9637298035006363,5.501557189728502
-1.9623206140454663,5.507103087270202
-1.9555041153927584,5.358309550161226
-1.9519944130283402,5.234959323898692
-1.950768984160389,5.180343476005393
-1.9479950640852097,5.104564649938001
-1.9466602120831535,4.996912408015753
-1.9442952291925473,4.861890424816198
-1.93584930142046,4.262897279342626
-1.9343969443125237,4.195328742850801
-1.9216264166245647,3.147142405797283
-1.9188896435796752,2.9137401788338395
-1.9064351889110343,1.9315677725969935
-1.8713767504555574,0.06216074665566179
-1.8614268880559885,-0.14769868402629988
-1.8579375123198123,-0.17689704159052955
-1.8224944784467785,-0.49783433051789183
-1.8189068005761724,-0.5256055881224699
-1.8178500775484276,-0.6038950339497258
-1.8140326496052248,-0.7050114296331641
-1.8130097176731284,-0.6927464631624928
-1.8103888535108634,-0.8385648642733321
-1.8102373002138148,-0.7854787823349031
-1.803577827238605,-1.0250424696233644
-1.8003806578393917,-1.1536499422059943
-1.7937406520521701,-1.4836631063641859
-1.7917631572760149,-1.5560749640607727
-1.7886913078560396,-1.682576562844447
-1.7853323328139867,-1.8420795905544403
-1.7756738599519954,-2.2983921533096408
-1.7641333757072075,-2.757217730272096
-1.7608426185877741,-2.8873700131708584
-1.7571049795764482,-2.989359727587166
-1.749406299158556,-3.073804706404499
-1.7400133929799626,-3.0293398362016815
-1.7389797006103977,-3.027427237405288
-1.7302713789972575,-2.8421473664449373
-1.7267835396728284,-2.7095657580597865
-1.6723611717371227,0.6277301494113228
-1.6646790040909198,0.8485713611959669
-1.6612889828866666,0.9032854895427171
-1.6519924203921805,0.8965582337050811
-1.6434675377724794,0.7170669135198054
-1.6367965109443865,0.45946734421855584
-1.6367250311454187,0.37395257641285057
-1.6332661251843161,0.1961066370206556
-1.627049139343036,-0.19355739954263215
-1.6188939850352506,-0.8368151318727769
-1.618283587102665,-0.8045281833680267
-1.6099447228350092,-1.5102661675222306
-1.601394330033599,-2.1887970555013827
-1.5986096135924073,-2.426591390294634
-1.5874390416157347,-3.151422359277449
-1.571408857326429,-3.7502938236526537
-1.555189692391647,-3.506320729436119
-1.5343495104165694,-2.3194328873401027
-1.5154567224481914,-0.690601843815849
-1.5124673668607425,-0.42300691571786475
-1.5108131261216804,-0.2656438440036642
-1.5095879586399772,-0.1493060747547465
-1.5047338453527213,0.2535899198166776
-1.4968457354713378,0.7457705995704349
-1.4955053722915108,0.8081831325240212
-1.4934929663538266,0.9569956527498221
-1.492372625088258,1.047934404392533
-1.4769645313880844,1.5863703589852733
-1.4602111539140767,1.64388092429933
-1.4589092274099673,1.6166256625641315
-1.445585437326507,1.2579438793622486
-1.444391040265246,1.2158721149195684
-1.4375846742498073,0.9569737008807103
-1.4362415996344595,0.9002351579778113
-1.4304295476563273,0.7132045237732668
-1.416659148042635,0.20208473094292367
-1.402572796647109,0.007792491450306763
-1.3975374067866042,-0.08311218689991054
-1.3859962644835544,-0.03248074160641705
-1.385753910363907,-0.049162803293240714
-1.3830195053798209,0.042605618865869145
-1.379919637767873,0.0967071727923502
-1.377422801266888,0.0911741677974685
-1.363998880944199,0.47551097678769366
-1.3616088788427396,0.5668137578946839
-1.3610405070642835,0.5656314959957986
-1.354715589121874,0.7923694597531855
-1.3496806036119948,0.9149596455111904
-1.347992433935418,0.9892366908063468
-1.3437649803736071,1.0104601926997223
-1.3436141076139823,1.094306569771772
-1.3414871008772475,1.0793422125107426
-1.339088732697895,1.180843523549375
-1.332839696512738,1.2237912194550842
-1.329303302219775,1.2272542619910274
-1.3221328930963943,1.22867881806548
-1.3081870080017373,0.9486398515271899
-1.304656666967869,0.8202691665484226
-1.2990525018769568,0.54942243045592
-1.2981399641169633,0.5845717638356057
-1.2965881652553761,0.4581687719877381
-1.284600584280451,-0.14541262302767652
-1.2811994868202228,-0.3896205014463223
-1.2705015189763613,-1.0407821819187275
-1.2695451005780976,-1.110114491237381
-1.2450958428335617,-2.447504484374159
-1.2299481402460852,-2.918386030851953
-1.2180662717378385,-3.0209279102820896
-1.2023115816721388,-2.8636930447252142
-1.1985597230302178,-2.7561964229471516
-1.1960052372632046,-2.695380176021673
-1.1899627822420893,-2.526834347604867
-1.1892565652776514,-2.4785631745557146
-1.1824217972982454,-2.298195021443503
-1.1802188282166377,-2.2045090419481115
-1.1568157537282744,-1.1821590871387873
-1.143420744662318,-0.6007307377442147
-1.14087504518072,-0.47736127339495527
-1.1326099949834487,-0.10360839361821984
-1.1298922383479137,0.01857145451764997
-1.1248649523910663,0.21411017802767798
-1.1085516444468795,0.8198401114282711
-1.107898957570154,0.8329366344560712
-1.1041374482939355,0.9876594310349033
-1.0987888895917741,1.1027717751801644
-1.0925056827478552,1.2470308567917312
-1.0845665938567988,1.5016485627965268
-1.0833393468755683,1.4964677632760282
-1.0704573122647987,1.6625114198614162
-1.0404573937839627,1.3637057706947517
-1.0297793558723005,0.9939335182135166
-1.029460141469192,1.0047918906843836
-1.0283205533137676,0.9422665270755819
-1.0276734500969726,0.9193902724861538
-1.0224240724437037,0.7364750659196964
-1.019750924846017,0.6228227587500715
-1.0056970658363678,-0.06248224187982009
-1.0029161262319786,-0.09522766089251536
-0.9982974488028531,-0.2841950021447054
-0.9821902094524289,-0.8226313877626629
-0.9797008346771543,-0.8996743121331583
-0.9719811278925894,-0.9056176278396584
-0.9686211956205648,-0.981097456092684
-0.9525176298166,-0.6964421575827651
-0.9509451872792503,-0.6493145474634683
-0.9509318216163565,-0.6270266596554201
-0.947520272632806,-0.508232064917425
-0.9474701865026116,-0.48795805191851604
-0.9464230566438965,-0.5056733991145992
-0.944859578135044,-0.3995291297296744
-0.9427595468087699,-0.27574087595338753
-0.9413120407409212,-0.2147091516587974
-0.939516010777036,-0.16082192808387655
-0.9358179184228224,0.025197984315010996
-0.9296221687160311,0.46436368553480273
-0.9052953195428728,1.8699917358115414
-0.8956215134252958,2.3351110673435405
-0.8934614023316021,2.419523357344848
-0.8912665318729753,2.4620981618984614
-0.8744178034915375,2.561193663413198
-0.8719553393622079,2.5197845057784067
-0.8712181604068796,2.515562055643806
-0.8659202104614421,2.3223052520765015
-0.8595533418039327,2.0486707912374476
-0.8497935746039444,1.3817599443544581
