n_harmonics,base_freq,magnitudes,instruments
7,1.2579563020227442,"[ 0.54386306 -1.92416922 -1.14168339  0.79690972 -0.87413007 -2.11090724
 -0.43544144]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.990530314240848,0.3500561496500722
-2.9903663728617715,0.3497967421682093
-2.988494274710714,0.4085756938022399
-2.978745090320435,0.3320799063491625
-2.9764442407590526,0.35486973415952017
-2.9763245717558897,0.2779212785387572
-2.975552666046026,0.31073092873678476
-2.9660414370562878,0.3314683626777078
-2.960974945102345,0.31877462770551934
-2.959974554305135,0.24009432886657844
-2.9538125704067872,0.35493266381720373
-2.920020949012282,0.28559847417794015
-2.909371896761317,0.1354784426492085
-2.904742073851041,0.12836896990225435
-2.9008181798443724,0.15619818306784033
-2.893589466059805,0.052304780768101904
-2.8929103136419103,0.04457611440207861
-2.884285599354091,-0.053022966654264536
-2.8832047467098905,0.03502897610370622
-2.8827740421722803,0.03678237735662472
-2.8814170345016485,-0.01954575715353889
-2.874177870648488,-0.01736548801947015
-2.8553800459664,-0.1481423354263695
-2.853083239495172,-0.19583223537376834
-2.8526242561430837,-0.18154301706300616
-2.8522941527647383,-0.17355392704996542
-2.8369275775699956,-0.31835317743952585
-2.8246132609115295,-0.37326459240767795
-2.8233533992551836,-0.4707541193070747
-2.814451074047038,-0.553571977679329
-2.8135150091532455,-0.5044420050084354
-2.813250467496494,-0.581063679475826
-2.8073632153526935,-0.6065055619708998
-2.8064249268847767,-0.6099674596198154
-2.8002046736444033,-0.631105391676114
-2.798113975189571,-0.6962935457803113
-2.7929545391558603,-0.7086451471106354
-2.78591741353221,-0.7278218977810393
-2.7810065704122064,-0.9137293608914405
-2.777409039082732,-0.937593821468395
-2.7710573677941914,-0.9583789560527756
-2.7646152472451724,-1.036115550014147
-2.7521832690865935,-1.1560143883113387
-2.7269402604031496,-1.5585796421200833
-2.7265708105840925,-1.5815277222714315
-2.7209136728773187,-1.5861184756777211
-2.7199449909676483,-1.6288215038135294
-2.708008100424927,-1.7089739600778173
-2.7049693797342,-1.783005523146383
-2.690771975706355,-2.0202463045793126
-2.686421502114512,-2.0251216551228715
-2.6832438190781276,-2.120492008816582
-2.6758629087552848,-2.1904989044633942
-2.674937339488139,-2.213559095332876
-2.6686068477511027,-2.332644564586359
-2.6636011815615577,-2.4152827546098585
-2.6608302694545767,-2.3534293977814484
-2.65479860939473,-2.5238596039857355
-2.641992524479144,-2.7079946131290984
-2.6418999424100233,-2.659526669453401
-2.640148556436732,-2.721780917930981
-2.6357591108661174,-2.6668239413556027
-2.6295286280274475,-2.877847920899498
-2.623982068608526,-2.9314739124815716
-2.6236911939297585,-2.870213056345714
-2.6220783035084967,-2.9343189415343565
-2.612787232828119,-2.981452195126171
-2.6061009375944986,-3.0612184732175316
-2.5869273432359097,-3.3118236256871225
-2.584787927095751,-3.388114944234381
-2.5743945586781116,-3.426403165764396
-2.5670207913490284,-3.542810576165638
-2.565209702250441,-3.5333670904347203
-2.563019851309362,-3.5231905652747844
-2.5463722950141516,-3.675457723046312
-2.5235257621861735,-3.877862234288929
-2.518446256345699,-3.8957252950668297
-2.517280801706635,-3.8635162967633545
-2.514758227590394,-3.9132146146131825
-2.512230595711417,-3.7964742265904565
-2.4915049628515824,-3.925058429179687
-2.486468431430641,-3.9279295595120978
-2.4861329752179513,-3.9610421454366507
-2.4810701453905555,-4.01075196617167
-2.464449859150122,-4.0196484812713145
-2.460047478844032,-4.055903165513285
-2.4486421439931334,-4.016991308196565
-2.4457516073455965,-3.987295563095311
-2.4433711973303547,-3.9346351346215362
-2.441780142222799,-3.9354257167595406
-2.425096370190377,-3.856152504708048
-2.4216513730759157,-3.9326909876266565
-2.420588988938111,-3.8656410864625315
-2.4040255905852774,-3.756692954269615
-2.3971079674415368,-3.7025172612072814
-2.387113752110894,-3.7279998472629483
-2.382975194482408,-3.6230647955546615
-2.378926643169613,-3.634517872557196
-2.372957962018485,-3.583098770717831
-2.35426888437617,-3.4205369787425384
-2.3512106290951302,-3.3771903426927845
-2.343854819014323,-3.278480308930141
-2.342723344417128,-3.2810919124654507
-2.3397914572114846,-3.25195760769352
-2.3388034285418096,-3.2480645560771806
-2.330043489819629,-3.1489567442522564
-2.3262011707577663,-3.089693314355668
-2.3172556859498172,-3.0062909544749026
-2.3159342517817123,-2.995655631137079
-2.2866515116362365,-2.645674755821876
-2.2845326704636664,-2.631021770792838
-2.2765926091163973,-2.4882645604819182
-2.2725529415608388,-2.404922688805737
-2.2713562115358146,-2.3911716955612023
-2.2617763381008595,-2.300707134907408
-2.2609326576936457,-2.3108241199132227
-2.257920167121105,-2.279878116427363
-2.2443088843894894,-2.0409373210439714
-2.2281141543327996,-1.8864922343092674
-2.2194244727622996,-1.8017103334682982
-2.2182571963693776,-1.739654021292577
-2.2087339926619225,-1.6241291346578064
-2.2069941269855216,-1.5705846403018981
-2.197796003504969,-1.5220119628779378
-2.196473194083966,-1.5224189065216822
-2.19297282842872,-1.4885718982800018
-2.1851802503254167,-1.3282352206516992
-2.184683542284165,-1.389212538794384
-2.1836910566266026,-1.3805486624714316
-2.1813758917720794,-1.2985333950915896
-2.178098111829316,-1.2952424381988201
-2.1650303219916736,-1.2273958197251005
-2.157229879515257,-1.0738805096214945
-2.154184618558402,-1.0205258331973248
-2.152581276963183,-1.0756224264948313
-2.142067472756781,-0.9366569349784132
-2.1272361020478874,-0.751551461040487
-2.1116180557176523,-0.6133360321670844
-2.106273862720064,-0.6082380013591114
-2.1049662002824046,-0.6411925499286366
-2.089130370354436,-0.5103356220188182
-2.0727278439785595,-0.45820330263878517
-2.0703574722344333,-0.40399583575672593
-2.070319790878889,-0.3981622978973715
-2.069307118337123,-0.4010445502746378
-2.0667493935429047,-0.3540059955951771
-2.0629413154611793,-0.42422774818089193
-2.061471535533315,-0.39202182371856126
-2.046118239893332,-0.3153780347447301
-2.0349392852189423,-0.21523061671024
-2.0342733206573396,-0.24605260110425856
-2.0335401615269744,-0.31206171615175016
-2.0176408745432997,-0.17285616536288603
-2.0076996306418975,-0.17449600988123962
-2.00376109536538,-0.15425278415923374
-1.995057367303104,-0.16466376007795472
-1.994181069992915,-0.11536590043432479
-1.992166601121746,-0.14204584622902883
-1.987634802268805,-0.13535751411398805
-1.9818996573565413,-0.09767716471342218
-1.9738664891980084,-0.17012007251602013
-1.9631856855576255,-0.10343943224201427
-1.9605789471942539,-0.06604175713990601
-1.9604893342791967,-0.07345533409262221
-1.9578149746793854,-0.07578442425711282
-1.9563817313261154,-0.06729733197526783
-1.9503686092327301,-0.04829696142307262
-1.9459213409869878,-0.10716316394425349
-1.9415110255243075,-0.02423232266638229
-1.9377252109930563,-0.09676457494699517
-1.9376142335875797,-0.011429141205813856
-1.9347493575027483,-0.10667026015402839
-1.9325442359096143,-0.032335998198810244
-1.9313328955047446,-0.014441463562396048
-1.9224599463473355,-0.0017957432184588437
-1.9186139995770415,0.0010923718433566085
-1.9070241532130474,-0.06669073474113119
-1.8997065981473544,-0.10264415461300848
-1.8989839682220282,-0.0011642573975303647
-1.8857666409411988,-0.03203036931990275
-1.877629710852177,0.0823348017653109
-1.86306983623695,0.05138445090670958
-1.8613130952524926,0.08360546521880083
-1.8532568576759818,0.02587217208200699
-1.8480832194021244,0.077648425178385
-1.8287261280023668,0.15094041012863224
-1.8258164932987555,0.06872339335422142
-1.8249286830862943,0.15260216026164727
-1.822503629287116,0.15642987185917037
-1.8222756989482116,0.2037308192533187
-1.8216335370793129,0.1381711655596553
-1.8205469365234712,0.094827230425201
-1.815555379411294,0.128347721703517
-1.8149051740693722,0.11787722094168662
-1.8017293323489525,0.2620321263564311
-1.7892575550426506,0.37867615764191354
-1.7842300352603535,0.3661392143618299
-1.7808985560292108,0.2827432484913101
-1.7787401546860835,0.44179383086095814
-1.778693651977557,0.3739859435026127
-1.7754485580713482,0.3967852235826764
-1.7712585098595748,0.4293077829845859
-1.7625778711242885,0.47144515595439207
-1.7586858923934006,0.4879348955099921
-1.7569829846434393,0.4925803508196471
-1.7564890951665582,0.5356709075636755
-1.7537757483212195,0.5227367667368387
-1.7388078583728561,0.6397154699786535
-1.7362194290796724,0.6986343969719051
-1.733061527948501,0.6562055905193217
-1.7289296438911912,0.7497908038962322
-1.7283406719025327,0.7201615368946499
-1.7260685007755223,0.7339216496840941
-1.721013259070248,0.7673250391806263
-1.7196512259659062,0.80509398856646
-1.7172611016523491,0.8527991800768411
-1.7012940517769037,0.9903491617514767
-1.701210243300495,0.9756680375556925
-1.6934246936158834,1.0633951681956464
-1.6904550549548214,1.0902483922924027
-1.6817987798001208,1.141639324676858
-1.6784209596217072,1.2166339321505195
-1.6721232261681311,1.2606333742129836
-1.665145191577935,1.3950678246142614
-1.665026437502808,1.3252896069867184
-1.6577495977553887,1.417704391299017
-1.6493023787053562,1.5778373628460558
-1.646994855186402,1.5877623964128775
-1.6465285986040388,1.5326375194284854
-1.637127211503987,1.6197294181745736
-1.6346928316306217,1.6799811996559422
-1.6345666239069772,1.7193742584704332
-1.6130582017210775,1.9492773068572147
-1.5897283410283423,2.1376559823445476
-1.5887143614416421,2.131062266153733
-1.5877810841944584,2.1837817793814875
-1.5839546494211512,2.2246197938961907
-1.5783197870695689,2.304878530308622
-1.5765199611058798,2.3582984592449616
-1.5752401922070616,2.1884140772806133
