n_harmonics,base_freq,magnitudes,instruments
10,3.174370298367967,"[ 0.24734361 -0.47582782  0.60929867  1.37770241  0.63617468  0.26533149
 -0.54601934 -0.99819171 -0.12230801 -0.60931544]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9918491886531626,3.916276520426916
-2.987064729284022,4.005426827135213
-2.984797459027267,3.995563230026716
-2.9784334346606416,4.0091590340908825
-2.9762506325492306,3.916761340266622
-2.975959755624356,3.9640313745268316
-2.9727118432255244,3.8739178880033998
-2.9613744502132784,3.5005175342960597
-2.958324714694859,3.4235568907002225
-2.9568183251110467,3.313352322117869
-2.9551261072511217,3.169518049649648
-2.954345035848969,3.134071705371577
-2.9385239737456,1.9463514334753214
-2.9379683683919966,1.985031660674712
-2.9354085496567337,1.7176740079742916
-2.9333648349585584,1.5240272108793658
-2.922827291596803,0.4730222284511318
-2.9022518038721037,-1.6371575373814384
-2.902057178602668,-1.6579908399151813
-2.8984860594364585,-2.0772733529517784
-2.889874118575567,-2.8519024367783232
-2.8894386326290094,-2.9155717722987156
-2.888987436634321,-2.9575881709316207
-2.8826776720703284,-3.433957456348146
-2.879229539409522,-3.6903952369143225
-2.878988460682922,-3.7174391252860093
-2.874122879084484,-4.063153950694149
-2.867587627095339,-4.366866522486672
-2.8564376977449575,-4.7027618173362375
-2.856352003403166,-4.709800872235139
-2.8559635650770847,-4.719686325794094
-2.838632541835577,-4.62942089251761
-2.834364667912279,-4.49734314721294
-2.8308814829640347,-4.390480904497059
-2.8270269109412194,-4.161155208875558
-2.8269303017708447,-4.225137246928694
-2.825939836058195,-4.17322831686015
-2.809326242784352,-3.1438925916037594
-2.8037235389360378,-2.7290187510230424
-2.799543588152053,-2.3272017599759245
-2.796671550233819,-2.1548242624520793
-2.7914507118441976,-1.7875301256648115
-2.7846859560183743,-1.246346542684355
-2.7582879493196613,0.16473631641444977
-2.7517598265819325,0.3304277392807011
-2.7431373629865203,0.44662694480934695
-2.73773353487379,0.4594470619497894
-2.7293788405651966,0.2430162485723176
-2.727242898823525,0.18605594586415158
-2.7246078043155126,0.008570229161445606
-2.723228533884847,0.017322169158484946
-2.711192878860559,-0.5923510861537306
-2.7094598062077457,-0.6835342993482975
-2.7018542563632204,-1.1343037157906828
-2.700576772529782,-1.2502044205446876
-2.697840296758029,-1.4424470617852942
-2.6964220461446127,-1.5223249803385852
-2.6902410273216395,-1.9797258940821847
-2.6689288931499218,-3.4164204996653362
-2.6662921175278793,-3.5422610892541013
-2.664675532993064,-3.6579087271680484
-2.653429294369661,-4.211911317429856
-2.649867185820511,-4.367015574253571
-2.6356265420229263,-4.630926145435123
-2.6300721022925613,-4.669186822557781
-2.6300300091542237,-4.634205389922497
-2.6262513391109583,-4.6461289023355015
-2.620714760792186,-4.563840073990543
-2.6205772715554803,-4.564941244983459
-2.6029851185846224,-4.082017932238659
-2.5810130019497945,-2.994411482169735
-2.5525631552404358,-1.5625400529157636
-2.5496296456446883,-1.4165616120327404
-2.543813765932924,-1.1693648533799743
-2.543729424695991,-1.1912583386224904
-2.5421607243100435,-1.0992611918918929
-2.541376124800192,-1.0790604471635623
-2.5392513278259803,-1.0503488813809356
-2.536640337028704,-0.9691757128967446
-2.5324605208774447,-0.7790634583675973
-2.5286223952208764,-0.7622221224273126
-2.522514433819011,-0.6558259370772388
-2.511177567671879,-0.5236596221989165
-2.511006373218428,-0.5209671738587903
-2.510317056402689,-0.5050832902252533
-2.4985927192820743,-0.48673493606431173
-2.4954154502911106,-0.4681799314736229
-2.4901262950807785,-0.482546131320263
-2.4898749161654896,-0.4941411228610578
-2.4739738497606574,-0.4701841679288028
-2.4697534991134216,-0.4930237790838255
-2.469717667447542,-0.47589678292336984
-2.4623305229478065,-0.4616357816992037
-2.454630730585691,-0.39437208161836124
-2.444729261484622,-0.23176110718582832
-2.4273228336974872,0.16482356923359415
-2.426723939132896,0.20645447336562753
-2.4088058466018185,0.8732879648233098
-2.405794948061706,0.9953877576443693
-2.401277669529194,1.1813658506575506
-2.398726119411716,1.2636959601570614
-2.3902643174883864,1.5577713912976068
-2.3899419718862482,1.6486546990994557
-2.386986346451132,1.752782895536086
-2.383563184527347,1.8207192991763668
-2.3803089915880644,1.9681102518233473
-2.3710982341906393,2.282441786608508
-2.364099106901243,2.4318964245684445
-2.3638817666535985,2.3774098858217805
-2.338641997547531,2.4820856571016714
-2.337769002798204,2.4883918109446874
-2.3364407525551876,2.4655352082570787
-2.3285337437935634,2.285059629686364
-2.3249462512325785,2.1203899002119746
-2.324750386944311,2.1859976103899506
-2.317056271666399,1.8886754761054418
-2.29415863157832,0.6162258989994253
-2.2793951349295174,-0.31222535464949064
-2.274820374649028,-0.6544706455264478
-2.2703021976095568,-0.9459622906893358
-2.263728994478222,-1.349350208767504
