n_harmonics,base_freq,magnitudes,instruments
10,3.0070240147052933,"[-0.66780808 -0.24922103  1.06458523  0.14006718 -0.31089456 -2.61823067
 -0.47800731  0.07821707  0.06891348  0.59913857]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9750635611878304,-0.9169910549695358
-2.969439814695347,-0.8659696887780902
-2.9648585422072764,-0.8356276762713849
-2.942209496507881,-0.4530145080818973
-2.9390778437798315,-0.3710434820521624
-2.937245626975159,-0.36464761423506287
-2.9250397501869236,-0.09318719991013329
-2.912014760657952,0.2606680913137358
-2.8929244006073924,0.49612478422971484
-2.8907038821155844,0.47850188221737816
-2.8902758683861056,0.4644060277850828
-2.8900810873194436,0.4886380144834708
-2.8863416381752223,0.4621443091861207
-2.8862141627135385,0.5297546818893633
-2.881371085019345,0.4616937820234498
-2.8805724043296217,0.46318489265329527
-2.8750585498001024,0.40574606669910845
-2.8663926820382857,0.2775090524417973
-2.8601559170386945,0.13587714925928385
-2.853792185550149,-0.018755574543482992
-2.8468946085053233,-0.27891269208952313
-2.845253924257907,-0.3640828386566737
-2.8442602827012773,-0.3543918691959672
-2.841681534237119,-0.48663829334053055
-2.8306883780161467,-0.929442105618644
-2.827838483508315,-1.0828311367345411
-2.8175562213220102,-1.5508761711917372
-2.8134443875802315,-1.7559870609053336
-2.809170938039573,-1.9436335950377572
-2.808286803961919,-2.003024655808649
-2.802380801297984,-2.2863896719215298
-2.800748740212515,-2.3411780442153898
-2.797935282904244,-2.3845840723478187
-2.791997403287933,-2.660008414151243
-2.782631802264045,-2.949211180020311
-2.77555156692609,-3.164985685684112
-2.7702821009371217,-3.1911819915896533
-2.7523304525976187,-3.362136129066974
-2.749119707553356,-3.2999958755977676
-2.7478881308573513,-3.3400287479276196
-2.7449039159786115,-3.2443524968938915
-2.7383715285610104,-3.18538156811667
-2.7304268151130837,-3.0447608546577385
-2.7270667117104765,-2.96788949038656
-2.721073344804795,-2.7935497233056132
-2.7210532431504895,-2.8175232348667985
-2.7179688719649464,-2.737024425463221
-2.714926243981745,-2.6231742401297504
-2.71399105793064,-2.6183658366497755
-2.7131914907175196,-2.5777929932489947
-2.7119017088426896,-2.486947608992321
-2.7111549404982687,-2.4984285894323124
-2.7044353189035584,-2.2615843364521457
-2.6994908001159206,-2.1097462802631424
-2.693481864567733,-1.9572749382931929
-2.6894535403282527,-1.8138749352150279
-2.686465484509135,-1.7577712749034302
-2.6816193160554525,-1.6115690418274409
-2.6769292252857753,-1.5435484603001293
-2.6667517011187996,-1.3183077462525257
-2.664037539808338,-1.2903579572712423
-2.645634596314644,-1.0864669698438671
-2.6358204509517877,-1.0479569907280348
-2.631158940170932,-1.1220192666516966
-2.627566148410094,-1.0923538125465484
-2.622718911249277,-1.1247819803924766
-2.6225247195535237,-1.1612511260453973
-2.6173054024993414,-1.160091275733116
-2.6166862460364344,-1.1680665721442982
-2.604120085317327,-1.2548469437251164
-2.6039868601871285,-1.2473526021549464
-2.599788493515319,-1.2437735126259457
-2.592850093380145,-1.2967368180619596
-2.589761207424388,-1.2702158934505905
-2.589188709758358,-1.3041804685150824
-2.582676147802635,-1.2766201318095882
-2.580377816860273,-1.1580540934914272
-2.5765692582021424,-1.2182933616178606
-2.574429568977676,-1.180934027008638
-2.5671422992393382,-1.0441591622819995
-2.562176347573912,-0.9708315742109295
-2.5554751300041065,-0.8347996352024982
-2.545062255058753,-0.4967465985745465
-2.539103761545441,-0.27795223177835304
-2.5330068193065522,-0.04180288368223498
-2.523738015900853,0.3800597006009862
-2.5142142769951343,0.7187409380524589
-2.5089867845377727,0.985636432007139
-2.507315872588512,1.0138740777815531
-2.489888967999869,1.682261061507361
-2.480984320642425,1.831511082282513
-2.4715189296865545,1.9148184957178058
-2.46900695480644,1.9563990263064703
-2.460245074714451,1.909226363222994
-2.459282917623036,1.9104698303404224
-2.4544254622738935,1.788733753759493
-2.4463795746938746,1.584306122558645
-2.4425757310357543,1.435970211825595
-2.441054770838843,1.3911624468363344
-2.4307478712804516,0.8335710101349759
-2.4144583068346237,-0.2472159907018456
-2.4023611939030993,-1.1766111140852995
-2.401113874792214,-1.2127151756171934
-2.399022657065278,-1.389131548146258
-2.395721695232732,-1.6770253241165294
-2.3859666414220975,-2.430865764736884
-2.385939747654951,-2.451179689595317
-2.374790445128726,-3.222561826023949
-2.3723742753037236,-3.327037069167972
-2.369295505482314,-3.477129202307893
-2.3606560598718165,-3.9960618434085275
-2.3552285236828236,-4.238519018822373
-2.3547560979567734,-4.232851424413963
-2.3327549441928648,-4.648844253199166
-2.3199131147576404,-4.51828674300536
-2.3195176258068875,-4.475936177205168
-2.31513543233877,-4.433685780652056
-2.3077375266895306,-4.156991883146799
-2.3021453027658128,-3.8664029554279375
-2.300832854475022,-3.8367776317855933
-2.294874578082852,-3.581257150525304
-2.289675832298187,-3.2507809773456025
-2.274432037563696,-2.3368182879679793
-2.2642846367041027,-1.7803437699926337
-2.254977697773648,-1.2887534684354554
-2.247238764636248,-0.9157767781537708
-2.244743936335419,-0.8427389754473776
-2.243835796353908,-0.8036404877663508
-2.238828579339632,-0.587517038179862
-2.233029321106412,-0.4022002759449476
-2.214736354691402,-0.07770500737323399
-2.210760808484466,0.01606966876543548
-2.20910659265991,-0.025038816112418257
-2.1896003598911777,-0.10359141806384109
-2.1766706471566017,-0.26749195454198926
-2.173562743418599,-0.3382094146286363
-2.1716660671888155,-0.3884763413159963
-2.168789788345941,-0.4003339865842384
-2.158393337984619,-0.5589725789049172
-2.1519316469121716,-0.6170117248744703
-2.150298577433326,-0.6225526118275568
-2.136267290594832,-0.6262346800985474
-2.1344093382903258,-0.709793399720632
-2.113006013989633,-0.29464249608121157
-2.1123009747320296,-0.3138880713764424
-2.098187318145916,0.08637567714540798
-2.0951023141166436,0.18814210785593957
-2.0916626898747595,0.2495961892618525
-2.0882740098320065,0.37599027444094996
-2.0875419077192143,0.386299629394221
-2.0804924824609787,0.6587874617792325
-2.0712918696516054,0.9577464520295556
-2.0636949737651227,1.2069354515404493
-2.061861308655148,1.2431994009150877
-2.0555060568155374,1.467507293493304
-2.054045424497344,1.4663273948891553
-2.052583984776613,1.5181377048988596
-2.0499316997809824,1.6076739053802058
-2.0437696428858105,1.687514240242586
-2.043757290525769,1.6559138388317038
-2.042479819193302,1.7301727479393305
-2.0388109017302467,1.7251492494162393
-2.033046058262007,1.839552816780553
-2.029869479722861,1.7826027992865774
-2.0264072861097775,1.7605852906394093
-2.0186024472805375,1.7240202707108194
-2.0184777624700048,1.6992523245932114
-2.017847555067821,1.7112081683235711
-2.013715471617936,1.6654291969812145
-2.007394750116217,1.5760343991783137
-1.9967116591320644,1.2965937572844848
-1.9894827806189823,1.1143092405995167
-1.9837909467453434,0.9387375603283602
-1.983193514725436,0.930236225936691
-1.9780621918228796,0.758453188206003
-1.9771943750560081,0.7146144823474342
-1.9759675682722015,0.6974629053895938
-1.9676539648166165,0.4846395763549298
-1.9552793012868956,0.23145087057967278
-1.95362082743573,0.15496210774651797
-1.9518156306581507,0.17883245093154912
-1.9450572173376341,0.12571303246246257
-1.9435929149673825,0.11740539625829155
-1.936030181412805,0.1356488640302977
-1.925962772207639,0.32093696508247893
-1.9216199423059535,0.4195206847392049
-1.9180323348578538,0.5151336622834876
-1.9133224650043859,0.6706795366453436
-1.9129009611821117,0.7140028171205903
-1.899244073492696,1.3966456675206893
-1.8883764185251657,2.107617480349414
-1.8848631154380888,2.32103258164165
-1.8826149475468308,2.4824982726114735
-1.870362890097281,3.337745199973114
-1.8667781009671331,3.604590598949165
-1.8650920609833364,3.7210994607272663
-1.8606533832386378,3.992010783707056
-1.8495183585360881,4.677170816658384
-1.8480977049073664,4.735841324799557
-1.8397088552485983,5.126120093039438
-1.8338963066996496,5.355108046715697
