n_harmonics,base_freq,magnitudes,instruments
9,4.342614512149628,"[ 0.89150769  0.03133741  0.50085651  1.28402903  1.64691796  0.5840474
 -0.18048258  0.97579231  1.41350412]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9988838331880894,1.4658782095689329
-2.9981928032250216,1.5664655439859914
-2.994591812347562,1.825980740793373
-2.9880567488478915,2.2916839164373446
-2.987618780846235,2.3247875969229637
-2.9853993804280345,2.4831099494267543
-2.9824679743088542,2.6532241916982957
-2.9761608369359367,2.921477210178867
-2.945239554574096,2.445756604201843
-2.9440131840398323,2.3547367584185146
-2.938674807237388,1.9472901127739224
-2.931395792442891,1.267875547426247
-2.929482795163371,1.0761085241180512
-2.9287751470887176,1.0147083182396783
-2.922021364088253,0.25651727596221274
-2.9175917839536236,-0.2588049184976142
-2.914837402373826,-0.5594577222344658
-2.912335839389196,-0.8545102112559415
-2.9020753057982818,-2.0034389491827014
-2.901898994713096,-2.0123190363109753
-2.9013300646270768,-2.0551659216853864
-2.899195313538029,-2.2889631957685617
-2.8955032298966823,-2.6792342646520635
-2.8946019274411148,-2.749920683934935
-2.8929913881503584,-2.8635942148470006
-2.8891360378119364,-3.221560408405918
-2.887868758513017,-3.313263134782289
-2.8854939672823647,-3.5022448482252613
-2.8830092071668956,-3.6728181487458595
-2.8802265513494243,-3.847634583645088
-2.875386331941382,-4.110010456714736
-2.8699215897628108,-4.321878729117357
-2.868460263574434,-4.380333271857585
-2.866287664673922,-4.4309705172838
-2.8641763297611766,-4.447840239787923
-2.8625065693143457,-4.483127272044437
-2.842819616136097,-4.226630338199746
-2.8417871703847646,-4.222499563033846
-2.838575967025564,-4.087898046726125
-2.837850442454754,-4.0454724585613135
-2.832586123897089,-3.847905372722533
-2.8259188062835907,-3.5179803167235213
-2.8171947452793495,-3.127277907146845
-2.809704779120608,-2.792835432296973
-2.8048275334473542,-2.577730571402452
-2.800910123691634,-2.415378369655751
-2.7990119949986774,-2.3528239152802954
-2.797496105470989,-2.2889203910758438
-2.793973751173496,-2.1594363155949923
-2.792879119909518,-2.1622181459045122
-2.788929931038018,-2.075105724579004
-2.788873274784798,-2.0429944779857125
-2.7788222535170757,-1.900050892665046
-2.7761772440153667,-1.9056534393356404
-2.7594623986211353,-1.9088639701820578
-2.7310037403828105,-2.1255863324588953
-2.729767769420306,-2.1498291423663596
-2.722575741213028,-2.1422602391237464
-2.7217440066989953,-2.1449955855011056
-2.720726669375712,-2.1352994635305795
-2.7178827233829788,-2.1142488341591976
-2.716773792472136,-2.126398208309273
-2.7010364922046164,-1.951157433027959
-2.6874680213480806,-1.6325767347063276
-2.684126963028511,-1.5471133790864964
-2.680847764777969,-1.4754637867567153
-2.676328372687399,-1.3721612856532486
-2.672539765486487,-1.2882390678352682
-2.6723374100223247,-1.2595228207732592
-2.6620847179914557,-1.0590986929096544
-2.657803058925005,-0.9462663782495152
-2.6492777135551044,-0.8387956394706444
-2.646620641606364,-0.7926263790557057
-2.641770028943429,-0.7723482382309615
-2.6414416168278048,-0.7720303832329389
-2.637271037043484,-0.7129046141185827
-2.6336003783982083,-0.7304735595342678
-2.6279300285503786,-0.7564578320892108
-2.627006901616962,-0.7575668913509949
-2.6182625957588983,-0.7980428083860066
-2.617972507368395,-0.7854407296810084
-2.613444981173327,-0.7939846563031384
-2.6056252215815308,-0.8585831889260356
-2.605495038181675,-0.8313989380481848
-2.5957954039870024,-0.8825505336990339
-2.5895830070691,-0.8778547585541144
-2.585266868271423,-0.8420553166629339
-2.569393524114754,-0.5948657237417164
-2.5573114431929422,-0.25285338611969904
-2.546381852698171,0.18499842778300105
-2.5406085744342315,0.41817776162405496
-2.537836572582452,0.5309200081966801
-2.5324243662977244,0.7757841533658567
-2.523020301785862,1.1732237879908556
-2.5230022380147696,1.1518102832371209
-2.5219910451748166,1.2046201126243208
-2.5200318067798273,1.2766513919491025
-2.518873757098495,1.3016222280553214
-2.503845764134401,1.7071979601267768
-2.487510439224909,1.7585538530495715
-2.4847310513855816,1.7081746632744057
-2.4768176871551475,1.5068603234666402
-2.4756179651348766,1.4729246076139604
-2.472385494966705,1.3459024701770794
-2.463697014560709,1.0016482990111082
-2.449257288298746,0.23657242055762495
-2.4484482662031466,0.17053031905981664
-2.4262883787142275,-0.9962075266017013
-2.417165417862699,-1.288126963667595
-2.416956391694364,-1.3118543590635412
-2.413666025398439,-1.384197737288771
-2.413037234877905,-1.4157256483240395
-2.41200592766219,-1.43421558414913
-2.411504073468736,-1.4405625669760944
-2.4025566003151426,-1.541839072270246
-2.3941401642497384,-1.4595177457006512
-2.388144481729827,-1.3187893177942493
-2.3823624258142946,-1.14469373617146
-2.3784339325324524,-0.972963662595205
-2.3778890621284035,-0.9556092867683836
-2.3713903519881185,-0.6590209599183124
-2.353820465166681,0.4482223270271932
-2.353398155908428,0.47436636653299785
-2.3486660672780193,0.7707295747891827
-2.3336939696153527,1.7440564543806045
-2.3293278899295986,1.978282263320528
-2.327663740192718,2.0923756534609184
-2.325662400571993,2.182050008701828
-2.323749039269015,2.2863530246678514
-2.3110327350968944,2.7735335723113406
-2.3030035191480476,2.9723309168608782
-2.3006983218446386,3.036235582521413
-2.2948585280978726,3.0897464498277065
-2.290087815752027,3.0984141835506653
-2.2853403081690287,3.0934504803527325
-2.285099440952382,3.0922055139169795
-2.2822277946313902,3.057066792204284
-2.2807728046874027,3.024366881530068
-2.275501769131581,2.932045940316776
-2.2541409328178768,2.304400000669439
-2.2446156650232227,1.9471251733082415
-2.236805603055892,1.5947589273998852
-2.2359354788877686,1.5680942808765908
-2.235579331275847,1.5184578718549715
-2.2350366318719828,1.5112901127827867
-2.2318062657244613,1.3734417339374627
