n_harmonics,base_freq,magnitudes,instruments
8,2.646270053618827,"[ 0.68416943  1.4158639  -1.62072476 -1.19680428  2.09905879 -1.8838103
 -2.07942058  1.32217395]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9983635142664813,-0.20289946420660393
-2.9744889781004753,0.9071245068072599
-2.974148351913992,0.9171220624753348
-2.966400544947641,1.2415237910349075
-2.960594462323467,1.4754609809736203
-2.954094467030575,1.7112859804011156
-2.9512509354547785,1.809823209958022
-2.9477058190724663,1.9156506978367531
-2.94571808596832,1.971038570111219
-2.9450106704248142,1.9954978334322964
-2.938181107997349,2.1711005118891307
-2.9336276927350977,2.264905576634866
-2.9268682918579687,2.3755952016955404
-2.923250230081112,2.42590293473663
-2.919879631010038,2.4512225072928238
-2.9129541544182187,2.4887512591192893
-2.9113274704656,2.48411408509814
-2.900340971193244,2.442507523068699
-2.889615000319444,2.311964138377023
-2.8874571105586693,2.275136541826372
-2.883918446896825,2.203626580400852
-2.877869043533254,2.0744604187114883
-2.8544747513025666,1.351859959901484
-2.851776512823051,1.2538558334047942
-2.842827424764835,0.9222630713853247
-2.8377513101078033,0.7307140922778879
-2.8316311534320913,0.502944796077199
-2.8254615270041015,0.2671273488242485
-2.8253136020970615,0.26217833608280444
-2.8186163903006687,0.01598986087017159
-2.8178486918294086,-0.020748120169822963
-2.8130297346065714,-0.18098693864114954
-2.808928272035919,-0.31551561762043506
-2.8058761520950126,-0.41678160423557814
-2.794539767727888,-0.7367922838347629
-2.7901176060218447,-0.849056388990608
-2.7870351965714724,-0.9130747063730957
-2.751667723699982,-1.2381709199595436
-2.7335089163758646,-1.0526352413333087
-2.7296442385168262,-0.9889916529630173
-2.7295006957759393,-0.9830918415460951
-2.729173298862216,-0.9777085825317025
-2.725880333042179,-0.9188389940289571
-2.714596655795696,-0.6645432460745153
-2.6963006018565707,-0.13338958337182724
-2.694440562250903,-0.07837071557289953
-2.6930234484139506,-0.0383539433885793
-2.6926784767239225,-0.02449622957955599
-2.688517125816572,0.1077877341415875
-2.680613695060221,0.361186483373362
-2.679752309976463,0.39272898696033387
-2.6795769922021027,0.39152738677322213
-2.6681239403784116,0.7518062859397463
-2.662255970414348,0.9231583462781213
-2.646309849810536,1.3325862056912834
-2.6444104628827607,1.3754879937623905
-2.643661146052491,1.3955513434536895
-2.640659781823736,1.447082929613263
