n_harmonics,base_freq,magnitudes,instruments
7,2.479989713181066,"[-1.01640199  0.81362517  0.03740006  0.01304173  1.11901306  0.53512546
  0.17233578]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993015758240777,-1.9316310893692916
-2.9861289318842275,-1.997860764287927
-2.9707392540355233,-2.182708260852939
-2.9684788800726274,-2.2038388763569903
-2.9592911639406636,-2.331264820701324
-2.952924900479908,-2.4645560510587394
-2.950669703608442,-2.4867199447884087
-2.9398662694540216,-2.686958708812117
-2.930937442258651,-2.8254614883374174
-2.9240071608330966,-2.9845679948903916
-2.9204485372558064,-3.0329419681370795
-2.917693184334623,-3.10904204880023
-2.9104876636677295,-3.262134138431662
-2.9033721946991102,-3.3988717012005574
-2.894331295553857,-3.537967108597407
-2.893267214827682,-3.5705283413347138
-2.877395790162431,-3.8094361764415954
-2.8762463893678887,-3.827058534428391
-2.869556852231055,-3.9126832975115593
-2.867413463585232,-3.955527739071172
-2.860509051922509,-3.9938976951209724
-2.8570502585802515,-4.023516724319884
-2.8523058351198882,-4.048421657963178
-2.83505761677306,-4.098411908671005
-2.8339695835052945,-4.071981079182328
-2.823538113282101,-4.043714527740347
-2.8134724319787914,-3.92090913061791
-2.806921748592585,-3.831568002452844
-2.7868975090519363,-3.4386621526788286
-2.7690016166954137,-2.95451928703074
-2.767931529293645,-2.8722138931812897
-2.7666693299853415,-2.863188791004457
-2.7612525308292106,-2.66375999007522
-2.751704238861965,-2.324721545316203
-2.7499813347072264,-2.2696123760563816
-2.7371484901209726,-1.7199125214001167
-2.717609549125963,-0.9209915069852364
-2.703043449372255,-0.29591188970339893
-2.694841051247489,0.043853622721595154
-2.692660231017927,0.14287577058585296
-2.690125353808847,0.25383841939764923
-2.6887138849288306,0.3075768701734733
-2.6821673128212398,0.5422849642385872
-2.6603241374459916,1.3177255659141212
-2.6531488162854076,1.5115376713507045
-2.65288037648837,1.5161878690221555
-2.647111872063406,1.6628918994129118
-2.637152738422711,1.8904998207603994
-2.629433171742016,2.0280581747398663
-2.592920612208369,2.2030166595870315
-2.590350015226582,2.2026062534004436
-2.5876794355959163,2.1879260838881778
-2.58443936003136,2.169306383137874
-2.580520543152863,2.1045370391598017
-2.5745452120312473,2.0506177777066728
-2.573998726708406,2.0158936857071823
-2.5643493841989335,1.8651034593870972
-2.5500248757843877,1.5328304299143223
-2.548195279911199,1.5067355512915441
-2.5255956844405896,0.866446671837044
-2.524573448020699,0.8222045475224261
-2.5155134321427055,0.5270826657131534
-2.507834660383889,0.2811622729870871
-2.500173277530334,0.030044465212346945
-2.483084925169338,-0.500933108534336
-2.4791105077023263,-0.6164281984598124
-2.466026690383974,-0.9984662986797811
-2.464484740981198,-1.0386535645935464
-2.458297832341441,-1.1894330506095994
-2.457631945027331,-1.2045306513818863
-2.454361600099543,-1.2963263579619786
-2.446053204336335,-1.4646948116040583
-2.4389923052042386,-1.6103848823800087
-2.436745812418889,-1.6228783729026304
-2.424527954768081,-1.7948731616852225
-2.423955960376267,-1.8018565628578487
-2.418021231852387,-1.8767962758920076
-2.4106836726780374,-1.9128876908233068
-2.4076243319281536,-1.9480589128333279
-2.4057045628713514,-1.9706327697526314
-2.3817264882109948,-1.8823204917057095
-2.362794450758665,-1.7182040135530658
-2.3532439563821326,-1.5641497545471614
-2.3419165371211568,-1.3366008240140388
-2.3358267881315102,-1.2549693155369706
-2.331486883819619,-1.1188537459736436
-2.323621226634999,-0.9633298901209432
-2.310908780116862,-0.6359034253595477
-2.309269926392118,-0.6322762965155702
-2.301575202338835,-0.438500214715841
-2.2998356385605456,-0.39124203497476095
-2.2923359866484487,-0.21406077856742914
-2.2910268560982288,-0.19301554927996054
-2.2743574636846593,0.18967456579366618
-2.272887338762331,0.2376244332063654
-2.272429245053237,0.2220057768245496
-2.2652948821414993,0.3547685726406573
-2.2464465082936576,0.7197729249533666
-2.2430824723096836,0.770608552995817
-2.227993756346775,0.9831373113149151
-2.227247604126977,0.991064637517465
-2.224235023006832,1.0149178393221652
-2.2207528933538283,1.0559343693034857
-2.2159096397742033,1.0896707072130347
-2.205855772183562,1.1612619365380261
-2.183360463584517,1.2495954089017864
-2.1816712770245275,1.2316679389540153
-2.174917563885307,1.2263914672314256
-2.16855280310284,1.2161031393312476
-2.1638484395232283,1.2080923623412851
-2.155735089984592,1.1494628709266181
-2.143786720651354,1.10934838423817
-2.137546650299007,1.061064226937665
-2.1287591834271087,1.0013866693958586
-2.127613932033187,0.9937104231349643
-2.122181172961082,0.9836354298438094
-2.117593969156858,0.9465523346940615
-2.1117661141236717,0.8888797426700616
-2.1062394252263847,0.835012890783914
-2.1039178951926703,0.8481865230119319
-2.1030871901424337,0.8076499832526758
-2.100782225067585,0.8059339077170958
-2.0943261136767575,0.7843871710373461
-2.091208820681193,0.739021027278822
-2.088509774076499,0.7315084479366849
-2.086424819883568,0.7538688771694113
-2.0809642248707743,0.73181327689186
-2.069768695305842,0.6612697974375813
-2.069680560631896,0.6609976706048399
-2.060101259480436,0.6452827907621258
-2.0345166975262243,0.6625782680422589
-2.0337289679088597,0.6718790365086593
-2.03050229102064,0.7006073694441047
-2.023014779006134,0.7020453702441427
-2.0115047138587165,0.7624572849427281
-1.9826044151355553,1.018332161204599
-1.981942925470547,1.0397802926413062
-1.9740890496338446,1.1098738046080947
-1.9728473417415695,1.125879685014841
-1.9543818875459233,1.342516982342187
-1.9451395425248854,1.443226104340398
-1.936769253253858,1.5326684001822821
-1.9330775384865257,1.5729256624093537
-1.9304903371083684,1.624526331432295
-1.9284777860304176,1.6327734970157035
-1.9236091356251603,1.6990398459992297
-1.9209071277545822,1.72753879437374
-1.9147128975026442,1.7857719900415132
-1.909813508738871,1.8197710527427835
-1.9083327510413712,1.840560867015954
-1.8831886769910926,2.063067151648293
-1.8603872590061483,2.204306323582971
-1.8602388526053593,2.2023393151516184
-1.8546488053230132,2.2205666487722695
-1.8538190440092046,2.22593558688457
-1.8533084797820283,2.2228790982783893
-1.8501073519859468,2.250464831496605
-1.8427560951792878,2.2734001654488356
-1.8395741665745198,2.2756179182108136
-1.8252326727956012,2.2519072569565814
-1.823037304095902,2.269076303714219
-1.8223460864619025,2.296741652495557
-1.8148942391905225,2.256217633597026
-1.8073964707187515,2.2829018737043874
-1.805221232063527,2.286786924268282
-1.7983414170117007,2.2647839758644728
-1.7958642475357702,2.2426235738946536
-1.7725770471296862,2.1753874089556082
-1.7703208597516775,2.1853810504702107
-1.7692716826615256,2.1776339893992804
-1.7660684322268392,2.155829952384253
-1.7643081626416675,2.1700979174514816
-1.76108925980825,2.1511183220473318
-1.7599831109774235,2.1555012625971304
-1.754308065878292,2.136724690162286
-1.7543056078976382,2.125153341715008
-1.7518877522112557,2.103350957659246
-1.7483212639748835,2.1204345150087223
-1.7308269772852243,2.0050726971415673
-1.726214211106111,1.9904955682200822
-1.7115660081790793,1.906889991978172
-1.7105207663664472,1.8631431197502446
-1.6883265410504307,1.706984190338688
-1.6778509327250153,1.628392588403551
-1.661376193118498,1.4440661998522146
-1.6589188931343841,1.423898067357662
-1.6371116354842024,1.1469550540570286
-1.6312716874321833,1.0779259195405786
-1.6237239477665308,0.9680572626770502
-1.6186903604140581,0.8585859924861285
-1.6133957055250852,0.7673849267905287
-1.6119396450083812,0.7739888541876215
-1.6053018291099952,0.6335142640125888
-1.5915139549995085,0.37431091752339285
-1.5888965839988343,0.32156106155282194
