n_harmonics,base_freq,magnitudes,instruments
10,4.5488252178903,"[ 0.75312734 -0.80389954  1.60884213 -0.56260014 -0.24677285  0.12940442
 -0.5050302  -0.94481069  0.44898161 -0.62986664]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9999305386541515,1.2825073551695336
-2.99275678027342,1.6039475375109309
-2.9915297689332956,1.6531039877032985
-2.9906650730241404,1.7473687004227463
-2.9818611726995545,1.951221176191688
-2.97646457631519,1.986931444009866
-2.975027823491457,1.9816853510906531
-2.974550449233627,1.9889299270074725
-2.9623799654896823,2.0662047917643496
-2.9550808341790873,2.145312177845824
-2.929901608996164,1.6832864434372088
-2.913457981338474,1.2842057493705088
-2.9044150272764577,1.0715141200375016
-2.901661152088071,0.9409270266340986
-2.8988985217949415,0.8944358363628966
-2.8947452278490915,0.7568226265392283
-2.893658051407095,0.7541757316967564
-2.89255906352746,0.7527783980845563
-2.8897719956817483,0.6921111804322594
-2.8849943309543216,0.5869693668260368
-2.880487235878189,0.5673764540114644
-2.8797841639509905,0.5228066221162513
-2.878877130726623,0.4810235138926733
-2.8592948732930985,0.4724300117712119
-2.859145455067851,0.46387481259438446
-2.855740747779973,0.5261980580108991
-2.8466459442288468,0.6039304748650963
-2.8425318296945257,0.6111197270572987
-2.8425305276957156,0.7310523142032118
-2.837895727882812,0.6801521215583384
-2.8340476972128954,0.7805786993517447
-2.8273007187903443,0.8117707519880966
-2.8235734429449195,0.817969948070236
-2.819039855537256,0.8777781934461071
-2.818850229928705,0.9102745072001194
-2.8170303868822906,0.8886919748018368
-2.809544080144615,0.7476206830591983
-2.800626432893859,0.6358369971947603
-2.796346754653354,0.4484770071479715
-2.795445274099388,0.40611526550325955
-2.792072645087477,0.2941430024562924
-2.7907055469787547,0.21084773941657572
-2.7860859199965287,0.06406582065241839
-2.7809127180722557,-0.2823348673032595
-2.7808825979182186,-0.280522187269277
-2.7795021934646167,-0.3375375640834462
-2.762609988710163,-1.4557197132314683
-2.754855336001665,-1.928402863950804
-2.7509337603479667,-2.113410668426222
-2.7508530870987538,-2.169751503949189
-2.7506797302493453,-2.1548267403829087
-2.7364802644303805,-2.7176615937567634
-2.7334700986240046,-2.7914065317528536
-2.716893276628303,-2.605912583259259
-2.7152204097358514,-2.532070580379687
-2.7048298394859103,-2.0435008965698445
-2.702776335819027,-1.9245517787770459
-2.7012187199322213,-1.7641374952872657
