n_harmonics,base_freq,magnitudes,instruments
10,3.492817452492524,"[-0.58367759 -0.7744007   0.32947688  1.33661157  1.54094831 -0.13707455
  0.02363674 -0.04260003 -0.357918   -0.2334487 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9991339990427335,1.5759305127307213
-2.995405805762645,1.4599526737767718
-2.9937092823821967,1.395350795626611
-2.992176306858817,1.3547672284003482
-2.9765183954851717,0.7099643758698766
-2.9761121282399214,0.7170595802820333
-2.972739323346599,0.5801148809654155
-2.967995444145253,0.39629394216541863
-2.967597468499802,0.3793461797491884
-2.9617604079054467,0.15793004544186165
-2.9586866350914067,0.05183169990456431
-2.943723725119235,-0.32309856787782487
-2.9387723032022484,-0.39150634073915275
-2.9380746027494955,-0.4057784861310314
-2.9315947086622405,-0.48246161565250134
-2.9133891929673004,-0.4490676644912856
-2.8961042874924465,-0.22289741061434398
-2.893125542870245,-0.1910811073703943
-2.877907428479784,-0.07943131444921714
-2.869702994981322,-0.02548386444859923
-2.8666569995911146,-0.03992471192914737
-2.862050613656929,-0.10312871162409179
-2.857509029689735,-0.1667211690333917
-2.854443364236864,-0.22130779854757188
-2.85241100368496,-0.24218739241974263
-2.834895565865261,-0.8840202381680211
-2.8326345559369996,-0.9975887398596776
-2.831188596984251,-1.013519587903984
-2.8293249855796794,-1.1003940931713978
-2.7936314746792794,-3.1408865334737808
-2.765915878868441,-4.0616657418955375
-2.7611936963930823,-4.117578980256809
-2.7411733097141844,-3.7391563615554655
-2.7369445465607005,-3.614430369876611
-2.7215435246361084,-2.735532731659395
-2.7065953841464263,-1.6495135783037629
-2.7018776646943587,-1.269216587736601
-2.693640415628913,-0.5843375563491976
-2.6859454431536487,-0.009106579604531083
-2.682687085223721,0.24200810980432388
-2.6802392766278196,0.404259826247537
-2.6751845338871876,0.7418603640452068
-2.674020116780346,0.826330570356059
-2.671860122447342,0.9883935118654962
-2.662882314187358,1.4242949036919383
-2.6627427727513577,1.4602275182490516
-2.661940541685937,1.4869168757940405
-2.644101813804148,2.043621193043097
-2.633906959404899,2.048321980723636
-2.6003419021541214,0.991879266680753
-2.599612680192527,0.9701010504251262
-2.592497616638787,0.5746281269097387
-2.56252214914105,-1.4256473623252366
-2.5596340182394273,-1.6288694661644343
-2.555269452738692,-1.9226514884616601
-2.5510246524924383,-2.1592658603202644
-2.5506986866091204,-2.198315750390129
-2.545364942037918,-2.5207274177614334
-2.5354898315646013,-3.0802178342276747
-2.521682451799384,-3.7821682237525223
-2.5211901449902805,-3.7988875520008647
-2.518426039682324,-3.911936838561985
-2.501517394336169,-4.5366132527912555
-2.497557121963602,-4.583532595092469
-2.496067605853222,-4.617195919709701
-2.4834089196736926,-4.767899019853422
-2.474015291631975,-4.82706103285244
-2.471828333073062,-4.799195454943136
-2.471556460291225,-4.783280793210055
-2.4632650031421868,-4.7281537693295554
-2.4567496893568364,-4.5465135179168
-2.456574639351649,-4.573245371771669
-2.452851159506797,-4.479179873348705
-2.4469374189864155,-4.244757389482842
-2.4457282783156327,-4.224291248507704
-2.440552492712084,-4.013030971763728
-2.428412409812098,-3.4476787016245107
-2.4240359365851187,-3.1970113760371217
-2.4067338489965717,-2.0804968471281686
-2.403368513543625,-1.8461016413275775
-2.397968839978458,-1.5115095071327675
-2.395224891272786,-1.3001544658544364
-2.39429555957782,-1.2059828555944079
-2.3920946291231555,-1.0750366603464563
-2.3816858309870965,-0.33820267192318354
-2.357492796169656,1.0238564193388981
-2.35279986398445,1.2427708109796094
-2.3514802479322023,1.267026906159583
-2.3503597833728618,1.3200701667610533
-2.3469650974464686,1.4374142065774056
-2.3460611716324644,1.4850914131035633
-2.3414524720590504,1.5741439036363278
-2.328048146792303,1.826843691518312
-2.3278575853456465,1.8064195913512435
