n_harmonics,base_freq,magnitudes,instruments
7,4.821224751701957,"[-0.49853527  0.47264291  0.50679768 -2.17515964  0.81301955  1.01355472
 -0.90914911]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998220767746151,0.5525985715416158
-2.9900162760687365,0.25745583185803644
-2.9755350337430273,-0.10643977903983953
-2.9727670825709795,-0.15557887865243908
-2.9661061011072256,-0.17802090655959588
-2.9659658508660707,-0.18220378871449272
-2.956682579094565,-0.13191172595349354
-2.9474896654628417,0.06123278826899578
-2.9408519865443674,0.2610389728613868
-2.9289953059039364,0.7584439688780346
-2.9238203874131927,1.0002718770758603
-2.922185891945152,1.0881963262433687
-2.9170493739232377,1.357031757513074
-2.9089344938237085,1.766745409794878
-2.9038765762333556,2.031741638713701
-2.895961708538113,2.386429306496574
-2.895221815963326,2.417405770424161
-2.889283408082313,2.6579585378395385
-2.885880344086278,2.769622241566051
-2.879877584391842,2.910783009619671
-2.8786165749635284,2.942261524894203
-2.8779647278748524,2.952050026018418
-2.876489339728968,2.979498570969194
-2.873439477400482,3.015223107247731
-2.8705753945123096,3.0395523492739978
-2.8522859333209922,2.8818925586514377
-2.850506321528324,2.8403569029545026
-2.8484675647310356,2.795346426442389
-2.8453428491863964,2.6979447202441156
-2.839938720888786,2.501123223350962
-2.839035081293946,2.462932030077136
-2.830927362630937,2.09209713165963
-2.8231447890784276,1.7161669997969704
-2.8209017838817108,1.5938243545637003
-2.8159326099608233,1.3265171036620045
-2.814722616735897,1.263988880797922
-2.8091038488006825,0.9797724137781464
-2.8085395588457396,0.9473626341967187
-2.79757578711,0.4160897620043609
-2.7948231201779743,0.29326245344068674
-2.794594573304707,0.30109487518809347
-2.792382727186803,0.2076878171341049
-2.7922620676724543,0.19909257303460526
-2.7920567082848624,0.18313273168668293
-2.7917230713017314,0.1843719191111827
-2.777378340312911,-0.22254280524290568
-2.776434876240528,-0.22852024792093276
-2.7754093809159808,-0.2633632651016116
-2.7733951756583357,-0.2786867692952256
-2.7703088717996867,-0.3119571918423248
-2.767595526218295,-0.3391329279167854
-2.7626467960349386,-0.3369733573194306
-2.7488306310893984,-0.17724454241339443
-2.7418333079550328,-0.015038570183728013
-2.7418142343063887,-0.00533162504450398
-2.741345421761548,0.01759089829699005
-2.731937657786472,0.2977986621258915
-2.7306273267218506,0.3509639046506987
-2.728332870323066,0.4164272739588258
-2.728107315804361,0.4330007321403363
-2.725958913937574,0.49915717171370977
-2.7244859654860676,0.5681982016957139
