n_harmonics,base_freq,magnitudes,instruments
8,4.660194746693673,"[-0.70556337 -0.04614133 -1.16931578  1.42786696  0.92119189 -1.61677414
  0.33509304 -0.59847063]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9961004449945774,-0.7280085757979301
-2.99516148572678,-0.7970876679456373
-2.989398084610338,-0.7184438987281102
-2.9889777530556705,-0.7370509088793751
-2.984213566727575,-0.7341681891674811
-2.9759976095366136,-0.6119364955793398
-2.9654529405992656,-0.4830379414899052
-2.9586408938819506,-0.36363877627987573
-2.956514628682693,-0.37760356909792386
-2.9485611236503964,-0.15473714534672642
-2.9465740164682983,-0.15011179517251852
-2.939308032560655,0.09116996065963047
-2.9331164591533447,0.28639047373411985
-2.9127997799657264,0.709546738791487
-2.9127302571244322,0.7008954461825911
-2.9073039052222285,0.8405527232880581
-2.8967749963178013,0.9240268652309809
-2.892633505133498,0.9518188786144782
-2.889667228380548,0.9055157029812928
-2.8880014240782503,0.9843498431892335
-2.8856099519532674,0.9580590870645217
-2.8801001631322256,0.8943479663487653
-2.87711134822628,0.8857444390464793
-2.8738203157545925,0.8430509194071416
-2.8709183765977295,0.745516986460502
-2.856265255699779,0.44917687282484503
-2.848449866985936,0.2749972976527865
-2.84706007253056,0.22687345343757578
-2.8403151646669853,0.03853253810525016
-2.8368042553414385,-0.008623423271525266
-2.821270888387792,-0.22000450121585932
-2.811180430291574,-0.14413113379187037
-2.8037883649126343,-0.1994405309882214
-2.8029531501286273,-0.1577671500155262
-2.8015898666232744,-0.09555773925678798
-2.79283973904554,0.0979683728161369
-2.773377620191605,0.9456299699207036
-2.7698357835336576,1.1311240362245112
-2.7651748024209217,1.453125902898845
-2.7512848507620267,2.221358197238379
-2.7414084030362806,2.8015136499282787
-2.729833455346803,3.3819383093240565
-2.717334357765623,3.76841413376924
-2.713334106325488,3.8472048793559517
