n_harmonics,base_freq,magnitudes,instruments
9,3.5124235516950035,"[ 0.47046369  0.88503152 -0.39664549 -0.5323974  -0.94458135 -0.3106934
 -0.48777079  0.18767151  0.41756652]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997429097107705,1.2021349483698238
-2.9915063365528813,1.613135812645056
-2.9911958014301288,1.636918623773631
-2.990408073392673,1.6846430391860001
-2.9891594411833085,1.7870306335528503
-2.9816108196430804,2.282900821112791
-2.981030120702044,2.3301297001803434
-2.9805430138035547,2.358455464006674
-2.9803450871088626,2.362823752244942
-2.963145622310674,3.30109275807966
-2.952683580540411,3.634251344541556
-2.9421637679376476,3.7150851428532077
-2.9345084896613,3.6140697527387813
-2.9334114995808362,3.59179039198481
-2.9257249374641265,3.3400136049535716
-2.905163941997793,2.0168953447856204
-2.9038359820481245,1.9052686490321176
-2.9032963684222155,1.8648092386440231
-2.902867619699048,1.818670887531049
-2.8999912643826162,1.5764220433407565
-2.891335523546244,0.7802186668721862
-2.877791557892771,-0.5338300169373937
-2.868817118067187,-1.3731892915073032
-2.86496196892152,-1.696470119903742
-2.8616063010420207,-1.9683477436136734
-2.8526514956231273,-2.5843108759614606
-2.849930297228676,-2.73753999820967
-2.843118788383568,-3.064413810103015
-2.837630350159208,-3.221929320054209
-2.835686883732751,-3.270229288190758
-2.834935487605561,-3.278470082509651
-2.8313511514033762,-3.317087151599391
-2.8251282916962497,-3.295320440496397
-2.8211728296133733,-3.2228876936804975
-2.819091450124525,-3.1702360550540525
-2.8186789897508815,-3.1548757762821706
-2.8178832986019833,-3.13182741092871
-2.8138348188347546,-2.971232459405763
-2.7893256076313926,-1.138529020637306
-2.7783767504656787,0.04288782900090246
-2.776747358526382,0.2236059097851651
-2.774858205293374,0.44347463766677697
-2.769629556856373,1.0482752706057898
-2.7664395086057967,1.419050414823819
-2.7658808203812857,1.4911673526220566
-2.762030087930977,1.9392824195606044
-2.7548205510646806,2.766793704556946
-2.74801598931403,3.497139226877442
-2.7472157057081716,3.572504220118984
-2.739953763329839,4.281021244104778
-2.71210487043976,5.925204306951064
-2.710597147676326,5.950188248001267
-2.7090495717380776,5.977595153864084
-2.7089690888209224,5.986916105371976
-2.7087783183781196,5.980337311743225
-2.6652931701097167,4.314541806427341
-2.6606196085742946,3.928765026860282
