n_harmonics,base_freq,magnitudes,instruments
7,1.0764807602702167,"[-0.93340583 -0.30384602 -0.24954199 -0.69947969 -0.65860194 -0.8073653
 -0.31455044]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.988568878806163,-1.2941079661934491
-2.9842774702933452,-1.281953396875865
-2.981262696632447,-1.2771985111244586
-2.9807531157768064,-1.2750796786030592
-2.979033987516835,-1.2713705771043835
-2.972191812769882,-1.2560727307980084
-2.959385687409729,-1.2250374075205899
-2.9572033200754895,-1.2187033772824658
-2.956674662608277,-1.217762002908181
-2.955172037238558,-1.2122085526776567
-2.9450440241234035,-1.1928944615035102
-2.9353835094782266,-1.1712685026621723
-2.930298947191408,-1.162281741564399
-2.90779445759143,-1.1264596946975551
-2.9046434070910268,-1.1206129463998888
-2.8937034646536697,-1.1084935497651665
-2.8919310727466256,-1.109333289445836
-2.8917063217723356,-1.1070492491900858
-2.8875332658291963,-1.1047396323472956
-2.882215088669035,-1.0993398954467128
-2.8729211016669716,-1.0952612742902048
-2.8727074016063003,-1.0963939874111106
-2.8698091366280067,-1.0930545333365471
-2.8649814402719667,-1.0946766209716412
-2.863418209466958,-1.0923667873100693
-2.855527732716536,-1.0930746193801852
-2.853870812095786,-1.0946138527247051
-2.8462364850720085,-1.0995172054962439
-2.833513705327805,-1.1070445485760334
-2.8297308523549636,-1.1118507200329923
-2.827755499557722,-1.1160632002376196
-2.82604453269521,-1.1174837199118004
-2.820579460455131,-1.1229797089500042
-2.818619230644265,-1.127879361077656
-2.815920268364925,-1.1323638960064215
-2.803507684142735,-1.1573809829488728
-2.8012356988255913,-1.1605165158042594
-2.798730746963667,-1.1664002602007564
-2.786506739645917,-1.198762173993328
-2.78080608569861,-1.2141203323963539
-2.779647697649681,-1.2163511726131429
-2.779472647245255,-1.2176954293154776
-2.7720683738918375,-1.2407027503028973
-2.7707422938327477,-1.2460030325751916
-2.7692746891816356,-1.2492447994798035
-2.7690558028835053,-1.2493761165605142
-2.7647271916967817,-1.2653360153384978
-2.763468581482062,-1.2726369306107927
-2.756965807501645,-1.2943597264841737
-2.7543890787641505,-1.3038306739757528
-2.730486202336404,-1.4045309005042048
-2.726350254249073,-1.4223387854182687
-2.713308471881864,-1.4831471804938405
-2.702024714130136,-1.5399162272241806
-2.7000360205088763,-1.5499153175548892
-2.696412962031081,-1.5679298655086025
-2.6962230521491,-1.568299366063311
-2.691230788484421,-1.5944550585704353
-2.681852655392296,-1.6451554745959298
-2.671712447834702,-1.6980845043424586
