n_harmonics,base_freq,magnitudes,instruments
7,4.0973014591402555,"[-0.89061438  0.7424097   0.47532895 -0.54625368 -0.80733814  0.23396193
  0.80490914]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9997348731720694,-1.054179692192636
-2.9980368496397305,-1.104507492148475
-2.992110533452112,-1.2855975257066203
-2.980654153308488,-1.5241626600005147
-2.9729399720281418,-1.6601790720841079
-2.966361502529529,-1.694714282861159
-2.963968912003909,-1.6709421068648809
-2.9623780844586385,-1.6771218735054705
-2.9610578279811106,-1.6838553763691744
-2.955756517017015,-1.6567971096121359
-2.954497707222319,-1.6467367061759448
-2.9474918268308326,-1.6522955459130568
-2.9466662613536148,-1.676366159887051
-2.945805801657347,-1.6356121412344504
-2.9383439246648115,-1.5788571172133699
-2.934616962249737,-1.5550257395954405
-2.92994910631725,-1.5314511341474573
-2.929105255158099,-1.4713784043997176
-2.924513842350588,-1.4715442517040271
-2.9237087295074846,-1.4920142935343774
-2.922463799438317,-1.4949651576093024
-2.921404330778763,-1.3683513553803504
-2.913603901383251,-1.422594120299893
-2.904246502008383,-1.4600914072678204
-2.897394168312224,-1.3542310077840924
-2.89505735348774,-1.4202036564404643
-2.894554767444978,-1.382618216903432
-2.893070316840693,-1.3932501855601482
-2.8841091243519443,-1.482451591806551
-2.865460358418675,-1.7387321207728967
-2.8595422092767624,-1.8250204643581873
-2.855884740663116,-1.9198885474094647
-2.8539924973930155,-1.9661393994852734
-2.8528913087405092,-1.948049811478011
-2.8435909403274557,-2.166553611639999
-2.8267694135057857,-2.467237484205921
-2.7996668286229367,-2.774222689754545
-2.797857915775888,-2.7685700387708594
-2.784204255514222,-2.707048163824625
-2.7729366516715075,-2.495558863942794
-2.771598364495524,-2.483852998489706
-2.7620992679469927,-2.2773694263982196
-2.7566118317226893,-2.066989242205962
-2.754085072938296,-2.004633328911794
-2.744473745247381,-1.641893078181938
-2.739245952515692,-1.415142571235026
-2.7365808784084757,-1.37954910692688
-2.7257106573728667,-0.9266573127370438
-2.7252140812390433,-0.8884647029439727
-2.7163317235000104,-0.6019627240181226
-2.704972026243424,-0.1738004879282374
-2.7036117900081846,-0.09323751127979023
-2.7030392693671104,-0.11105721901773033
-2.6882156244070265,0.3069054433768326
-2.6709028905974943,0.4944303149998019
-2.665776684680776,0.46733051427720385
-2.649273424098472,0.3029215130711189
-2.644241522164016,0.205732771558577
-2.6332119779557877,-0.11888101811852453
-2.63203260821028,-0.06459306647232196
-2.6282538746908193,-0.1980038448760598
-2.6218419933598938,-0.32980753885670894
-2.612761656529086,-0.6584177687629357
-2.6075869281451887,-0.8725582976171862
-2.5925322977889005,-1.394777344507127
-2.580894064751223,-1.7445569636931133
-2.577908352881482,-1.7994731973163776
-2.56272467322598,-2.0903686389504093
-2.5469826243434754,-2.137628833756667
-2.544336284422872,-2.1783154224474206
-2.533845825289119,-2.121577657711279
-2.532272726737622,-2.1149313831158465
-2.5292561958839554,-2.0926436111672717
-2.5239128619855338,-2.012300800494352
-2.511867911110917,-1.709899074604958
-2.50304161859195,-1.5116568883431236
-2.490108079835159,-1.1205717771339956
-2.478445185885612,-0.6598557569004466
-2.475225724874475,-0.5706523096831768
-2.46291462286081,-0.1571452882482694
-2.461679399424825,-0.0796547042806182
-2.4504263100400436,0.25708182838247384
-2.4472147311873016,0.4246734994659336
-2.4465845532640165,0.37157827026550533
-2.4447413600317027,0.45880055328564606
-2.4375275426856646,0.6203975507970513
-2.4256837042681854,0.9054658122569963
-2.41706671839729,1.118870492646424
-2.404918528483897,1.3833943392409325
-2.3976105380336845,1.4944581130565824
-2.393442664397024,1.5259152936196885
-2.37828398049467,1.7747638877229186
-2.375321643804108,1.7661896872438039
-2.3751358519972268,1.801168136063963
-2.3735507197292964,1.7746522916034098
-2.366232117898515,1.8613287658841267
-2.364741093894671,1.8624843668008841
-2.3639813948193718,1.8718097289618887
-2.362266496695644,1.8800757470962621
-2.3609998157361236,1.9150201518057293
