n_harmonics,base_freq,magnitudes,instruments
10,2.7383708644183278,"[-0.16125354 -0.13468214 -0.60583465 -0.32719313  0.17158741 -0.85563313
 -0.90831319 -0.59496331 -0.72811974  0.51719571]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9996818139558035,1.7669725898394748
-2.997023176670327,1.628071548394279
-2.9930563449211043,1.466827973544093
-2.9829494596991815,0.9529504568422931
-2.9728224518285735,0.37924457375504284
-2.9714135728249147,0.29160214938170215
-2.9657869028914705,-0.046810352611449106
-2.9606183407187094,-0.34410473246806744
-2.9595080410833132,-0.4184405882858723
-2.948003571165321,-1.0965870017800947
-2.9391233979969282,-1.5953754004567668
-2.939049785928356,-1.6037760772074972
-2.935282047216682,-1.8124199680057336
-2.9284262163356054,-2.142595733607181
-2.9208521496516497,-2.50572243789056
-2.919663490067184,-2.5541110703871133
-2.9141227755088153,-2.776399451037177
-2.897001873397558,-3.3213431989521895
-2.895712091282701,-3.3442716085640996
-2.875178922302465,-3.6654721357314033
-2.8667404551074926,-3.6710002705600595
-2.8443482362462476,-3.465558586716524
-2.8326007809944582,-3.2216505442807035
-2.8318540483879997,-3.2058079828595303
-2.8297409398806126,-3.150718948621952
-2.8223572971440634,-2.966053719910459
-2.8222661276526506,-2.942323544133043
-2.80864807650819,-2.530756697818074
-2.802838753173744,-2.338749938873123
-2.801832182071056,-2.2999946378919174
-2.8008121548138893,-2.268569285575801
-2.792233231944086,-1.969756175555522
-2.788238682160066,-1.8088711810273435
-2.781904539347182,-1.5992512619513841
-2.7785983056424635,-1.4898345029089621
-2.758509054020615,-0.8413881301201878
-2.7566144069123917,-0.7830776861901091
-2.7561557102509386,-0.77963103066768
-2.7428285778521464,-0.4221852624710814
-2.737998582590158,-0.31849339450652914
-2.7318538628530473,-0.20483357147181921
-2.725056457827593,-0.1176940522817541
-2.723789648675081,-0.09780810065761592
-2.7166036445808164,-0.04400003597408249
-2.71602527400898,-0.04619718137273353
-2.7149764537784016,-0.023638110849602087
-2.7038277931317234,-0.016272157995216037
-2.6843392179148093,-0.2368296201628622
-2.674328728765989,-0.4411851269891842
-2.672971824570265,-0.484607071096719
-2.670831944529928,-0.5518678186780227
-2.6683673811322044,-0.6101327575717648
-2.657954899254671,-0.9423510142010327
-2.633930036726158,-1.8142546690453414
-2.6338355368433453,-1.8091262334887488
-2.6130276634797918,-2.5423871953492196
-2.61245227915911,-2.5612010846745954
-2.612372089546658,-2.584022102240525
-2.60911340296273,-2.6712241032810544
-2.599188882058903,-2.9383553533810716
-2.597903959878633,-2.9519571611744237
-2.5975197990757417,-2.9809977334790982
-2.596500718760964,-3.004447291999236
-2.595758363518672,-3.0195570906289824
-2.590289670121982,-3.117064625470637
-2.5852548998411975,-3.182869892918599
-2.5774762217781837,-3.2537813585505604
-2.5735598002667057,-3.2546190907892045
-2.5644869318819836,-3.198436834225451
-2.5555707754794446,-3.0627382600861703
-2.55251232414592,-2.9791221967251156
-2.546973149744876,-2.8548438373264893
-2.5457310609434827,-2.8115860581178023
-2.542586280227703,-2.698744210533066
-2.5270753919588866,-2.0448253927182987
-2.5227127350013276,-1.8356363536199818
-2.5210294596343874,-1.7366995847973887
-2.51800083703413,-1.5785336490168067
-2.5107309806542295,-1.1800232948756382
-2.510222890222421,-1.143286959357601
-2.5004878669889044,-0.5755210135588922
-2.49550480438218,-0.24986395499148356
-2.494234863245711,-0.18209616337637957
-2.493392568315329,-0.12901969169700228
-2.487218630298078,0.23711791176195782
-2.475598615736294,0.9064871539264736
-2.460297065451191,1.6524227670750706
-2.454714143872728,1.8657572939291642
-2.443789968220289,2.194248661494562
-2.4406704237190993,2.2707925070368895
-2.426887902408654,2.4361756962844323
-2.4161157828629616,2.3705243975148287
-2.412071182799625,2.324711959804228
-2.410541794527599,2.298602747048955
-2.4084005569490543,2.254340189863431
-2.4076409446835543,2.2393206158153323
-2.388397210987096,1.6394444262515968
-2.3852878204904107,1.5275579110626816
-2.371729935917643,0.9204054585007762
-2.3700119832538142,0.8312800140889688
-2.369565174994394,0.8107764472390132
-2.3626777283044733,0.4626709525086749
-2.3586028568354234,0.2782607973363595
-2.3544640253753224,0.07632894604499768
-2.353638436173245,0.025366526366705076
-2.349425612254362,-0.16406617011400987
-2.3458737651478776,-0.3246481679012952
-2.3385124726314186,-0.6476635345792598
-2.335073847443919,-0.7735874461243327
-2.3310991831151275,-0.9089574005129504
-2.3304953913322146,-0.933448260120475
-2.32220802852083,-1.1939689960473452
-2.3110761030666023,-1.435475543534294
-2.298853558584963,-1.5431056953323992
-2.2948326933548566,-1.5608715045370591
-2.287856940250351,-1.5126662271160303
-2.2859467898542603,-1.5120622062520837
-2.285039072185875,-1.4840417355491686
-2.282671541765447,-1.4632826286362344
-2.2818221687466096,-1.4681329321301813
-2.2706718295565533,-1.258676604827174
-2.26260640397219,-1.054163978349481
-2.2594261146819408,-0.9677440315207129
-2.25379819845179,-0.8142145326075665
-2.2479164373982563,-0.6302870636195561
-2.247839337152903,-0.6268062910601809
-2.2350175410743893,-0.24383272842366302
-2.230266373754902,-0.10900023905009139
-2.227887485627706,-0.05894777905586686
-2.2189405727966527,0.18531601468708553
-2.204601658055239,0.40212744369403247
-2.1988512293143065,0.4705630337371581
-2.195509211388682,0.4774682823812925
-2.1947969565973366,0.4789236918130162
-2.1865932479090313,0.48148418295526724
-2.181740701791764,0.44375788426200585
-2.1772181842580753,0.38020146674344923
-2.16472854999805,0.15218743431306214
-2.1497199999331453,-0.2653681039320388
-2.147162128653121,-0.34930600380823423
-2.1426235907388516,-0.5036533919422657
-2.1388816529562047,-0.6418418457997255
-2.125671818645519,-1.0859953257289794
-2.122802862875397,-1.2020755404420018
-2.1183570757985306,-1.3479609845067808
-2.1080224473846663,-1.6259928023723365
-2.104303444850843,-1.7079287858602654
-2.103447110353332,-1.7351504427416051
-2.101972618538226,-1.755037933589371
-2.1016111493430945,-1.7605804428585183
-2.0990519435642296,-1.8143259676656613
-2.087698574038786,-1.9471015792435975
-2.0840830401375126,-1.9566225276268778
-2.0643532865336045,-1.7736690811095577
-2.045797935902407,-1.2003854661105877
-2.040595173903104,-0.9623487999453819
-2.034664902353182,-0.6685562741775924
-2.032807538700421,-0.5808692200842558
-2.0293247221445796,-0.4128967291729587
-2.0282061949032197,-0.3356212445635294
-2.0218032279040106,-0.014205370883857243
-2.0052610188577553,0.9197822576599626
-1.9894334533100695,1.7317251438417023
-1.9866543925768263,1.8797388194044837
-1.9839528765854015,1.9807125248970865
-1.9835230308853822,1.9945191796333313
-1.9812075013054977,2.1041145921849953
-1.9803019304505358,2.142216485052269
-1.97822752780095,2.2103543341765346
-1.9743974587412183,2.363281251321914
-1.9655726534504352,2.5968870802751245
-1.9492014738126284,2.826955849442461
-1.9427629367987211,2.822165355843911
-1.9335388278755556,2.7332208407694236
-1.9196247535031743,2.4010027015594604
-1.9174115712722923,2.3363726435989887
-1.8973022843554324,1.5587422442853247
-1.896692628919912,1.5362556835868022
-1.896637130308273,1.5176948974004867
-1.8942005056450557,1.4318756421716419
-1.8847798241492029,1.0051934858864269
-1.8796321111000525,0.7981792980405775
-1.8777265463667925,0.6926985137588907
-1.8749247599240364,0.5849900333514484
-1.8652531589305998,0.2241402742055791
-1.857015064427492,-0.04962163366826037
-1.8401289348487708,-0.41143156064832526
-1.8339263645099884,-0.4761815452275848
-1.8251343182142905,-0.5012509143880064
-1.8194810078423262,-0.4759115928146792
-1.815216505366187,-0.4180301678992221
-1.8075935545840904,-0.29283969570640256
-1.7916949046250545,0.08977511849590748
-1.7908601390205534,0.13746799324409428
-1.7830940806030489,0.3767100330824618
-1.778770329064089,0.5331609494809265
-1.7745835419356957,0.6627725000094221
-1.739913213163922,1.6938070816426294
-1.7373475879589046,1.734662594842262
-1.7328258604620308,1.7916008144593918
-1.7244324901677308,1.873364920714773
-1.7234307646216416,1.8925521198090702
-1.7199578396063475,1.8897560395023756
-1.7172643346854397,1.8828539331424832
-1.7099026071405823,1.8290484405418543
-1.7012106495050676,1.6943032958116975
-1.697029783905255,1.6233107489287606
-1.6895612217932054,1.439654521988596
-1.67100640436427,0.799340419533078
-1.6562327469417524,0.20593762094996074
-1.6520754857950253,0.03559611916665261
-1.6502717708624846,-0.03412364121587537
-1.6461586367391308,-0.209710948290597
-1.6460629684989017,-0.21234385326417152
-1.643967188235179,-0.2778729285629542
-1.6369797492250027,-0.5481692339030845
-1.6323884778326712,-0.6836183967102085
-1.5946707248951253,-1.2215161017792775
-1.5842300536402592,-1.1368994791385085
-1.5698340224357796,-0.8488870232317502
-1.5629588770489546,-0.6864384964373871
-1.5496176939924284,-0.2764506221998892
-1.5477597132288756,-0.20712906268226777
-1.5396335993547274,0.06017881037541119
-1.5319441123188169,0.30409871139624817
-1.526762672101756,0.4424707518190072
-1.5197752204674153,0.6232291806926508
-1.502312759220045,0.9135552877971884
-1.5013941761226308,0.9221587013855408
-1.498014362400128,0.9514399065609798
-1.492321290991001,0.9602404460941386
-1.4840205760875356,0.8823682326023549
-1.481971032610018,0.8419994226044263
-1.4721225895144028,0.6719666933254776
-1.4673552809234005,0.5501215984427681
-1.4642427264140994,0.448757400179313
-1.4596008216928222,0.3014219459527371
-1.4584967921428147,0.2497619476507314
-1.4552250996591434,0.1304375119708704
-1.4468008267919275,-0.2284030537720096
-1.4456926529415484,-0.2622650374417264
-1.4447169105838213,-0.3074267158047338
-1.4343044704990209,-0.8074205504339321
-1.43365597874011,-0.8285342942868468
-1.4335843524293221,-0.8340727279421929
-1.426780649994317,-1.1600993541541351
-1.4179034177019592,-1.5797924048280578
-1.4177869416562847,-1.595546946253414
-1.4102849763160217,-1.911400405846725
-1.3937663006953809,-2.528640775701092
-1.3862903063215832,-2.7211773798622767
-1.3786112633244072,-2.83102268161023
-1.3754164660651391,-2.85932617763883
-1.371872272021014,-2.8935535412171314
-1.3564464624662156,-2.753527745712561
-1.354258144607668,-2.6962989890561366
-1.3457276760754724,-2.4725967708542305
-1.338943033046582,-2.2414139503696844
-1.337204480186076,-2.161325157527891
-1.3318829659716593,-1.9306414071587488
-1.3288186690307122,-1.7907535325740762
-1.3178254920390124,-1.1950206732332747
-1.2870601923394196,0.7069638248832608
-1.284486776079577,0.8548998683168648
-1.2750951297042108,1.4142056096294227
-1.261113172504393,2.1150898875224047
-1.2597432397278527,2.1715240038966037
-1.25556260077349,2.346524322297436
-1.2382938583718661,2.9190123610481793
-1.2236291321752266,3.1897026967847215
-1.223357805054449,3.2015315457065006
-1.2061886208728012,3.292501839392889
-1.1986227529614935,3.2946077130679767
-1.1926215999099226,3.273169585577613
-1.1754739212499044,3.2235304129893043
-1.174826069409918,3.214960260449758
-1.166494379977648,3.1991477285067007
-1.1634893701157656,3.198627669732115
-1.1551181803624069,3.2345963169671546
-1.1523880441143248,3.2656947065102306
-1.1514675036746151,3.2494209847896287
-1.146125902013896,3.2940531358355156
-1.1393526149732813,3.369961699630449
-1.1339082786309944,3.458214456202585
-1.132953618478555,3.4861207023138108
-1.1197768193151736,3.781377828560688
-1.1170903286523475,3.836124938653104
-1.1101543217497807,4.031825877965352
-1.110098300442774,4.033651236972329
-1.104548215976018,4.187709805113312
-1.1034472507673951,4.24071300189896
-1.0928276169050324,4.549491439666279
-1.0855380495755667,4.768828930007536
-1.0835409913791523,4.819611341821545
-1.0757249225332153,5.0194858314294315
-1.0613271421478896,5.292458820212758
-1.0599781012226543,5.285540223082548
-1.0539437157994749,5.34087594968862
-1.0514848350182737,5.359233462410805
-1.0494216381767087,5.351550005787164
-1.039512902964718,5.277581321161788
-1.0381562579157961,5.2635432616231395
-1.036465358326793,5.221802958701885
-1.0355207546885083,5.199882480991186
-1.0043546537049877,3.841369474985705
-1.0026750150546901,3.7265058970244773
-0.9924339028066305,2.9506851620778254
-0.9873008857855918,2.5375652058121263
-0.9796948139195472,1.8422257420647692
-0.9685538725644136,0.7729979257045395
-0.9608925106956603,0.01355633986993112
-0.9607229854710777,0.000551679743666094
-0.9536566550841865,-0.6899062992775942
-0.9348855212002496,-2.4479488360658226
-0.9306272086753036,-2.7811867844044906
-0.9242414095553788,-3.2799924523618373
-0.9066935628361241,-4.311468089220188
-0.8971261928863221,-4.651871298758292
-0.8957345177970453,-4.687244593857272
-0.8865647353153605,-4.809934940581929
-0.8860482433371892,-4.817137332615159
-0.8856038423561552,-4.801572330547088
-0.8708318469183718,-4.647736974316107
-0.8667003415732966,-4.548242553347223
-0.8643211329330516,-4.464478275557054
-0.8610500631798934,-4.314775824769517
-0.8579976610044149,-4.193113430213987
-0.8488297875413382,-3.731610955780567
-0.8298766024712245,-2.4326340744213537
-0.8256738132030677,-2.102481837988975
-0.8253905426621961,-2.0977053444563962
-0.8245350548980395,-2.0277202291903023
-0.8225367998576099,-1.8587611456723807
-0.816876448401425,-1.4009242244889286
-0.815094505073799,-1.2747680953778078
-0.8150152949118317,-1.2628371359824628
-0.806730512472631,-0.6091982174459936
-0.803796121820735,-0.36954701031461273
-0.800832120388737,-0.1645204860150269
-0.7990921162654367,-0.010618167934035624
-0.7962061952179784,0.1983726523784096
-0.7939416005972908,0.3703558999863735
-0.7927137333791281,0.44205393337806054
-0.7887967813677275,0.7143613033723815
-0.7757331786184603,1.5065700923441145
-0.7748254998339661,1.544173608610968
-0.7691056186605794,1.832276075513078
-0.7673615226049426,1.9016768705397602
-0.7612266031200381,2.1264005533263135
-0.7605950657216525,2.158795692926609
-0.7605004636176105,2.1739714903803478
-0.7585309264845241,2.2239007966574342
-0.7539891169207951,2.3524643293322085
