n_harmonics,base_freq,magnitudes,instruments
8,1.5339871469441126,"[ 0.22907031 -0.34797755 -0.79601886  0.91921267  0.48679764  1.82162714
 -0.43311389  0.58346068]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.989120245018746,0.6515155628245499
-2.9875796203143103,0.5909593166035683
-2.960180334202093,0.6813197863333228
-2.95899611840437,0.5791187758533431
-2.9559083673431346,0.5972283659599301
-2.9532208172767778,0.6374700449972421
-2.9467870016168507,0.5778231894130551
-2.927862467465741,0.5630785839983713
-2.920786059310072,0.537721802307792
-2.9186707467242585,0.562087170711181
-2.904625733200586,0.5521921006229882
-2.902652876215843,0.555880770598442
-2.901359841263027,0.5049422607764196
-2.901170257820653,0.5192779953606633
-2.8983677124739597,0.47459347630126014
-2.8924887333642264,0.5164630521202236
-2.8896420361424555,0.4736201731469622
-2.8891501862332394,0.4953286572351705
-2.8888359733069073,0.4668518759993243
-2.87208001408039,0.4727575136643806
-2.8653010589682832,0.36691610690182197
-2.8623906279516396,0.387361367764329
-2.8504414668249582,0.2990110220910892
-2.848557397257584,0.345035747888852
-2.847389595559127,0.24558259224714324
-2.846464676407227,0.27591341674879155
-2.842629043187979,0.2205122053644032
-2.841503209650628,0.26159519074772825
-2.8344260460836432,0.2256426089098081
-2.830829615859952,0.18206353660711694
-2.828923828846586,0.22830164834025007
-2.8263531888498195,0.1772075147162685
-2.8027874367151226,0.08269168921049735
-2.7924735395922213,0.0037253125046284377
-2.792443834115873,-0.04905151505963064
-2.7920922441538805,-0.0006070491001411854
-2.782360993961083,-0.10449856714335125
-2.781950251822228,-0.15328688404350224
-2.772998546291911,-0.2301065241111075
-2.770156557524772,-0.20995471055345608
-2.769047349078079,-0.23524244715818982
-2.765632238068298,-0.27740205701316095
-2.765561107791201,-0.27655872607987836
-2.7608930432518504,-0.337490000245439
-2.759921211847958,-0.33165718221384455
-2.7477999646230407,-0.4193316628823925
-2.7324536743614183,-0.5356381181858528
-2.7248394852274043,-0.6444177798284503
-2.719614032312583,-0.709219978954962
-2.7156225238438867,-0.7548260712287604
-2.7136275348141794,-0.7970692747008356
-2.7071236721177576,-0.8097321040097961
-2.706550198384738,-0.8387413850931301
-2.6881272459145427,-1.075344416496265
-2.685522767673619,-1.0600052635479345
-2.683637557625758,-1.1196338601219906
-2.676033254986348,-1.211159683293278
-2.6679854262111995,-1.339985590891356
-2.667726100363733,-1.3447342247725669
-2.664160780858564,-1.3559849252864837
-2.6597376561961874,-1.3937996970221747
-2.6567807133722017,-1.4749624815563498
-2.6413147009315603,-1.6445494200928121
-2.638008645016821,-1.6888826453195773
-2.6308827853694288,-1.7575418609276148
-2.6236161714429374,-1.850106066679222
-2.6177951684643643,-1.9220898952421532
-2.6162650373001677,-1.9454721100887535
-2.6160442919574214,-1.933141449739769
-2.612285705518376,-2.0090650023357397
-2.6066523144912885,-2.082654772909744
-2.601443317919361,-2.1796511750200134
-2.598163495894466,-2.1917926689530707
-2.595859625018842,-2.2755430722094294
-2.595820862627382,-2.23290511218719
-2.5809118011869936,-2.3846911665540076
-2.572213556376884,-2.449591320492605
-2.570145678979431,-2.539280244673608
-2.564074456023099,-2.5791949245032275
-2.56316209991694,-2.6134314492824293
-2.5593081820607146,-2.6380693751525057
-2.556496678781322,-2.607723235491559
-2.5488084857884266,-2.731324720147975
-2.5458442252089153,-2.7896644897459573
-2.5431671092267307,-2.797341304178154
-2.530109272833515,-2.8997997405278593
-2.5207337452560665,-2.940397048484198
-2.5202462877328466,-2.980434022369027
-2.5144898854179587,-2.9939307640153876
-2.5002284711682328,-3.102471197847776
-2.4992230923974827,-3.071690582615424
-2.497927472667338,-3.1198281866079327
-2.4969225112183526,-3.1633934394340386
-2.4965661365892995,-3.13144630973183
-2.491414013242389,-3.1541576578786223
-2.479284772543508,-3.1593710452334998
-2.4782113490808575,-3.189343167269639
-2.4772296480094163,-3.1354865052893803
-2.4766603509019776,-3.1172482690678254
-2.451231509103103,-3.1332230159332197
-2.4472516605516006,-3.162892707862315
-2.4449088539155,-3.133384191614376
-2.4200957499119147,-3.1015147676969907
-2.417279239152869,-3.102233343301236
-2.4158600728381714,-3.0591220870572995
-2.4098457950325405,-3.0191358949869893
-2.4081372051613523,-3.0409502588194135
-2.403558816924571,-2.9015183835741363
-2.4011059033360196,-2.932568046109142
-2.3975891476697164,-2.941831296530075
-2.381329444151617,-2.7863163685198833
-2.368904373532443,-2.6675222418933098
-2.365352831909318,-2.678705688027694
-2.3564604419122563,-2.5707135841911137
-2.35533959196835,-2.5793292879768295
-2.3488693489321983,-2.4692292641389595
-2.3467046444220556,-2.431875174137825
-2.3403961688237525,-2.3876666748433957
-2.3363426824189157,-2.338736839825317
-2.3358591507159856,-2.287080896458365
-2.3329205105567405,-2.3119540772752285
-2.3246246213737978,-2.183599487614326
-2.3147203839331256,-2.0587020583301814
-2.306611286289438,-1.984620782550899
-2.3038943152067146,-1.9859207623741453
-2.286516502858327,-1.7891223151942905
-2.2791281551519407,-1.6042048811306242
-2.2776092410808175,-1.6090498343285735
-2.2557636934853953,-1.38307164501234
-2.254148460082517,-1.4720814843077445
-2.2504946574108002,-1.3300695693080007
-2.242690772549113,-1.3159430900659992
-2.2376613993991565,-1.2300686547063877
-2.2182413619713115,-1.0656104497480527
-2.21798332272895,-1.0672991973982684
-2.205732885884581,-1.0363675028240804
-2.202273136069997,-1.0168456685438716
-2.185788539127369,-0.9380665322514831
-2.1745048535933584,-0.8599942533107078
-2.1706303614307143,-0.8568280304546095
-2.1621004074069736,-0.8676044439066708
-2.161544182357794,-0.8865843189792685
-2.159825872304161,-0.8777122998187982
-2.157012286386127,-0.8306591360304294
-2.145683567374631,-0.8620020022843347
-2.1381857702527247,-0.8857418540433964
-2.137313181588551,-0.7640570047414464
-2.111975306479527,-0.9106807428608619
-2.105504246208845,-0.8700448325282257
-2.104286712446263,-0.8752784745637453
-2.1029561445280907,-0.8871915172048827
-2.095484252120264,-0.8566442113201678
-2.093169547088671,-0.9122362904990773
-2.0868096282258026,-0.8678544233424429
-2.0858594239005983,-0.9316297693205647
-2.084370399977421,-0.9213920841297976
-2.0809657274135462,-0.9636744972922047
-2.0777609354319986,-0.8978604369613421
-2.0675072248666417,-0.9701811303672865
-2.0664536382267578,-0.9843107095928049
-2.0586492663412894,-0.9895345976657283
-2.05766214143347,-1.0028667816650645
-2.05622043218676,-0.9570463517669536
-2.0532150097195725,-0.9483251609335527
-2.050003229127552,-0.9562501723655447
-2.0473817229781477,-1.009505463934412
-2.0406753235695194,-1.001614889702707
-2.002033593264545,-0.9114571122648077
-1.9873423269416919,-0.835544549293822
-1.985593617667187,-0.882977145592617
-1.9854863646946104,-0.9069459522735811
-1.9843502020401655,-0.8744970098396775
-1.9836151517509806,-0.8381478212617994
-1.9828151342118585,-0.8735146069983304
-1.9778457165064331,-0.8228936486078545
-1.9774384864671006,-0.8653139352245359
-1.9670912334656594,-0.720482063935194
-1.9475689223142019,-0.5291486327824476
-1.9431257361276222,-0.5652452776565111
-1.9409101267989095,-0.5326658800420184
-1.9311102069321333,-0.3706543536163064
-1.9269778402437783,-0.3724141503493893
-1.9253214932083156,-0.34218319903023586
-1.9126098682778114,-0.12168070612077725
-1.909959639617121,-0.06934402427892111
-1.8970712703662036,0.04568698745800757
-1.8901215605388826,0.18456671803583283
-1.889251792556933,0.23495146635273562
-1.873218649717011,0.4461288277386044
-1.870734258032847,0.5502406105888299
-1.8702643413700524,0.519231760934779
-1.8593661918671298,0.7130487322704255
-1.8560866860181657,0.7848102476379945
-1.852447744488797,0.8728342498146456
-1.8487501276443703,0.9325059036824266
-1.844624626730341,0.9853474596186094
-1.8314282053168582,1.265208741421091
-1.826992883856824,1.3583730242083372
-1.8218856009988145,1.4282532767495226
-1.820473275555865,1.4390779838475236
-1.8204571521657387,1.4669449017283676
