n_harmonics,base_freq,magnitudes,instruments
6,2.5990722207437176,"[-5.89746618e-02  2.49261391e-01  1.55685870e-03 -1.77633555e-02
  1.74301584e+00  5.26090105e-01]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'>]"
x,y
-2.9730263862701403,-1.1785659562865978
-2.9726033110268437,-1.1839737619135966
-2.9712630288120274,-1.1375827187088574
-2.9650754059979123,-1.1191617655476354
-2.9639593345258466,-1.0790825460307192
-2.9589360279858674,-1.0562911044377359
-2.9586154475177917,-1.0633209063968072
-2.9521339715108863,-1.0355585257887923
-2.949659700283593,-1.0126082042639717
-2.942605578886898,-0.9849938579662406
-2.9408893688093767,-0.9953325970486555
-2.93768901658151,-0.9705498736041592
-2.9368143861263496,-0.9790399109985066
-2.93459399144833,-0.9937245139980658
-2.9321143283170836,-1.0015723120778437
-2.9260017681264108,-1.0015380809318257
-2.924677770138259,-0.9696137438671004
-2.9204339549296066,-1.0110574666824261
-2.906823177843716,-1.0738191280731808
-2.8973739449403655,-1.1389916678064549
-2.8969200282565706,-1.1132786135626942
-2.890504944170475,-1.1431775707695664
-2.8838529663851826,-1.222108138795405
-2.8791208740788097,-1.2637467794681978
-2.869400471622246,-1.3871128669339905
-2.8599132403278,-1.4781729557576389
-2.8581615005800796,-1.4917075057586144
-2.8484322789292995,-1.6080646832926684
-2.8390800442146666,-1.7232227950985766
-2.8252267233566988,-1.9030856478862619
-2.823757065275365,-1.9177577649180921
-2.8184205499328274,-1.9578952710690942
-2.787961252766688,-2.1735506138194904
-2.785015917680083,-2.1843413958534565
-2.7821472501431384,-2.1940504615253413
-2.77862846595368,-2.2086612727800325
-2.778022214045826,-2.194297420349705
-2.7727938226426065,-2.225503488016185
-2.7707615993826273,-2.228084143938343
-2.7622357412946035,-2.2385930448652727
-2.742686308627877,-2.117966284015931
-2.7407672645022316,-2.088840529523445
-2.73831550506006,-2.078850006666529
-2.7333848972727086,-2.0326688794763794
-2.7228461115396945,-1.9093767476595436
-2.7198720162532215,-1.8497962555211926
-2.703387324426627,-1.5787746045595998
-2.699680899578734,-1.513454433751834
-2.6836169450548875,-1.1582688266539871
-2.681532167575308,-1.1063892442878
-2.6753622920116786,-0.9285418338620808
-2.672147377274171,-0.8682035106258771
-2.667061085583317,-0.7219011732320245
-2.662907452873444,-0.594471456014052
-2.662493410980934,-0.5901561094706586
-2.6529045186976132,-0.3308089731037844
-2.6460450082912996,-0.15817789931428408
-2.643422512793233,-0.11403504751513965
-2.6339953920318235,0.15244221717911297
-2.6231947179812103,0.46584612718025226
-2.614504965038341,0.6963090102173832
-2.6067354793152298,0.8792565508004384
-2.6050973696007382,0.9342428105092112
-2.5953310821811844,1.109669489366787
-2.5943761543760093,1.1486553290302652
-2.5839881011987136,1.3529715885486255
-2.580697757392727,1.4357898172841448
-2.573393395882672,1.5346439825341525
-2.5680884181448596,1.5934335967636422
-2.5669601719267874,1.6325945786650928
-2.5668743826449916,1.6220554922030699
-2.564097984869921,1.6550056406223788
-2.5636729977807358,1.6813918208804526
-2.558574377570633,1.7197672697715167
-2.5457421098347037,1.8162095088686092
-2.537739326942254,1.8753892832714592
-2.5303712720151736,1.8619107347053074
-2.5268414565630266,1.8697417770445603
-2.5242828205490335,1.872244679691332
-2.511750255351404,1.7654248657624272
-2.4996614819816316,1.6447206580685032
-2.4962505825062022,1.619506260143637
-2.494908911246692,1.6059046944116844
-2.49440552828999,1.5630806126782126
-2.4907737309331783,1.5155913218850785
-2.488828012288051,1.4736932065443602
-2.4798085599168376,1.3290534078833585
-2.4767789919033216,1.2677089660819536
-2.4706124004101415,1.1477252356004362
-2.444562129652049,0.4888467814326721
-2.44066143168667,0.4078082234717861
-2.4394772570638015,0.338398823553346
-2.438947687285572,0.33031988263820433
-2.4378544976555063,0.3102490409864501
-2.4344423014532657,0.1954322159558882
-2.4283383658789193,0.008174316352873114
-2.426422727531577,-0.023087381893088038
-2.422017594171206,-0.15165841026197763
-2.410029886979234,-0.4891101566229989
-2.4081679469452553,-0.5363454622889551
-2.4034612460459757,-0.6435238150303495
-2.4023466017815807,-0.7110123511739005
-2.3956087857957082,-0.8955709636148725
-2.3931659303933595,-0.9796062399190901
-2.391911560634147,-1.0014761074933665
-2.389745284978804,-1.0741099687502351
-2.388945868088413,-1.0995048180961986
-2.38567438611116,-1.1660440990764085
-2.3773696419528405,-1.4066590858888763
-2.3731300680990564,-1.494101399805056
-2.3689556050198437,-1.5761081818710074
-2.366675200561663,-1.6601635482058152
-2.3621354644854575,-1.763111266833356
-2.3573959812588896,-1.8374999702417765
-2.3494470201780118,-1.9889462309653514
-2.3475064043702423,-2.028046754433074
-2.3452811860732847,-2.069386319811542
-2.339602427347531,-2.1638693190148794
-2.3320880265742594,-2.2761282298941348
-2.3302614170556506,-2.2834389963968826
-2.325153065934888,-2.352091256971537
-2.3041171040812145,-2.470290734558254
-2.2913277223130213,-2.48835157681596
-2.2797579229040292,-2.433807195773907
-2.2734257316148208,-2.36491702004845
-2.2652303256041213,-2.330733606795714
-2.26342442496657,-2.302195127959511
-2.2618488924196543,-2.2688400780624325
-2.257643397771494,-2.237779258428994
-2.2459740405170945,-2.0490930352759964
-2.2432455349577136,-2.0030681602743217
-2.2427713239768554,-2.0028189008332835
-2.2410686888331774,-1.9656294759391302
-2.237847121413865,-1.942199591806605
-2.2288110717043184,-1.7554709949103287
-2.2249621361000944,-1.6713834135438812
-2.2204995983290177,-1.5965132826192128
-2.216923582544453,-1.523813062374087
-2.206897889971894,-1.2850894623420914
-2.205292807989894,-1.265387751621352
-2.2044553902477575,-1.241099945464432
-2.198204384735373,-1.112349069964508
-2.18934046525305,-0.9118424122747194
-2.1747207349343025,-0.5860576767831563
-2.1746130806053916,-0.5860628679940141
-2.1716522892668966,-0.5216623349408623
-2.1709183000763925,-0.5183360735926271
-2.1706047630312106,-0.474776329563164
-2.1550390396602266,-0.17229794621407774
-2.146023417330758,0.02772470588048282
-2.1296617007898613,0.28729727447432074
-2.128269777654183,0.3421792244395678
-2.1263811586471757,0.35879879435894424
-2.122926888582416,0.4053671426982982
-2.1167791388588704,0.4738524546520877
-2.1112577627271314,0.5590639209404507
-2.098291491279049,0.6821063901257184
-2.0970014462426985,0.687596694601391
-2.0804628436091903,0.8132031286928918
-2.0773307019616087,0.8320188916521065
-2.0662461683331994,0.8541380610026568
-2.066019933165463,0.8417205952836155
-2.0536792369416763,0.8353303095047747
-2.049003659770544,0.8410557304730822
-2.042832772722352,0.8019137227861521
-2.036968802722786,0.7819993901134388
-2.0304153223905366,0.7294480571033041
-2.0244253446635865,0.6818411589278489
-2.012709864877134,0.613813743464942
-2.008667435757682,0.5872346700848743
-1.9946191617638072,0.4589274752284201
-1.9904452191271493,0.39754292525042617
-1.9902307491138218,0.41142326402732515
-1.9893882894378954,0.3566395367889981
-1.9874690331399094,0.3833697140106679
-1.985016339223981,0.35693143866739596
-1.9834138139813555,0.32752092418654344
-1.9662887790585433,0.15442110265968736
-1.9634308278291916,0.10922926449183946
-1.9633986895289093,0.08867891839616841
-1.9622034521647365,0.08359173722758233
-1.9298910376351996,-0.2498898781972175
-1.9285790336618978,-0.26551116332896085
-1.9189245996371977,-0.394719676762443
-1.913373421871661,-0.41159873608437997
-1.906540114472798,-0.4674579581768202
-1.903540569249009,-0.5112443006232247
-1.8874347594254992,-0.617129514481428
-1.8833343997182863,-0.6220530935272985
-1.8800424951110561,-0.6684042314965852
-1.8761335572228224,-0.6981792905126784
-1.8701127587437847,-0.704887307283085
-1.8558861262908313,-0.7581476481040599
-1.8558808568673637,-0.7860566531455805
-1.8554263787896255,-0.7865092221097025
-1.8548399385096204,-0.7567248832811339
-1.851825381370304,-0.7846537576065113
-1.8493019744900643,-0.7939783372913175
-1.847330723573088,-0.7901883844463853
-1.831538517812449,-0.8136368039441699
-1.8287525789125616,-0.8139970368414047
-1.8280993012655908,-0.8447348756212077
-1.8204028160271175,-0.8541727898934048
-1.8154453283906216,-0.8375686640226438
-1.8116747051773272,-0.8405162367100807
-1.8105321319639434,-0.8326123720890245
-1.7925520483323572,-0.8423912269704145
-1.7920907826804955,-0.8546203501414488
-1.7846279085493768,-0.8397469641721201
-1.7722024414251947,-0.8107647387260043
-1.7324287503483944,-0.8038188095954913
-1.7081440337181695,-0.7736656682255721
-1.7048385571359035,-0.8015005067272215
-1.7042508746771186,-0.7743944015478096
-1.7033856439048323,-0.7396644693287853
-1.6966367033719048,-0.7802563546892394
-1.6955921483744074,-0.7544259867190191
-1.671487786900087,-0.7841243262887838
-1.6668661800736275,-0.7490969579508474
-1.6663190396364091,-0.7357891173776263
-1.6661603132226213,-0.7180939443119797
-1.6647668965939975,-0.7477710742142665
-1.6623676070826303,-0.7407081753267828
-1.6610615602396055,-0.7221326895503092
-1.652873817213698,-0.7471066340063867
-1.6475922400296288,-0.6952087515130256
-1.6457581431936503,-0.702584623786841
-1.645090649807132,-0.7006317493015589
