n_harmonics,base_freq,magnitudes,instruments
7,4.868687716491634,"[-0.48096048  1.44264962  0.30053068  0.20066736 -0.43976665  0.16394358
 -1.89353323]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9999171511839036,-2.6254514359750174
-2.987939071435033,-2.2609689598720664
-2.978936890324481,-1.8082023005833503
-2.9731049686971067,-1.5398381841683824
-2.9612597556132365,-1.0529931742733136
-2.9588202028324657,-0.9531058904537052
-2.9582232757595577,-0.9506668660573363
-2.949730277158926,-0.6232207678838869
-2.949712545359694,-0.6613003367116336
-2.9450844587871807,-0.5673555539622078
-2.9445583134322906,-0.4969687539454693
-2.9391376328592784,-0.3755309622934762
-2.9381189876546623,-0.38730977773696584
-2.931066402112592,-0.31756940417195245
-2.9262787577699862,-0.27738639567529827
-2.9091388332354873,-0.3501246246727171
-2.8767962654823593,-0.7826096515676999
-2.875220373146253,-0.8780325840525556
-2.8725444563748948,-0.8595574091784921
-2.8648681993694907,-0.8912816804254549
-2.863283782525534,-0.9984860844669721
-2.8603446789376843,-0.9225766714186173
-2.851873169627055,-0.9408485353483996
-2.841670926110422,-0.7512549529629372
-2.836968966834783,-0.7412571439719375
-2.835726387317274,-0.6955600097117411
-2.8348295662550216,-0.6759204379268322
-2.82994945398033,-0.5749020360182592
-2.827543029676435,-0.4819853479691305
-2.8253555640260988,-0.43867019848364386
-2.8099229819899874,0.0732296968056189
-2.806135344634561,0.10334883548862334
-2.7985945713744838,0.43323511378182294
-2.7963382367564362,0.5074361307460193
-2.7947055616015533,0.5696563719074681
-2.7902088177774216,0.653288591950177
-2.7762041664215635,0.9863069558219645
-2.7748210746286732,1.0843425523690489
-2.7746769917487946,0.9950487103014947
-2.771900426591671,1.034829442569671
-2.750588784210212,1.1795833351734468
-2.7436381234319356,1.0359771276927017
-2.7399768510893834,1.0304568860640806
-2.7390244006623528,0.9349437865144146
-2.7283978677929035,0.7772032573844411
-2.7271684694026908,0.8094600144533728
-2.726075660802632,0.7259633349400446
-2.7138938732473017,0.3604129517948259
-2.7076407169106025,0.22811187920136747
-2.7030713794018384,0.034289163648046045
-2.697401838260671,-0.0950736061663855
-2.6913943039119927,-0.27604178498838067
-2.6903403044100163,-0.2993477562945772
-2.6758551878686254,-0.6398852824924411
-2.6742472758684928,-0.682844431786135
-2.6734928490317458,-0.6704680665094294
-2.666647515308077,-0.7454452267905827
-2.6583012545042433,-0.8562798460248879
-2.654611127070419,-0.9804914620161834
-2.65190235420172,-0.9878127618758337
-2.6493251075333095,-0.9679492694809898
-2.646490415835083,-1.0264640252430273
-2.6067481283354876,-1.094906156783101
-2.586955102024601,-1.187818905124816
-2.5844833709608066,-1.267057097134398
-2.584373151493045,-1.2372828370212665
-2.5731883142448133,-1.4630698933607797
-2.5666834889671524,-1.6231134747563818
-2.5528123558308202,-1.8780196914209284
-2.551903314166053,-1.8936055277930155
-2.550383097107149,-1.9388807692126842
-2.5487472179446184,-2.050444797567626
-2.5431194120426843,-2.05086942188496
-2.5404159674907207,-2.15489124204503
-2.5394485298946963,-2.1637388859306252
-2.535779764897202,-2.2568832136249752
-2.5278546752135957,-2.4065986405202393
-2.5136677727169143,-2.5232854818873016
-2.5134429770376983,-2.437134838506782
-2.5055966918030834,-2.4144981063879074
-2.500158237122146,-2.3982535694224154
-2.4945590184321613,-2.355590199674616
-2.48716458327762,-2.171132152231073
-2.4765437668661803,-1.877657554728517
-2.4720022823988863,-1.7611504971320935
-2.462446787772582,-1.4469180745084884
-2.4560321894269235,-1.1719246714207543
-2.4504524697592815,-0.9543740398425571
-2.4483129639547925,-0.9372071679888991
-2.4467709696885374,-0.8521525834268884
-2.437675041073288,-0.5061714410442019
-2.434082593339438,-0.4309190667158104
-2.4245000976561326,-0.12256580010802431
-2.419075620321322,0.048211692508320705
-2.4188543554600637,0.061250446553516365
-2.411814303300188,0.20589286329911832
-2.4043851408299646,0.3064916827478424
-2.3957310209512976,0.40005654465777374
-2.3807969066028107,0.42439087805257714
-2.379716402469235,0.4256370049340791
-2.3767821342537854,0.41799840871760136
-2.376483586487332,0.3725557156553565
-2.3696059240364375,0.3837914757382208
-2.368804151079085,0.4456830503946249
-2.3677913589490336,0.3959462972590489
-2.3648659138630803,0.42193487723121814
-2.3631971695133265,0.3513073978729588
-2.3572620496434515,0.4034571841349681
-2.3461851665091507,0.3576914098097919
-2.3441611313557855,0.398967672959738
-2.3431398468871,0.34022050361220757
-2.3284854010567697,0.47146986178228945
-2.3170033430825825,0.7073402053213049
-2.3129635832928157,0.749215522127598
-2.3044402312257137,0.9502675755336223
-2.2959738893738075,1.192555579269069
-2.2820408692185805,1.609152104990727
