n_harmonics,base_freq,magnitudes,instruments
7,4.059819075560966,"[ 0.45472699 -1.00254703 -0.31959394 -0.54309343 -0.24908797  0.25347897
  1.37890649]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.982092100356185,0.6992730662399068
-2.9817786482767326,0.7254065791646866
-2.976622388653025,0.9535841015055471
-2.9765649876936737,0.9521471339150899
-2.972313252004727,1.1304008084229666
-2.969017563255368,1.2761063439799274
-2.961852284544026,1.5545530607451066
-2.9613832974072807,1.5776101324226384
-2.9613141209779963,1.5767992897760306
-2.940873948716371,2.161559053766225
-2.934984433713204,2.2513873424384476
-2.932240523690283,2.2880407343597047
-2.920589924475462,2.353229590827555
-2.9162326353142616,2.33952099585869
-2.914224709215156,2.3333913984970667
-2.9121819333496903,2.3151160762396756
-2.9121220180810417,2.314589174483818
-2.9120972497057394,2.3111548571540936
-2.9098130793066366,2.2938084487824524
-2.8948680194457417,2.0508548410529
-2.8944822731560533,2.0428591734189405
-2.8911876555150378,1.9645006193290482
-2.8854824921893214,1.8235096560089303
-2.885374495368535,1.8221474658262171
-2.8833752783109734,1.762980640279162
-2.8809595180621947,1.7005297166396471
-2.8607929578175444,1.105807207073778
-2.8579497051104275,1.0243020626525043
-2.8464523455922848,0.7186425796831248
-2.8371284857540475,0.5185057577521298
-2.836838373203618,0.5078436739123877
-2.8293665265922585,0.37778526537685564
-2.8231889307839118,0.30480327998328544
-2.816846661667445,0.25442560088300903
-2.8072795200544425,0.23105459704018982
-2.7968177816146245,0.2721938827659845
-2.792442993234461,0.3229353879510018
-2.7755361233104585,0.5711498338616129
-2.7745463852490526,0.5974934916079171
-2.7537902691296328,1.01149059327577
-2.7497485249875964,1.092259402291321
-2.7482266676409264,1.1174705012509543
-2.7454638748740736,1.1771858314105037
-2.743363445247968,1.2069043456171293
-2.7429542807084006,1.2202162811095132
-2.723938782254172,1.5034151501946098
-2.723605850312561,1.5044736790958209
-2.7176222217516592,1.562307480632795
-2.708327899560106,1.6057216639917526
-2.7000017377024776,1.608939804324858
-2.692665387162406,1.5713183425062833
-2.6904123866052156,1.561808134421335
-2.6847544655456757,1.5126846493970334
-2.684606920955005,1.5117228369545956
-2.6845408804912423,1.5086423759212555
-2.6738751560416842,1.3882512448479347
-2.672600461942314,1.363658312145661
-2.6659813364379206,1.2697607765982393
-2.6646116032475575,1.25209834579497
-2.6621953357358237,1.2114041232410062
-2.6579657568773283,1.151038147322853
-2.650903010947527,1.035325522058943
-2.6503049262820015,1.028636466899753
-2.6472659598887085,0.9794168564261138
-2.640401179817274,0.879368121416015
-2.6323195008469655,0.7809909623692329
-2.631145801120982,0.7717345653956794
-2.607536952595031,0.6401494202835442
-2.6015711190938635,0.653587535858349
-2.599093867266031,0.6594529147938909
-2.598220786093415,0.6689240437258925
-2.597614015358853,0.6750088342702643
-2.5975037065030335,0.6653380854426195
-2.5817811702181217,0.8274870948129519
-2.5787988975714464,0.8644334802794209
-2.571951183599798,0.9816293952916242
-2.5700313618200514,1.0201128786967157
-2.5681666165764674,1.0468551354942486
-2.5673974310399803,1.0606943906041386
-2.5539190251640003,1.3305079233056203
-2.5523639036990273,1.3678797915983145
-2.5488845763519636,1.4350714413419916
-2.5384646321838784,1.6504227889817087
-2.5253534201906858,1.8794395682363376
-2.5080106914876144,2.0800079759997856
-2.4863190421245083,2.087913875969813
-2.483230702356021,2.0683001695590595
-2.4750060758333063,1.9865161629966968
-2.467507319013677,1.8725444790261008
-2.466471901323355,1.851737591307271
-2.4649612108782666,1.8246790369170713
-2.462637250472521,1.7816618090238783
-2.4606639628854023,1.7456612521991128
-2.459278516639099,1.7175084314029943
-2.450424122455109,1.5142234506844878
-2.441060884533246,1.2805070950474673
-2.440135796611411,1.2524384339870456
-2.4239941772036806,0.8095929478589323
-2.4226761438195346,0.7829591874529859
-2.4204009219913534,0.7152609349587403
-2.419985802354697,0.7014557022118706
-2.413102406542336,0.5103291272670072
-2.412882481147779,0.5057174521396072
-2.401007762382875,0.20211186283396942
-2.3934174188110733,0.020457047911233834
-2.3850824574594034,-0.1518910118184477
-2.3801204819847044,-0.25042451566643587
-2.3742301285059195,-0.3620726396246533
-2.3742051942009637,-0.35900874815908457
-2.3730750525104622,-0.37985202402988855
-2.3544686334721874,-0.6450457733279074
-2.348863185799069,-0.7178919576094177
-2.336263280880934,-0.8512048892718043
-2.3316451636029134,-0.9040484458960772
-2.329702402222433,-0.9190396390216781
-2.318967452835826,-1.0343424189814734
-2.315956556910668,-1.0682502584570726
-2.311942101262611,-1.1102451620234892
-2.279704146759552,-1.5173021736890957
-2.278973060939925,-1.5263046351337488
-2.2733545122159455,-1.6038277362267845
-2.2640504569951325,-1.7320601430144522
-2.2634009224852507,-1.737856031206656
-2.2599033426514152,-1.782694657315488
-2.2595351638254058,-1.7940930729648032
-2.2502506727754623,-1.8938807088916056
-2.2497473684320344,-1.9030935344650484
-2.2452620963712038,-1.954781026203265
-2.2270398025826728,-2.0601476856429066
-2.2230600541476475,-2.068553465318546
-2.205402616531684,-1.9764656732204078
