n_harmonics,base_freq,magnitudes,instruments
9,2.9605431032230847,"[-0.08797572 -0.95470574 -0.24150572  0.26350936  0.09422708  0.10867035
  1.28033991 -0.84359202  0.75103232]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995659298371078,-1.357037513496344
-2.984612472885239,-1.676514740261177
-2.979241640498863,-1.8420442832469688
-2.974478616767094,-1.948992933025246
-2.971634255973244,-1.9710869838713279
-2.949078944070998,-2.0942375518280927
-2.942482158326107,-2.145634740782686
-2.942064763447787,-2.16550100883919
-2.9362916024210577,-2.0877685220331674
-2.9250390517616234,-1.9599846949864945
-2.9173666426499985,-1.903209071677283
-2.9153272927501375,-1.909090213118199
-2.910238760159772,-1.8173558623770336
-2.9074014034790308,-1.7310452037307487
-2.904583255563983,-1.7388557480420619
-2.900350683470331,-1.6956467829461364
-2.8958715301148352,-1.670785044741824
-2.8836759062339112,-1.58752880610233
-2.8822803608002845,-1.5467293263898794
-2.877413753097808,-1.5318638538052851
-2.873582739440743,-1.5542969755176748
-2.867341029541703,-1.5180353835501714
-2.867232387693977,-1.5579584896066618
-2.8614167086151676,-1.5155539037562122
-2.8532932087358454,-1.5611590650221676
-2.851923355891901,-1.6045544527778506
-2.8499637734191436,-1.5821829027912668
-2.8464822101607687,-1.5923712894232203
-2.8462405823802195,-1.6032514031399523
-2.8435588728525873,-1.6051614744337326
-2.8279653820338466,-1.7091089203928478
-2.8236989508167984,-1.7765221940930624
-2.806045669933604,-1.7608358044569992
-2.805507508686847,-1.7212094735082526
-2.8011929840652323,-1.794678358054996
-2.7913458075993587,-1.7148242378125924
-2.7869221294950512,-1.648276678042107
-2.785094093533429,-1.6138508803843592
-2.7769925364672883,-1.485585614587984
-2.772965993516145,-1.424421450775536
-2.7694644270272586,-1.3303214056884742
-2.7647358146873033,-1.2185202895437508
-2.760844221109041,-1.1026781351784516
-2.7552575018538743,-0.9097396635679657
-2.753523068169218,-0.821772731069168
-2.7525105038818367,-0.7890000593030156
-2.748689884390361,-0.6059477045895495
-2.7464693225200847,-0.531641117730053
-2.7438170927680345,-0.45974154941609413
-2.7390917447100795,-0.2631191551283235
-2.7356593541485603,-0.10095866188686159
-2.733129402338358,0.05173337766494808
-2.7323815050148927,0.05561388169113625
-2.732143342673778,0.136767922526846
-2.7302932714292227,0.15939156349499156
-2.7293099185528513,0.2586349758326277
-2.704330853482899,1.3648557585344792
-2.6802543609297356,2.3236665908300735
-2.658223374826905,2.617721707864532
-2.6380130723410273,2.4194766813919437
-2.6314261476079635,2.250205456536339
-2.6226745194176155,1.919486380365354
-2.617481452822958,1.6838393144203443
-2.6151360636313377,1.5331671651792018
-2.5972033077869967,0.5563926390947311
-2.5854869525267925,-0.2348953866043259
-2.573172570410155,-0.8918628701575925
-2.567245904979547,-1.2500406286724677
-2.566374723059684,-1.331469353021349
-2.563260625539318,-1.4899675246694202
-2.558300379844331,-1.769205569705849
-2.54943178085832,-2.1545451637415645
