n_harmonics,base_freq,magnitudes,instruments
9,2.7997342930080995,"[-0.40249931  0.57487899  0.10491663 -0.10121704  0.43411267  0.65451459
 -0.43137133  0.19186943  0.16345585]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999276308322601,0.5468493920200541
-2.983185227102984,0.1819031177829281
-2.977903546495587,0.06454056888983406
-2.9732123917109057,-0.11483862150847801
-2.9708134817134386,-0.14332025537915052
-2.9653020101318375,-0.2813561986287975
-2.962898837704844,-0.28753867331038985
-2.951740058272798,-0.46226287287104095
-2.9488577737858384,-0.5311933647084471
-2.947143671724856,-0.5760789147091782
-2.946022390158502,-0.5332785753847942
-2.942099562937008,-0.6099440813273675
-2.939900200460485,-0.660930957577937
-2.9373527296195596,-0.6466535817189099
-2.915248838100865,-0.6770578588418356
-2.9077402497012317,-0.5715252816554317
-2.904019624749047,-0.5778759345415032
-2.899938158710632,-0.45852394377942973
-2.8944556245335358,-0.40095155570479096
-2.8868658039328157,-0.26099099294931144
-2.88255506557113,-0.14768062213545954
-2.8753822012736183,-0.015374780873697697
-2.874806829213636,0.003349327446780119
-2.8725994479096295,0.0752273811393562
-2.86128447134905,0.3290262578847804
-2.8413644998545013,0.7610518835305027
-2.8359536353783605,0.8413008718906968
-2.835014413084486,0.8313779397111113
-2.8344178998352896,0.8813527569718222
-2.829747741465729,0.8973516917877857
-2.823614435682755,1.004807989795305
-2.8149899898118207,1.0038435523750944
-2.8074447330833974,1.031172535945083
-2.8009735333072916,0.9416494416718598
-2.7922753213323883,0.8159653450020056
-2.788879940039548,0.7273378924628853
-2.782812736932081,0.5627152060498215
-2.7763438276541903,0.3943952811481232
-2.770894756974685,0.18032580405306725
-2.7620325191865644,-0.15166275636272736
-2.7448860622032445,-0.9169514967228265
-2.7407078893048626,-1.1337179247560976
-2.7334357731039622,-1.4948773248699472
-2.729466025981478,-1.664650877476946
