n_harmonics,base_freq,magnitudes,instruments
9,3.2739425679872127,"[ 0.1227972  -0.29572116  0.08683257  0.85801169  1.2899484  -0.8548095
  1.54355617 -0.83089802  0.51601846]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9997902329920003,-1.238557214566683
-2.9962144038706486,-1.2231647419503402
-2.991422972313641,-1.2228443889186986
-2.9830257031812843,-1.1411675026572918
-2.9770169236827906,-1.019817854682498
-2.975426924603128,-0.9782182413336695
-2.9594893674818845,-0.4533034759707891
-2.9564491668450668,-0.3347370955531865
-2.9438611136540764,0.28534862372675335
-2.9430723128420695,0.3226279104662768
-2.9421983633596045,0.3698366729337409
-2.935661667286752,0.7251639776842591
-2.9351034758672236,0.7332558316255626
-2.9282343462150537,1.1308931113057596
-2.9248555100140403,1.3074654557417187
-2.922176266687776,1.4358223278779845
-2.9216544460008005,1.4795080279773858
-2.9188710023187205,1.6392357931704318
-2.904772430710026,2.3008033296057264
-2.9040808322868408,2.32008329796216
-2.900798288398617,2.462810570210739
-2.898344325039618,2.533355341710182
-2.8970038287124344,2.5958436817171515
-2.8959573616321066,2.618825773356572
-2.892478471399981,2.722223527405664
-2.8858805422025995,2.877669700634062
-2.86943945610633,2.942415790701609
-2.8693994476349722,2.9469582915809163
-2.852660064328849,2.5822504617429316
-2.8524992066809016,2.584540167182176
-2.8506728706041455,2.528577899552924
-2.849953856248236,2.4856309980169935
-2.8264466682451515,1.2481841017003659
-2.824142055879136,1.081968991443932
-2.8233142414484567,1.0183665722921313
-2.8105480105361087,0.14262154761785886
-2.802608857748258,-0.45620369208656497
-2.7939760693651845,-1.0681451587956696
-2.7872241555354016,-1.4943541841066244
-2.786004870339342,-1.5896493143149275
-2.7838923381180956,-1.7089015685265467
-2.760690892930885,-2.829309677724984
-2.7469350614781773,-3.159882545980603
-2.745826112619145,-3.177306547703112
-2.7417204899415317,-3.2012679436014446
-2.7394166947275,-3.215387462403143
-2.7393292794013906,-3.215305310732277
-2.7351772624089246,-3.2102028263239157
-2.732602465779714,-3.206200645665097
-2.7304094522343836,-3.170526114409401
-2.7260866205011576,-3.1026861655412685
-2.705562692313279,-2.5068646217792923
-2.7053505925989327,-2.499434747127295
-2.6982584641997294,-2.1987874786194195
-2.6703990940119318,-0.8501111320275
-2.6597133279987215,-0.3603514326231523
-2.65609816183576,-0.19923704702759923
-2.6542479468998907,-0.14702428057582004
-2.6537014346388372,-0.11216732159753189
-2.653280261681618,-0.09715506190876784
-2.65075402443912,0.0018838310828378623
-2.6443382567313956,0.21481907269794
-2.6370975943928867,0.42866771135967857
-2.6308312658349315,0.5771260498395943
-2.61330318248186,0.7507755095529695
-2.601971884095185,0.7303351110403995
-2.5996890834138116,0.7000013704661481
-2.585436993182695,0.47529717606090527
-2.583501699084109,0.46911074249274376
-2.570060394394662,0.13208575032751607
-2.563370425673252,-0.07152765844107507
-2.562817449758738,-0.0760312562520371
-2.543901878826304,-0.6239018738456952
-2.5426267571758108,-0.6718374071487079
-2.542487466975642,-0.6630475123345698
-2.531436401254499,-0.9720858827192302
-2.530703171653162,-0.993747579026053
-2.5279065417574555,-1.0752434991717514
-2.518100764489584,-1.3055058479991717
-2.514348245971731,-1.382933432530939
-2.5096791186068366,-1.4614197211676956
-2.5067403553554923,-1.5124656484962042
-2.5066728346348235,-1.5164995928107834
-2.505171184606491,-1.5302851922116691
-2.5020945847010996,-1.5765785590397579
-2.5019406739332384,-1.57742090114436
-2.5004609472764128,-1.589111655863711
-2.4913605959295015,-1.7118593064434928
-2.4862012521434984,-1.73138986998839
-2.4810518228868204,-1.7541448221319864
-2.4730729991900935,-1.7776760268898943
-2.4687880988300765,-1.7575610420275916
-2.4575971150572373,-1.6867176814643894
-2.456376542011637,-1.6976910712567683
-2.4561599740082136,-1.6989502469434423
-2.454971716772339,-1.6699149513548748
-2.4492397112661966,-1.613103980505838
-2.445781209283089,-1.5774147942149697
-2.4345984217799,-1.4261646428088972
-2.4298675283383546,-1.3329419512169418
-2.4248541018865604,-1.229743378850812
-2.4235674384618475,-1.2166891824365478
-2.4215106101829327,-1.146469951589038
-2.4188634043298602,-1.112532981914828
-2.4182769930073835,-1.0942430165520363
-2.3858429865243203,-0.3332281067865431
-2.3833516414844125,-0.2639994954172434
-2.3798769039931646,-0.19436300009278865
-2.3659370569717084,0.13303491565606965
-2.358232686477228,0.2998108128472732
-2.3550716674690486,0.36558426984864634
-2.3515553290702775,0.4274475805907758
-2.3459278787793765,0.5028975698060085
-2.3421704576473057,0.5668711246782187
-2.3324088861364722,0.67774581621995
-2.3233737088632953,0.7158427633779039
-2.321155751607177,0.7133355370722344
-2.3203217430358234,0.7132420733399465
-2.3199271665452352,0.7087906175289298
-2.3158872372253434,0.707501981711074
-2.3150160209008925,0.6939076589942942
-2.311028176369933,0.6605073008335369
-2.3071514575426106,0.6074668601038163
-2.304835571160804,0.5930970212537472
-2.300555249791741,0.5137299014882456
-2.295199415399333,0.3806377681338575
-2.2894163755367662,0.26093476522266673
-2.287048169004759,0.17984195913421208
-2.2702155042364707,-0.42142884622418053
-2.2657694824644663,-0.6258594241996361
-2.2579779520654824,-0.9986593444087581
-2.2566923493472633,-1.0603948106235064
-2.2486460393539933,-1.473799919724837
-2.2484212169548154,-1.4602867923230238
-2.2341140532088053,-2.206405688158654
-2.2273227587495987,-2.540170178992957
-2.2224312324322426,-2.749684380427963
-2.2159507549509563,-3.0258243363194577
-2.1908583857774473,-3.693370664679248
-2.1834393860186134,-3.7233170331780006
-2.174701098659499,-3.634616913041297
-2.1737809701211477,-3.625607648266541
-2.173388400298391,-3.621652938722159
-2.1625929052145167,-3.348494834944509
-2.161040564422889,-3.270658784501768
-2.158494038446852,-3.1698777209711837
-2.152023147449766,-2.8777463622283808
-2.1493210483822045,-2.727362074445861
-2.149100638903003,-2.695740939081233
-2.143724687179986,-2.4021692881434014
-2.1385458437140272,-2.045624806025437
-2.1382405126546917,-2.0312709221222196
-2.137853039520789,-2.0059858339531518
-2.1369721853847814,-1.944876164231243
-2.1325797129776385,-1.6324893844804302
-2.1227731333304387,-0.8536203543812713
-2.1195038743474255,-0.5804334948102312
-2.1153067083838413,-0.22099454846743283
-2.1128415650737087,-0.0034266015008050776
-2.112223723558426,0.043634085414213236
-2.1087014198852176,0.3364545414617219
-2.096248403754062,1.378909483710488
-2.0919535259803785,1.72621930285155
-2.0821519779621855,2.4437446946378127
-2.0802158575612673,2.5478757080918926
-2.0727957837788917,3.001188990650683
-2.070296000684629,3.1291838561238934
-2.0663866966485163,3.3107163813894283
-2.05702537675789,3.652160505019384
-2.0436386692162536,3.8303790281076955
-2.0392219741866096,3.8266997821109414
-2.0382901575032744,3.8206507959383065
-2.033968796058847,3.74710577841158
-2.0220457457161505,3.4196051369277645
-2.0199827504532863,3.3294238540460204
-2.0146383918041857,3.104511370947461
-2.0120151898992646,2.9608916558129357
-1.9909816733023171,1.599762608170529
-1.98968726049798,1.5142553799566145
-1.984710013506416,1.1628676761193586
-1.9815493729790674,0.9215729702062787
-1.979084788295665,0.7266136026794116
-1.9751969836960197,0.44179869364767566
