n_harmonics,base_freq,magnitudes,instruments
8,3.1051090640711747,"[-1.57580919  0.62851746  0.13851759 -0.60788624  1.92230524  0.6470435
  1.39347737 -0.42156628]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9953823574559113,-0.18482921751969683
-2.993924483799969,-0.15388942546937687
-2.988683631771214,-0.006937562290244599
-2.986902761746107,0.061445655423730025
-2.9784380818304816,0.36285650976898054
-2.966281541773836,0.8840953247191599
-2.9607927676560895,1.1441591640911375
-2.9602081938544895,1.174136885502009
-2.947511925450271,1.8349615145401612
-2.942740320734745,2.0864073421961247
-2.940919581192926,2.1879317948825614
-2.9345319063742266,2.5464868317535907
-2.9326986636102985,2.638192867502343
-2.9325506648336845,2.6628284385497074
-2.9300145369010338,2.8023498195948795
-2.930006902883495,2.80566288445741
-2.9268059312026287,2.97408210319016
-2.91048458256925,3.807827792164883
-2.908294273722337,3.926417968419184
-2.9001388562501402,4.283815610784769
-2.89822111929438,4.354134285477259
-2.8979624658175016,4.361108576835557
-2.8879707665280856,4.706457860682214
-2.8843496559416013,4.801669272948831
-2.883040614534873,4.83785055052273
-2.8742720909467456,5.0020609385656964
-2.864604725048755,5.083859745928139
-2.8644582455211562,5.091572543021968
-2.8620700741457483,5.07896641111083
-2.860088379304081,5.073546206777527
-2.8500616316027116,4.958737552016991
-2.8471914872387893,4.898796763774803
-2.844775837012598,4.826496550106447
-2.827183611603152,4.175968517914515
-2.821499997132272,3.8778798445509572
-2.8161809458183504,3.5474698599123964
-2.8031818851242303,2.680804854240307
-2.799555992903942,2.4105172547003555
-2.799485279180235,2.4039407774257193
-2.7989966048242927,2.378174124187479
-2.7959778196084786,2.135905374398011
-2.7924528103312016,1.8527339336626398
-2.7880476371984004,1.518044493597063
-2.7819478836901554,1.0085423681437076
-2.7641724062526185,-0.46332640520709906
-2.7629131341504873,-0.5615015807657914
-2.75109290576584,-1.4666032389293169
-2.751014101393922,-1.477503129723264
-2.74802544294832,-1.6906956343863913
-2.7379718619721354,-2.37229441826242
-2.724600495090292,-3.0968407546628307
-2.7016464850032715,-3.8172250323826207
-2.698666434029483,-3.850373007325193
-2.69424548160172,-3.890919937004813
-2.692428200990155,-3.903325706327829
-2.6883194796240844,-3.9037223673824983
-2.6825784002850277,-3.868611802920361
-2.6673020549541615,-3.568742602071589
-2.6632760269194424,-3.453143062729746
-2.659954485760882,-3.3404911983688232
-2.657599093003327,-3.2730966150892447
-2.655476662254066,-3.1816640462374663
-2.6518061700314384,-3.0401050480905263
-2.6517400956812214,-3.038959982280118
-2.64256506018884,-2.633002928881848
-2.640779004925049,-2.5564262691066206
-2.635881319289223,-2.333314693917457
-2.6306858090329515,-2.076467417220991
-2.619557626027497,-1.5206506831140014
-2.6193721443484,-1.5096639253682946
-2.6145208443467545,-1.2803353547921557
-2.6120076857426118,-1.1609437785098387
-2.60455418548827,-0.8161813711117769
-2.6029523776438053,-0.7475117238259181
-2.598489593440648,-0.5678090054895991
-2.596630969395566,-0.488997034924896
-2.594689414956469,-0.4057938527047479
-2.5934044417222504,-0.3598568227488874
-2.5874733566755452,-0.14344415029238777
-2.5826026696605524,0.003912241056955004
-2.5766553201790323,0.1747529157982235
-2.572998444313332,0.263139140242932
-2.567348418350909,0.3702487399577161
-2.566334704868556,0.3821164227769986
-2.5617525565711725,0.44713475032056926
-2.5608933373819047,0.46057697521075297
-2.5552345984654883,0.5192135435072365
-2.543130054531477,0.5183886787480879
-2.5399561519614977,0.4987351187547299
-2.539125194409836,0.4889739175364598
-2.538421669143742,0.4810770455373622
-2.5370996839415576,0.47252480962147037
-2.5267691070278975,0.3576893929740377
-2.5126145560383133,0.09524415708157968
-2.5024273573810385,-0.14249950632545713
-2.501821184238565,-0.1496028851003116
-2.4961853883392227,-0.28814533629182504
-2.492643051065815,-0.3760362402513252
-2.4857394740894385,-0.5209462232936655
-2.4769330930222435,-0.7324392946400009
-2.474092780135666,-0.7848214456727736
-2.4670621990832142,-0.9213779987984309
-2.4589698869883794,-1.0383767487248
-2.454319732586728,-1.107385437264845
-2.4534188823582364,-1.114880735482442
-2.450658922015773,-1.1441147559934608
-2.450281792217763,-1.1417760625127882
-2.4451738138555363,-1.1719170840502555
-2.440894470232793,-1.1989104083851578
-2.4243011676412367,-1.1923266475054959
-2.4224467406301695,-1.1730313962539867
-2.416371510433898,-1.1283142960240393
-2.410487667366006,-1.0651569567584558
-2.4014479909027284,-0.9427880215246284
-2.3861321821984105,-0.6991748026860756
-2.3857808375391003,-0.6843132523420129
-2.385097684005291,-0.6793426540396363
-2.3831414917283995,-0.6478661435125089
-2.3805632705175275,-0.6001622742222582
-2.378143318889096,-0.555375296747485
-2.3624289531335276,-0.3185338382788838
-2.3472264821392708,-0.13428491200207401
-2.344220302890104,-0.12027990490422216
-2.3436636114775524,-0.11497962485209068
-2.3273823430374385,-0.10090627794786591
-2.3218818450098953,-0.11690241349581919
-2.3170193065570652,-0.15377412244101543
-2.311063282064145,-0.21545413540956537
-2.3064703613677295,-0.2914516871804527
-2.3050748693824357,-0.3091472061141179
-2.299374193328712,-0.4123566774091841
-2.2854631872052007,-0.696091522430067
-2.2792931749920307,-0.8488875634372393
-2.2783331060490744,-0.871145725873935
-2.2757631641463396,-0.9528968334746423
-2.2748284327574524,-0.9572845658537555
-2.2736987685639765,-0.9892011091439097
-2.2676808420691956,-1.1450070766555343
-2.2672477935357205,-1.1537897264660486
-2.259928523390771,-1.3329358875809272
-2.2574912754321703,-1.3916554080899644
-2.255823581140442,-1.4355202608029438
-2.2546092322856692,-1.4636220354165521
-2.2517315829709244,-1.5285382278169062
-2.251191177041643,-1.5395357203420577
-2.2438023615241187,-1.6947584044232098
-2.2386438585742656,-1.783404054913813
-2.2370843618730554,-1.806983399280584
-2.2246988797434066,-1.9400834385234171
-2.22045361473783,-1.9552055891303464
-2.2199181357830184,-1.9543555022825205
-2.218368760258498,-1.9695221009848038
-2.208567167183571,-1.9289908096121546
-2.1905892452152322,-1.6458370334363266
-2.1857990231350475,-1.5245381855114368
-2.173619631484959,-1.1003619353657559
-2.17060393272262,-0.9853129205114368
-2.1677977705588622,-0.8648684839666252
-2.1602532643005885,-0.5260010971215907
-2.1510285225789416,-0.06043603782348514
-2.1483523299434144,0.06864534068473116
-2.147873413853413,0.09604888601592754
-2.1366517860130934,0.6893552379786304
-2.136342549911501,0.7166398299115251
-2.128553288831366,1.1375341224712763
-2.127967287141641,1.1569410632834247
-2.0961703792235413,2.609948400287728
-2.0881447061037486,2.8691621086019268
-2.0784670895355184,3.070776413673694
-2.064544779126272,3.173225151230845
-2.0606126735668617,3.1559470128500604
-2.05797502254195,3.131458931032498
-2.0544577720372077,3.0882908786372276
-2.024749496712108,2.2104419629788192
-1.9978645884196804,0.7698964770489896
-1.9874796133391914,0.15901660381344937
-1.9847591530091155,0.01443942247433627
-1.976548703108732,-0.4705372985188964
-1.962231557889039,-1.2242476842560286
-1.9603148487534654,-1.3122873379013396
-1.958745656470519,-1.3943702022564106
-1.95806214872385,-1.4251380796944582
-1.95610065806359,-1.5176104700132562
-1.955099871383068,-1.5643285097675113
-1.9524892593969112,-1.6780475554817509
-1.9500855005538054,-1.768779571674228
-1.9466667639861284,-1.9035672182598655
-1.9454806599808407,-1.9399855666981665
-1.9450690625583424,-1.9528595412577128
-1.9329136370262605,-2.3075057544710202
-1.9328374362378686,-2.300224626161607
-1.9242687622442418,-2.462238188257096
-1.921950043985661,-2.4767184935994777
-1.9201749894449867,-2.5100609696888383
-1.919401478383243,-2.5169752251875495
-1.91312530822435,-2.547067877015449
-1.9114603209114325,-2.544262638344422
-1.908109031215791,-2.5516137937723946
-1.8864558643371956,-2.2664736500579603
-1.8586762242779866,-1.4845373802285857
-1.8527438108118321,-1.3003591013293583
-1.8505257641321877,-1.2331311717693663
-1.8419559699433676,-0.9705753930952274
-1.8368984032373448,-0.8266720698444284
-1.8339865285752055,-0.7475913873359019
-1.8208298026638694,-0.46095219002833376
-1.8202872744716196,-0.4483056128638531
-1.8155986739974115,-0.36771994291651827
