n_harmonics,base_freq,magnitudes,instruments
10,2.8708723908979947,"[-1.88201123e+00 -1.79318281e+00 -5.72378185e-01 -6.75921590e-01
  3.52099498e-01  1.86608293e-01  1.52855633e+00  5.90695223e-04
  7.37282175e-01 -7.24353498e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998155141182612,1.5423980528210108
-2.9945118395813632,1.1300435362296262
-2.987546610589706,0.31807344689647493
-2.9790064308684254,-0.6993655619775009
-2.9772480612659207,-0.9005258806125184
-2.9754960372283463,-1.1131204316263599
-2.973077853102117,-1.3938008635555832
-2.9516025080983113,-3.7090861467757987
-2.9490324457693156,-3.946670593706971
-2.9304146389954835,-5.3441997953758165
-2.9246578056675276,-5.653512759553367
-2.918066361123147,-5.913995894170323
-2.915019784681376,-6.000238587319872
-2.904977175894447,-6.188040965083487
-2.901604273458159,-6.213845862283061
-2.9009697862599033,-6.216092736100411
-2.897346942816582,-6.202951258076067
-2.8921441381246007,-6.167698302042068
-2.8872855688589203,-6.089922511133171
-2.8799458159161446,-5.9079989403881195
-2.8724638412558594,-5.678617945832602
-2.866871496543265,-5.477704559928508
-2.8627527948417515,-5.3131023280731595
-2.856721663740231,-5.070666419350101
-2.855103652908286,-4.998626472478224
-2.848538710023047,-4.719668827761903
-2.8467097451972188,-4.636630380250755
-2.8454969189748063,-4.593647185415254
-2.835917493590788,-4.204780271046604
-2.8180366336303653,-3.615719667225765
-2.8155814803035355,-3.5578284663564306
-2.7947072290486044,-3.1883079314049647
-2.7801832073403467,-3.1181426523490967
-2.7659655276825896,-3.108457678535776
-2.7496254187638,-3.104942392628476
-2.7473519132515163,-3.1073455150050773
-2.734152064816124,-3.0252729614129072
-2.7326157720055084,-3.020218828613657
-2.729146675524633,-2.976160188212538
-2.728662635504044,-2.9642431237377354
-2.7183882403247135,-2.778775155446088
-2.711458184743205,-2.6112386516004276
-2.7087247612809597,-2.531151011506252
-2.7085662204354275,-2.524611109847924
-2.6766187970397124,-1.154973179919862
-2.668768351339148,-0.7236792548031477
-2.668484819835396,-0.7138535552880102
-2.6652441807531986,-0.535372533716791
-2.663744059680103,-0.4507704354183503
-2.662551044196536,-0.38594750593275096
-2.6620486689614538,-0.369002381136349
-2.658030916207039,-0.136493403479439
-2.6539495803483737,0.08905783106886213
-2.6510688437968977,0.24058491688087236
-2.64979510734796,0.3037285445065499
-2.637265793326013,0.9345010889466929
-2.6301559676143857,1.2426589618934278
-2.629560336356918,1.2711619515367392
-2.626140995477107,1.4020656458944323
-2.619116800429838,1.6366831767421355
-2.606543567163988,1.9201009714603567
-2.6038138894092793,1.951596007850113
-2.5991181361467017,2.001106437304907
-2.5857804472860515,1.9780624891777656
-2.5531236756678712,1.2669799867179004
-2.5522485913481265,1.2486179316302033
-2.546688847576032,1.057878450211505
-2.535260724883411,0.7021083705857922
-2.526103579646034,0.444182964647339
-2.5134234478125794,0.1752006373808427
-2.5066022346005377,0.08973104775256842
-2.501812632746913,0.048744984472519265
-2.4965964484982615,0.036682014547037185
-2.478637639330249,0.21357543060586323
-2.470443051150949,0.40430129743599225
-2.4703799521287877,0.41481129522224874
-2.469385490741221,0.4371359494440005
-2.468554389035819,0.4586607994530191
-2.463310991766787,0.6247852984674533
-2.454854419007032,0.9317668004684289
-2.443752800820665,1.3890809519470977
-2.441444678486544,1.4903788474261466
-2.4385082952128787,1.6225438631001936
-2.4332414056480594,1.8450992151113608
-2.4078716591452167,2.8242300637050666
-2.3979202010130605,3.069566539557378
-2.3920083579456826,3.1612135461718043
-2.387677633604479,3.205827047603736
-2.3734350890453566,3.1823383968709833
-2.368722119021063,3.118166133397211
-2.3671268383269197,3.0894489381604195
-2.3574147096745763,2.8451094270881137
-2.3529256468963626,2.6973968551849397
-2.348483369941163,2.53743774117272
-2.343769960570479,2.332448722902803
-2.34235100792505,2.2745454309047015
-2.3394518119658674,2.1434355185115943
-2.3341231980746806,1.8848999706940532
-2.3324288013949293,1.792874142671704
-2.3287955087427212,1.5990923134503363
-2.324156434632566,1.355691884477691
-2.3231078587669263,1.2945309124856683
-2.311878787730882,0.6818138891342697
-2.310347838975788,0.5914236579775857
-2.3101253017572185,0.5869540272859551
-2.3094490906478233,0.5482796528713801
-2.2958819671140587,-0.14309600434049216
-2.281816009430857,-0.7302709059154512
