n_harmonics,base_freq,magnitudes,instruments
8,1.4695940903485871,"[ 1.01129269 -2.16748338 -1.1226615   0.78143662  1.0222149   1.13409622
  1.88175996 -0.33124317]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9982374760038866,-0.7993212343234387
-2.9974459165288856,-0.8097423917111976
-2.9913882987591047,-0.7060985404758316
-2.9904764068706973,-0.6968344200429345
-2.977696669276053,-0.4906852301577427
-2.974912644293682,-0.44016120325958824
-2.97299548321764,-0.40142644407814493
-2.960044398926497,-0.22297434034820715
-2.932152340301745,0.202860945024137
-2.9239688198647813,0.35237278792001847
-2.9173076511974614,0.4270909467205169
-2.9096253716625315,0.5344955922434582
-2.90926274012636,0.5517407313295368
-2.9059630404842585,0.6023350653915421
-2.9036833853573514,0.6017689487257967
-2.891979687850049,0.7603842677227842
-2.891769666694241,0.7631066791730771
-2.8800549024776614,0.8890741466131505
-2.879138049591374,0.8981020675029748
-2.8789103679379755,0.9122671336576054
-2.8701607894982253,1.0078238620042745
-2.8486500189115365,1.199999899810205
-2.847301887495448,1.2011465050285957
-2.8390519751373264,1.2461616176535757
-2.826692984282613,1.2810072680725404
-2.821799781192892,1.3220773875482232
-2.8170501196324436,1.3494535507537708
-2.813915212629354,1.3776799494572212
-2.7966376472550047,1.4319921435354686
-2.794788777016594,1.4157578608935526
-2.7835651073985206,1.4423844285157799
-2.7798642267240936,1.423715441450625
-2.7720988228883545,1.4206811569401046
-2.7675565809772706,1.4270496732278892
-2.7654465513320896,1.40531291801613
-2.739754137575315,1.3865996726199015
-2.7392913636004703,1.3691252869627653
-2.7369973340154248,1.3889762584717813
-2.736428012295188,1.3575637242307954
-2.7261122900360424,1.3424951858886
-2.7191221291039973,1.3124264856450276
-2.7172239034782346,1.2951506391676262
-2.716540236914888,1.297778884185682
-2.7163494515115763,1.3051531984821951
-2.7150529298316703,1.3029219868796058
-2.708927736725761,1.2840499515926662
-2.706467024219319,1.2834300667418166
-2.691636716664229,1.2155969176193304
-2.6746625012397454,1.1414860395852935
-2.6736283296640524,1.126028271464671
-2.6714971059092,1.130657653101081
-2.6703797178629713,1.1505465538931647
-2.669069911489322,1.1233019693652024
-2.668898803699835,1.1417861340569173
-2.6560713771164917,1.0654679597761358
-2.6478259022358266,1.0643062005593478
-2.642857778010164,1.021879654219979
-2.6403687630860095,1.0239135984226402
-2.6288446538228527,0.9743469237509611
-2.627062713094297,0.971505530756206
-2.614698290593484,0.9185071305558647
-2.613918399093813,0.9351836815773703
-2.6111471881203494,0.913257591045343
-2.6065436640394806,0.9068793070656161
-2.6042978910776995,0.8865559638713109
-2.6037245833287486,0.9023187942468494
-2.601043134643482,0.8858547884729253
-2.584001768836556,0.8071039347040064
-2.581594909710981,0.820876907587105
-2.5810800256696016,0.8060428114850813
-2.574060484429549,0.772538610977787
-2.570124640027016,0.7816139630245613
-2.5661933829846797,0.758389261632366
-2.5649491718480752,0.7419430250958452
-2.5620922242473583,0.7440127104279597
-2.5567545294416583,0.726628710147071
-2.5537843635220057,0.725872432949929
-2.5459491259084346,0.6955734702013774
-2.545220551724483,0.6656003477781093
