n_harmonics,base_freq,magnitudes,instruments
9,4.48929567771156,"[-0.31796187 -0.63616556 -0.54446183  0.96738698  1.34111839 -2.17062858
  1.01269785 -0.51841668 -0.33640716]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998108988368026,5.206533481952193
-2.997334282445903,5.190507461593464
-2.9877614552323113,5.082874488295673
-2.9833335697253873,4.987722592519564
-2.9773946988268465,4.730531659086025
-2.9709157452659927,4.450662686346303
-2.9613005683289075,3.9602091637316095
-2.9234095146542485,2.4449624416966556
-2.921521705142971,2.471823085275037
-2.9145774092759344,2.361527412077846
-2.903161788640021,2.327428747140054
-2.893255128950665,2.3318580672980316
-2.8906690411352303,2.447975989131505
-2.8887054727682147,2.486505544073241
-2.8841929469476546,2.477736756299734
-2.8813325315911547,2.487182771607367
-2.87522360159008,2.5249058567533607
-2.864453058046527,2.3128583556614477
-2.86222932246224,2.3599312521725664
-2.85945657758377,2.2583958030915965
-2.850343705404236,1.9858345168175289
-2.8481502117721247,1.9480086534230454
-2.8441273104754616,1.8366073056646854
-2.838386242589286,1.5472683287022868
-2.837593308918337,1.5422464313368278
-2.834190847711728,1.373943100753374
-2.8279221296274786,1.063501122536375
-2.825174763638964,0.930165801211532
-2.8251357264094508,0.8738960772695128
-2.8222575433624817,0.7719491098572573
-2.8208983260046394,0.6767253212335478
-2.817681295084656,0.5273445388111909
-2.8163270492884847,0.43903233502633043
-2.8137416566001736,0.2640320168891748
-2.8127818083900116,0.2359952536309547
-2.806526886764021,-0.0702130717722802
-2.7858120246831835,-0.8431506554020569
-2.77292440417535,-0.9808649147204659
-2.7699474270890283,-0.9342611184177958
-2.7643428698522214,-0.9206490233711376
-2.7528687957576157,-0.6712483101815833
-2.7488305973306932,-0.5518288819745597
-2.7474361346674536,-0.48480225311836034
-2.7319272963000207,0.02034780547538851
-2.7214012579120563,0.47342594526642756
-2.7171843927712533,0.5784679644523222
-2.7119046835312943,0.8036358853640986
