n_harmonics,base_freq,magnitudes,instruments
9,2.2240377199471344,"[-1.372674   -0.6915921   0.74829688  0.31362191  0.19501708 -0.53248216
  0.70592862 -0.83353076  0.03242692]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9977367976151985,3.5483866198094547
-2.9971827736260477,3.5571529274147817
-2.987671527249735,3.9078274033034797
-2.986022361512071,3.9656871620508185
-2.9784214653172154,4.175245671957714
-2.9758578563638824,4.27688224306867
-2.9741529788642813,4.334461629745573
-2.974002220961599,4.350009451912266
-2.969930120645653,4.414927159124408
-2.9486738789971363,4.74389700937413
-2.9418378007635733,4.718884201820589
-2.9263001538569173,4.529358003590562
-2.9257076554930643,4.5625533620805925
-2.9209172667241425,4.500460950995426
-2.906357421143091,4.191534748791319
-2.890841584682355,3.7071925698640733
-2.88578410040595,3.5428119634647857
-2.8843643499505536,3.4959071930282968
-2.88395328532372,3.48087117744425
-2.881468040092317,3.4104101910810685
-2.873518907101703,3.079661948237788
-2.866499697894449,2.7532064518431922
-2.8658835061921275,2.7737078014839307
-2.8565803308347606,2.3902186030855317
-2.8539479127273166,2.231198077605272
-2.842686094062552,1.8419043003553968
-2.8326001709176234,1.3954687842110278
-2.824888332133921,1.101806856542335
-2.812295916030666,0.6718178899814041
-2.8079625490794697,0.5617695792017839
-2.8058497596003678,0.4575626463840068
-2.805625939656419,0.4670878480777354
-2.803684104969111,0.4444305478800694
-2.799175324000843,0.320126886459963
-2.795263882593928,0.16393446604657458
-2.7844567929610893,-0.06458195959963045
-2.7763456991882407,-0.20339868559581156
-2.7666934072065685,-0.37954199455970367
-2.765991255958082,-0.3339682864356033
-2.7469264172224372,-0.5034244912133956
-2.746100333229615,-0.545663443251218
-2.737729497400914,-0.5384872942097501
-2.7284944125613015,-0.5418525926431697
-2.7245333209401115,-0.4871499130796013
-2.7220693262076114,-0.49912898436146114
-2.7196268814586992,-0.473230033766147
-2.717971699989274,-0.5591229741959395
-2.7176236750251377,-0.46253777576135446
-2.698456968185967,-0.4133870274331756
-2.695090353781727,-0.4143037477424605
-2.6811427734555173,-0.3437204972477532
-2.6726092136906425,-0.34326326917035754
-2.663340044768966,-0.31389640414577685
-2.659452098919026,-0.31485560897490206
-2.636388062157516,-0.39627313809252895
-2.633782034512725,-0.411243047457388
-2.616939690877432,-0.5898364737281505
-2.614378609230917,-0.5492294986383043
-2.6005525676425796,-0.7263209632493576
-2.5999566966186887,-0.8000208824497509
-2.5983276360887624,-0.7756307419310422
-2.595164144967999,-0.8739546981148869
-2.5892498792580882,-0.9277879411857787
-2.5888384167191676,-0.9295868031117946
-2.575161552275679,-1.1457498427975343
