n_harmonics,base_freq,magnitudes,instruments
9,3.958930041996799,"[-1.31705821 -0.59017431  1.25668668 -0.43680452 -0.29995938  0.29985231
  1.5167859   0.52853559  0.54750311]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998669169014487,-0.7684319960907451
-2.9953962881555833,-0.8064058882580951
-2.977390587496078,-0.7056597212201262
-2.9713254841938084,-0.4787523923842585
-2.9640088631521575,-0.14094557415503356
-2.937665249770231,1.5612609902716987
-2.9281441027587203,2.207424420310896
-2.9235046401616103,2.442394078217126
-2.9213228682304293,2.5730550420096945
-2.9162729484693477,2.762628645949352
-2.9080994259695405,2.982005016404598
-2.9071317808011834,3.0540526950353293
-2.900374542412763,3.1130044164455404
-2.8996875492252503,3.1058447750967546
-2.8840241763467613,2.7871344849516753
-2.8699507376770628,1.959823729693304
-2.865855135749898,1.6084227215439675
-2.857878968672991,0.8943549057317192
-2.8572569342728853,0.8368762635148024
-2.8545626362586916,0.5382082875655781
-2.853818595944672,0.4845100284863498
-2.8513104970188836,0.24149172781647052
-2.8506574314322046,0.19239067405387986
-2.8424795449997897,-0.6751608724719823
-2.831719429585669,-1.7905796355362096
-2.824664185070339,-2.4612563793401057
-2.8198939327413983,-2.879539377239477
-2.8113737871440705,-3.5478891261287435
-2.7960928847699873,-4.32455237594594
-2.793482326335491,-4.420312567435983
-2.7835117610135875,-4.573572313127445
-2.778123526684956,-4.584054550792667
-2.77124339647328,-4.444119946674145
-2.767353182516934,-4.333457815550179
-2.766322970450079,-4.314544835362506
-2.7662069058082253,-4.283873587048328
-2.7600084624439174,-4.046749858709453
-2.751818144719568,-3.6044922723588435
-2.7480280207748415,-3.383724797263446
-2.743907173516269,-3.1415076120630863
-2.7367997496704293,-2.6311339385847483
-2.731807318059684,-2.2875835425360598
-2.730426177371834,-2.1803119121466383
-2.729320090702014,-2.12656527630385
-2.71573247135304,-1.151104419173261
