n_harmonics,base_freq,magnitudes,instruments
8,1.8715065541412446,"[ 1.24600639 -2.34910996  0.20430431 -1.16797073  1.52730123 -2.83607692
 -1.08026267 -0.64493072]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999385465952061,-0.5813298592047871
-2.9916402851775965,-0.3681712387394375
-2.9757737390568577,0.07926674729723983
-2.97475634556397,0.10997848005545144
-2.9713074854607897,0.20849326057458972
-2.9616584984424996,0.48848205602393724
-2.9594033480269486,0.5131892871710286
-2.9543188784897714,0.6966560633820015
-2.9532002070855605,0.7020761191849902
-2.949086583349978,0.8460414957322735
-2.943077674435484,1.0049791138835948
-2.9366638960257254,1.1839440665003158
-2.9346537670309276,1.1964998777631048
-2.9244934478797586,1.493242288685793
-2.9141129105141443,1.7238700167647436
-2.903529313387115,1.957453552303688
-2.901009709887643,2.023443538315009
-2.8990338824344506,2.063157405431569
-2.898517668202823,2.0770900801037553
-2.8821496116775602,2.335130063029734
-2.875696486796979,2.404613106725138
-2.8735771018174043,2.4349748465825156
-2.873006551478623,2.4542359684452695
-2.8724898859107553,2.497589278415921
-2.8707258849629613,2.4680372903092294
-2.865232733479254,2.5265843203791176
-2.853189295485498,2.6016737570461856
-2.851330710419046,2.614483186054963
-2.8485928547749406,2.6091525912055173
-2.843637248403692,2.6389857924310927
-2.8353559163221576,2.597672160343402
-2.8315374124213086,2.619065154259351
-2.830346183998765,2.5903984128825224
-2.8293215641874925,2.5752774220241195
-2.824371858402542,2.574154144223851
-2.814668761949342,2.4448898142433384
-2.7977955111927244,2.2692488372477566
-2.7883007959407733,2.099680980268639
-2.7853485856670006,2.0203822297070113
-2.7848154425933327,2.016014677553345
-2.7794310343474598,1.9068133201834248
-2.7762688533631987,1.8626334931723296
-2.774418748115127,1.8062069793251867
-2.7712660263851596,1.7292934193121912
-2.7710288488951007,1.726761556126204
-2.76356134423951,1.5784717232498497
-2.762799650354667,1.5390194610821737
-2.760582077304949,1.4759670113765058
-2.7533503754418156,1.2935169805168896
-2.75238518172036,1.273900237432907
-2.7416625319899905,1.0203458344677259
-2.7085017661114827,0.08966563274385318
-2.7052713421766272,-0.01217452826448244
-2.695075008378177,-0.2408187689307085
-2.678289734476694,-0.6474778992465205
-2.6778192251734056,-0.6458017155469146
-2.6760729510448815,-0.6801713478410721
-2.6705695891635717,-0.8265058384151914
-2.666413585611791,-0.9071055901382613
-2.662746319696791,-0.9654148382475289
-2.659794052243157,-1.025672668707978
-2.653950802983763,-1.1011170437126727
-2.650415750046271,-1.1601741366971625
-2.650307381425475,-1.1545880360109715
-2.6473399067491568,-1.2078855363460241
-2.6456745944402593,-1.2090676402810492
-2.64365039928997,-1.234715652215474
-2.638951631930164,-1.3044257775694685
-2.635177059324379,-1.326079420943343
-2.633826054788724,-1.336598965364935
-2.6311888304745907,-1.3436659878958541
