n_harmonics,base_freq,magnitudes,instruments
9,4.09711128277268,"[ 1.30662688 -1.10854848  1.92778243  1.4303384  -0.72229093  0.01255503
  1.3513355  -0.28117533  1.48366369]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9943177202060873,3.199505501020692
-2.970275687834214,1.644577312055137
-2.966314074541768,1.2516673618789298
-2.966082143171806,1.239137875415631
-2.9596210134066947,0.5480990045742781
-2.9566607331710255,0.22418683050789817
-2.949217390458718,-0.638088100551322
-2.9465087544698605,-0.9420394231188639
-2.9376551404975935,-1.9281150567752585
-2.9356931272002558,-2.1371975420198104
-2.934016807597569,-2.2961575318648366
-2.9331733822666446,-2.3691541751229823
-2.930978680568834,-2.5875361580126874
-2.9306316370622123,-2.6259884475738042
-2.92038904770006,-3.4779366135576564
-2.9165804587854014,-3.7339039412586463
-2.908710487874708,-4.133548250926896
-2.908500537602284,-4.164075994128039
-2.9054106869570795,-4.2619084896576105
-2.904532035790055,-4.2745129717574
-2.8978039635652713,-4.410380699777662
-2.8826753350225918,-4.254060147086517
-2.878709740915431,-4.126160890997829
-2.857304630579644,-3.0651006990806735
-2.8308429542715277,-1.7496737262037467
-2.8301821702957053,-1.7234708201701454
-2.824621880637103,-1.5628060272314321
-2.8242869379647377,-1.553631860713257
-2.821877131502037,-1.499350093215552
-2.8075133933477883,-1.4170576697446817
-2.7935474273063337,-1.6958127926671949
-2.784724477176427,-2.005047828078012
-2.7828254177517766,-2.0892492167669463
-2.780406328122708,-2.1779469283844497
-2.776769411304255,-2.348535713096428
-2.7715046684850995,-2.5730779505045396
-2.7672761942581428,-2.748474506811095
-2.766737500772804,-2.763650710977106
-2.7645128825117222,-2.8627711376446334
-2.759663860065894,-3.0388413453606025
-2.759351981591726,-3.0560720516556095
-2.7543475459091393,-3.2122649763876407
-2.75125095606802,-3.3354524059467225
-2.744546777424431,-3.4553349723098656
-2.7411516459666556,-3.5071833754427497
-2.739648327763557,-3.5179714111923697
-2.7367010335792807,-3.5355037766419706
-2.735326462462165,-3.5216122977075393
-2.732173824261558,-3.5009449906664405
-2.7274634625920595,-3.4252020045815925
-2.7230041805500056,-3.324936972477436
-2.719768909784052,-3.2263152494400478
-2.7132682658216547,-2.9381612885354422
-2.7113450205457443,-2.8353298334318002
-2.707513316858686,-2.612622197279676
-2.7048195446488688,-2.440302155908388
-2.6558705222442383,1.9407315472785656
-2.6456245464563866,2.812561168836874
-2.64507497686268,2.8523266485410947
-2.642771733649698,3.036211142416431
-2.640562726367196,3.189189627041184
-2.6350880345637138,3.5525227549226455
-2.62850573673627,3.9380649112839543
-2.6205446436687945,4.2780999380561955
-2.6109257878843897,4.563059525938519
-2.608946733413399,4.602647034506941
-2.584075934830596,4.572577149985265
-2.570270806014194,4.22265586300141
-2.5687564908378304,4.157998809179313
-2.5687051112963037,4.1573361275330925
-2.562496207158542,3.941900095983277
-2.5599525001449073,3.8338437907772875
-2.5508854262364657,3.4497571815266252
-2.547271936634843,3.2825690411874917
-2.545943774622194,3.21456372365624
-2.54558976630006,3.2058356766266622
-2.539830975401103,2.927430252796668
-2.538356376953749,2.8459582530797767
-2.528925262074467,2.361876282058671
-2.5269403077929096,2.2525897648200477
-2.5262573292091544,2.2333706520307346
-2.5228843498672298,2.056285083374326
-2.5138678352513604,1.5672313530118764
-2.4945033415313373,0.5792254818563642
-2.488069147041493,0.2620438697076617
-2.4852282555128165,0.14455085104938323
-2.472480881550349,-0.35225674166301524
-2.471228425804953,-0.3941966591053064
-2.4681555580145296,-0.47698559696270754
-2.463233512015366,-0.6094255909725944
-2.451935570594747,-0.7998954098172776
-2.4510372483073657,-0.8023919322384224
-2.4410889285726745,-0.7940960482249079
-2.4386086462314087,-0.7694702500405644
-2.4360832505790864,-0.7516689017578643
-2.4326486265318072,-0.6948127392761037
-2.428389310297922,-0.6003192754524906
-2.4266392326848174,-0.5476544833162402
-2.4257048482422916,-0.5310237468451551
-2.4243509724961294,-0.49304043188124835
-2.4208542730824867,-0.36906010299636016
-2.419962977395227,-0.336507326059254
-2.417145687795278,-0.22990170614264532
-2.4159280279424746,-0.18013296848567553
-2.4123679655491155,-0.03255773042072333
-2.4080337646969445,0.1867342306573849
-2.400076786621278,0.5951577666722659
-2.3884640271828825,1.2710740307300021
-2.3853663219544528,1.453711301745508
-2.376289873959471,1.970014628639183
-2.375303306501362,2.0381448761739343
-2.367757815593049,2.4192351538158445
-2.3656561842424386,2.5090141256952445
-2.364312396096393,2.567491814316233
-2.3334758952125414,3.1529826834020893
-2.3271784199475807,3.050891583403451
-2.29770217931427,1.6529758609498233
-2.292168922389017,1.3000512281247423
-2.2639910174194404,-0.6216916516407957
-2.2584201437735407,-0.9302491690071762
-2.2573581626225847,-0.9908926936323965
-2.2498594881575333,-1.3225229193131895
-2.24621232924658,-1.4582654561364659
-2.24544718480112,-1.4837940960339027
-2.2433465437142175,-1.5464533775664222
-2.2423094567705926,-1.5728959821443886
-2.235185064255119,-1.7272377096834526
-2.227572895033935,-1.7868539517883195
-2.225393777184713,-1.7931596087839823
-2.2246694667581783,-1.788481643419683
-2.2232449386415243,-1.7782866534665103
-2.221235776327976,-1.7697135429105915
-2.2209932429478236,-1.7572570182585854
-2.2200432744289436,-1.757757231989757
-2.2191622968296656,-1.7407496306751844
-2.217521301637305,-1.7227469292822144
-2.2016789787848254,-1.3319276736524264
-2.200899145747653,-1.3103615251775627
-2.188084034870551,-0.8277943810534409
-2.1750364569625678,-0.2952396466345887
-2.140514968816579,0.7247834381028899
-2.1371595509062673,0.7725261590918735
-2.13156116519399,0.8356238509819414
-2.130737168578886,0.8470825621219616
-2.1243998559667983,0.896798020762856
-2.1185420640456227,0.919804357824345
-2.1090997811850793,0.9325151704492755
-2.1019228471542313,0.921461917507775
-2.0984565459943774,0.9147622885643235
-2.086784992476807,0.90993477385524
-2.0706398068499636,0.9268858509288084
-2.0646068761160117,0.9640366868633299
-2.046903387724652,1.0287740587486454
-2.0393310820122075,1.0420347525472504
-2.032574762765202,1.0286380798229842
-2.018744075989704,0.8967129534482132
-2.0158243013141934,0.8528405637626755
-2.0086511944333116,0.704576436299506
-2.002604375763837,0.5406885485380742
-2.0018369201165154,0.5138698709552312
-1.9963788640503148,0.33644211574126276
-1.9900141646043221,0.09157963347216208
-1.9898096915984165,0.07923961930165385
-1.9847530117100276,-0.14191280170483006
-1.9841107855244409,-0.17152606648034271
-1.9839902899299666,-0.1784219138440214
-1.9791672063262653,-0.401136281961699
-1.9778050164964736,-0.4542355278565417
-1.9666065633874308,-1.0056219846797236
-1.9475115926804716,-1.8265610163967883
-1.9428224449767237,-1.9761948659231399
-1.9403860082039956,-2.044220903567612
-1.9390206307635804,-2.0700973641614713
-1.9372010984673176,-2.1186292936403732
-1.9345527042973605,-2.182723391935591
-1.9179874241922434,-2.1751592253748333
-1.915831066768735,-2.1271523864102257
-1.8853569780461121,-0.7232438462016302
-1.8786684381198735,-0.2519094896417006
-1.8679912936703416,0.5105146501054643
-1.867898367327533,0.5130956470422395
-1.866270740596016,0.6274833272064286
-1.8631839260691443,0.8407323080959472
-1.860355487979756,1.0302219623566902
-1.852956625283785,1.4985465845246306
-1.8522613921531477,1.5177037443104604
-1.849726198188095,1.6593312476712223
-1.8346814749757812,2.222297117295876
-1.8331653145102462,2.255179270421123
-1.8274491980153629,2.3063304034067307
-1.8080006024962436,1.9691302936774662
-1.803820993402343,1.7720868388488242
-1.7967767126195973,1.4020395936508825
-1.7943046211860287,1.261277101654741
-1.7875071766839674,0.8193352553783166
-1.7721147647256408,-0.26495022422005493
-1.7684022598290163,-0.5192148618263256
-1.7601624499102817,-1.0473858321610492
-1.7536899407646847,-1.3933267088245522
-1.7468559353232234,-1.671334550579707
-1.7440045491250744,-1.7618318993495212
-1.7384328166719842,-1.897842559198597
-1.726812276059003,-1.953597525406227
-1.7203716239489801,-1.8564784278488122
-1.7161890829136213,-1.7491528534971925
-1.7126325038815522,-1.6351454457055732
-1.711651469609336,-1.5993596194794755
-1.7072526670962227,-1.418460119092275
-1.681099608199843,-0.1359140152542496
-1.680533665196077,-0.09100188882984561
-1.6743689845105494,0.18624256393239544
-1.6678537881507356,0.41987690016716533
-1.6599592716463607,0.6199559462507268
-1.658276435086195,0.6492641473730002
-1.6535994146837256,0.6853955416393488
-1.6529939778215452,0.6828530994440032
-1.6479568804208204,0.6794805505146826
-1.6476279386716706,0.6722446576604058
-1.6441924276415771,0.6272875953837441
-1.616854507837207,-0.49450858933879827
-1.6070008900846628,-1.0992822933468966
-1.6066120354616715,-1.1255034002148911
-1.5975514477315729,-1.6924679076302738
-1.5819862190907326,-2.4614515027881088
-1.5780204139674345,-2.5945879221313937
-1.5729355177705706,-2.7065417802537044
-1.565042668730992,-2.746568401618275
-1.5594705791683499,-2.665055583701657
-1.5550324235136053,-2.553863290937179
-1.5446190044795365,-2.0561099160978378
-1.5386531362541365,-1.6552085383476705
-1.5368850052478946,-1.5222705960840184
-1.536565331197288,-1.5034730991140024
-1.5334648046451578,-1.239509855962197
-1.5333265383645376,-1.2365373879230896
-1.5260471041145314,-0.5831572635506821
