n_harmonics,base_freq,magnitudes,instruments
10,4.575045172980689,"[ 0.19757567  0.13571265  0.57001055 -0.23631562  1.82393438  0.49946184
  0.36682652  0.51846197  0.51529642  2.24344132]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993983134534218,-0.473538394304725
-2.9866658076695067,-0.35804259680059086
-2.981143855228386,-0.23018597164258536
-2.9694917007517048,0.10380375373998314
-2.9653217644743393,0.21914702483134085
-2.9627089009545227,0.29280382747736305
-2.962443957210141,0.2955406089473935
-2.9585654321968153,0.39070374416072257
-2.9539237401594765,0.4854682772165798
-2.944959553531726,0.5900118486772009
-2.9354822657476958,0.5979108806337712
-2.9259128092805198,0.49582892487382496
-2.9250376935518103,0.4834938008516506
-2.9090989224875985,0.2004269379430872
-2.902224982778728,0.10105641389834662
-2.8988144960652087,0.06515475831534889
-2.8872795522888435,0.02681439280821336
-2.884135738891425,0.03844516173494988
-2.8812915707151183,0.0683828063461809
-2.878270984587219,0.10385717378377429
-2.8682327018851397,0.30810468893552423
-2.8640778503347377,0.40928636021615195
-2.8539467023146123,0.6812796343306544
-2.8537279128219843,0.6866272607599884
-2.8474474559176484,0.8248620370957594
-2.8469191076609652,0.8370289880198458
-2.843011621028678,0.8959512621154436
-2.8370689690235107,0.9428304676915044
-2.8347938360999674,0.9357174070438152
-2.826968469340783,0.8508126660454484
-2.8265050933877953,0.832116826725943
-2.826053657084545,0.8206399349605128
-2.8169256837657732,0.48854012064651536
-2.8163737613120663,0.46662989717377373
-2.8100708954610827,0.0986465536476049
-2.809893113159986,0.0836431988602979
-2.809761506323345,0.07495953403102515
-2.807095776947706,-0.10802857911948109
-2.7888352327582053,-1.7078974624536496
-2.7840328733640662,-2.1800251088582177
-2.783970181145259,-2.1799510662661543
-2.782553695206861,-2.319869532740591
-2.776415741245782,-2.880557016240969
-2.7590901396081904,-4.0429619054266075
-2.757624444481672,-4.09180200645683
-2.7533112447110657,-4.214225443189399
-2.7407737538668346,-4.149387826228517
-2.729296947592814,-3.579058317100596
-2.7289074877590247,-3.55056316150888
-2.715092865478251,-2.3731242130718204
-2.7015827932674057,-1.0850245461934906
-2.7012175411981603,-1.0575640876337224
-2.6974812953070275,-0.735600982198185
-2.689103978999967,-0.1358843987380701
-2.6884034763889377,-0.09540169744732929
-2.67298186759597,0.3299237333459597
-2.666756375101443,0.21836446129990594
-2.6598214993483893,-0.07138020963067113
-2.659304453022214,-0.10358408458165526
-2.65268938836688,-0.5481206725553007
-2.6516966991257997,-0.6298279152993752
-2.644409057002017,-1.2614507775229287
-2.643667451655659,-1.3360335300373636
-2.625791919861939,-3.0289774213195613
-2.61267703802649,-3.9192878385361216
-2.6110097415925413,-3.990026164584516
-2.6082368612052793,-4.083514074543159
-2.6054194730088462,-4.14642664078973
-2.593668645092574,-4.043806150692677
-2.571133175786942,-2.36930128549943
-2.5709586954223598,-2.3526650135312175
-2.569823297878311,-2.2344690914309697
-2.559715600149759,-1.1433335622430252
-2.559178540561332,-1.0864240022146465
-2.557012962366178,-0.8483942610218844
-2.54891518392251,-0.04680900854664507
-2.548646313216252,-0.019892800751399653
-2.5277036366251986,1.146762840418056
-2.52692305565878,1.156350911602794
-2.52625604591395,1.1589764140965708
-2.525167884170306,1.1767373576377838
-2.5244066362727775,1.1767876670150235
-2.5189141246042266,1.1240110130650152
-2.5167809548618845,1.081316357957916
-2.513709067326384,0.9805246997687986
-2.502712629194793,0.386687970637616
-2.5001153735159773,0.20810748934291923
-2.497918295745042,0.05005970399286218
-2.4978628032114285,0.047691493505658746
-2.4901713499566354,-0.5348875535778467
-2.485344659442552,-0.899554344925889
-2.4684640978047585,-1.8136339876285175
-2.4630901215549263,-1.9127980954344121
-2.4566675264120166,-1.878702610895114
-2.4559762527400686,-1.8635015587560437
-2.4555570647946743,-1.8521167234686648
-2.453477654564484,-1.7950630402379986
-2.450305002445463,-1.663050860732658
-2.4494821406837155,-1.6290786929974597
-2.4325827411145764,-0.2155966599005111
-2.4102068031897064,2.6249827192232704
-2.4067753182908564,3.0511948148339494
-2.4009736177635945,3.718389574066758
-2.3937927024444123,4.404592191363944
-2.392648332807779,4.501244619314324
-2.389929579858906,4.701181837915821
-2.380697192254238,5.157551704234007
-2.374091210456827,5.249335135071992
-2.3604771573817276,4.836911777015178
-2.3579916789228768,4.683739511687889
-2.342544899247513,3.3487153377473726
-2.332752012715049,2.3204955794161117
-2.3327059080098547,2.3163337136106983
-2.3309697179142024,2.134730224814575
-2.3304730315851145,2.085823745881457
-2.3293816676148342,1.9699325872166529
-2.31328743998439,0.43605207181555533
-2.3043174959065515,-0.20423153597985633
-2.3030292669533647,-0.2859858688640623
-2.291254489450334,-0.7955763463600249
-2.2907411216768465,-0.8089685936117941
-2.288160762514659,-0.8771461041314204
-2.2853807351167914,-0.9362189854149645
-2.277910631430337,-1.0049261641760714
-2.276089989398246,-1.013078739163949
-2.2725362483965776,-1.014930379945751
-2.2610693170660445,-0.9498317341785842
