n_harmonics,base_freq,magnitudes,instruments
9,3.1721483439522022,"[ 1.46094892  0.74925949  1.9518829  -1.66110987  0.06154974 -0.81710564
  0.92811038 -0.36125199 -0.63890718]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9980589285258974,0.7697750769097356
-2.9943446716183497,0.8148230767374477
-2.9789170674087257,0.7343890187238364
-2.973980213403447,0.7078646322759811
-2.970234355852987,0.7049345110826946
-2.966162373411828,0.6103697071408977
-2.965648637454702,0.6410776453599651
-2.9611334437811827,0.565146869937338
-2.9586798413756012,0.48553832448688855
-2.9567926341477473,0.4339534896446698
-2.950352434586075,0.3666940530895059
-2.9345118478252967,-5.115162857005466e-05
-2.9209295724415556,-0.35008706904348696
-2.9179312602708825,-0.42340945100288097
-2.904001956965356,-0.7019885976183947
-2.8974470094670233,-0.8699821134924004
-2.892561523617627,-0.9367993042733045
-2.878727734381643,-1.1316855272686719
-2.8702340221764295,-1.223715176493641
-2.867375063764709,-1.2934124709405057
-2.8669519946959268,-1.3043285791721526
-2.860718424055584,-1.3366844306492391
-2.8519008409139266,-1.3765509677381378
-2.841744493445761,-1.3731581709254717
-2.8308494064083263,-1.328325734801675
-2.830020650552931,-1.3353778586230718
-2.8295008252507303,-1.3285818035335606
-2.810183265497227,-1.1537977317649921
-2.809607258314436,-1.1389015776771503
-2.8043254896944774,-1.0561961034980278
-2.8005623741732744,-1.0140757022327147
-2.772456824821276,-0.47043491436332807
-2.7691202754643944,-0.4651662170013002
-2.7661919124432996,-0.37078439222866977
-2.7553857948994644,-0.11953394518312865
-2.7501284251291063,-0.03948094320694284
-2.7458292701791436,0.07206826470185565
-2.742918334604533,0.09723662735269084
-2.719293417991466,0.7217686005784849
-2.717013507453216,0.7858809216708141
-2.713499594369626,0.829300733269194
-2.712835863093204,0.8755852082676585
-2.6863937341227064,1.4013075911407762
-2.6826271374506474,1.415368454330861
-2.67943449116159,1.4640942823714744
-2.6572912022481527,1.4973469523052831
-2.6462089672139566,1.4077036882481604
-2.64444209931363,1.3700538663058748
-2.6349686662103693,1.2487766973250851
-2.628474246293748,1.073040918841251
-2.6217308777451684,0.855734486406924
-2.621471778991327,0.8464064601947726
-2.614504625710286,0.5994894717678045
-2.613195144481634,0.5707800815786416
-2.6113163702181064,0.4908660154663381
-2.6094393705314967,0.3844089472938262
-2.604494849961166,0.19467989588502865
-2.604280251535919,0.18260346513460168
-2.603687679861797,0.18304952487046988
-2.5961476442966265,-0.1645338299735013
-2.5933098083828563,-0.3287508669217303
-2.581227795162299,-0.876149350384472
-2.5752089271116074,-1.1490427329682689
-2.566892652674664,-1.581370146121974
-2.5629751115274426,-1.7275747438255644
-2.5607320318908338,-1.823249322376696
-2.5597080345040286,-1.8637553581746282
-2.559231869211801,-1.9276300239991129
-2.549655884253164,-2.281802380954366
-2.549221634859709,-2.2926474282527636
-2.547992355377289,-2.3461116083173947
-2.5411955608550665,-2.571211043593693
-2.5341308934086664,-2.740658616139726
-2.5334873020778783,-2.7676356324355775
-2.528297904638407,-2.8573580071624853
-2.522179890810034,-2.924713022209656
-2.5174923840203043,-2.9260752159565135
-2.516733342243021,-2.8999789556634674
-2.5073239461350028,-2.871772461087957
-2.5045283340714124,-2.8468182067782744
-2.486090570298197,-2.334944633398842
-2.4805281851857544,-2.16796048294809
-2.4791769937353756,-2.1147012721944463
-2.4638338781242357,-1.3758591895049148
-2.4629595774047335,-1.321547327128935
-2.4347266137389543,0.06396898868859695
-2.432676611841295,0.13793033675493968
-2.432282480524214,0.19370849423725095
-2.427745482014715,0.32662991559838844
-2.419868538555172,0.6196876901584781
-2.4193347790077917,0.645088435541001
-2.414043034319911,0.7871707978867715
-2.4039968677676695,0.9778517232585163
-2.4009315220811915,1.0450316970066023
-2.3985267491436217,1.0377664906832238
-2.3763539953001884,0.7829590557297903
-2.3694832132262498,0.5108086961118872
-2.3686176248178032,0.50155603248728
-2.3678808361797543,0.4638879905534318
-2.3520700762981237,-0.34609239992211616
-2.347588969722266,-0.5968033922079364
-2.346992219798662,-0.5940902893047804
-2.3466957892537,-0.640217906968362
-2.3461746025000982,-0.6873767861596008
-2.3413261546313433,-0.9819996400748354
-2.3404190720814775,-1.0146724832609026
-2.3322481280763903,-1.5561665177933015
