n_harmonics,base_freq,magnitudes,instruments
10,2.006543751299575,"[-1.32273551 -2.23758134 -2.39007728  0.07158798  0.22902335 -0.54794193
  0.00288002  0.18083212 -2.23323711 -0.8979366 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9988946433534465,-3.1308437043447883
-2.9958320958065423,-3.221417619236644
-2.9937979575173834,-3.276051136622943
-2.983922099739546,-3.4655414274613934
-2.982384963081902,-3.4854377127746714
-2.9823788125229553,-3.489084378239466
-2.981053196734076,-3.501482769216109
-2.9746503198943604,-3.556239555534349
-2.9544258460814765,-3.449039227525821
-2.948070850555281,-3.3413363691302225
-2.947090749006411,-3.3236377412048985
-2.9240305689373765,-2.6927307316460354
-2.9193155872007863,-2.5222422907709885
-2.888318586929731,-1.3288851978523641
-2.8766729939026505,-0.8889587346073237
-2.8730197263515524,-0.7594067050821978
-2.871775575425178,-0.7146028446504016
-2.87075262751478,-0.6783853801581079
-2.8682518072585723,-0.5897791596117479
-2.855804880113678,-0.1992318477439046
-2.8467278724006264,0.0441993099059685
-2.838081283066833,0.22362158685169253
-2.834609692361677,0.2928602658565752
-2.8257839974354013,0.4236417094275482
-2.8255068373119965,0.4281951581472508
-2.8221081168189586,0.46401556907280844
-2.8167167467934395,0.5083492160160489
-2.813980652665797,0.5318961206561142
-2.8128966319862325,0.5314841089176959
-2.8106817257435095,0.5412711591534964
-2.808114664511714,0.5463349140678114
-2.804233850652601,0.5570664609068948
-2.801053406643989,0.5483967390807358
-2.7986290938872416,0.5377113441793774
-2.798554103256747,0.5400201670141174
-2.7961439741711422,0.5301120004470802
-2.795950452272691,0.5328939372703274
-2.7942842108011843,0.5230447424037644
-2.7910821562661945,0.5025057738518526
-2.780020830002602,0.40692185334658704
-2.7798076017516182,0.39788303352276017
-2.771771029601135,0.2954403593944189
-2.7619936644726852,0.14693317307814496
-2.761494191565416,0.14274631948073283
-2.7580676236368262,0.08307792572732159
-2.7545632911087377,0.02507135409417845
-2.7457650745303894,-0.1351350447716017
-2.7310686845113374,-0.38793134069695345
-2.730633695082314,-0.39081343717019845
-2.7302725108262074,-0.3976628943286315
-2.725998807327941,-0.471502027784945
-2.7247236667321304,-0.48777753774197796
-2.7209080381692727,-0.5478055352551207
-2.720749755632964,-0.5524870056940699
-2.717164064552085,-0.6024201736374937
-2.715572368195472,-0.6182581688943246
-2.7112051724601933,-0.6751069205532214
-2.7076879006730987,-0.7107564028375103
-2.7035908826667963,-0.7542667184372743
-2.6989427547081766,-0.7926046597271884
-2.6871586388372997,-0.8488468362856211
-2.6815047585689453,-0.8489324487332696
-2.6779953133942156,-0.8447432312709787
-2.674056152797757,-0.8337367508330841
-2.6542169813407055,-0.6683256294212527
-2.63692831469893,-0.3744506966252865
-2.6357691586186087,-0.34800381741462827
-2.63489706126425,-0.33134570867170576
-2.6310054872048436,-0.24873682370396388
-2.6222778984895605,-0.042263071595009055
-2.6076055746893276,0.33960520623521273
-2.6063924673726335,0.3743257453822069
-2.598080883673177,0.603083865515416
-2.593860842453917,0.7235322380272331
-2.5905613373485856,0.8142263609610443
-2.57756432067979,1.163879417405065
-2.5743597297682284,1.2486792041214019
-2.572792426363007,1.2877219019010517
-2.567918994928717,1.4082699740886127
-2.5563746010561843,1.665014184082145
