n_harmonics,base_freq,magnitudes,instruments
8,3.081722858954642,"[-2.17879729e-01 -3.55761900e-01 -7.41547643e-05 -1.12203577e-01
 -9.88348544e-04 -7.62109689e-02 -6.36238750e-01 -5.51963049e-01]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9963186398268666,2.0195278971494925
-2.9856443476507173,2.0175636895158098
-2.982700666735992,2.0054641686714354
-2.9824713987264113,1.9448196203057928
-2.9798269347087274,1.9482602370168185
-2.9767615342435993,1.926952523317751
-2.974560760432778,1.9832025070531047
-2.9658368785008036,1.8951839493242475
-2.955364602435035,1.902902416768874
-2.950355576267032,1.8779402853456273
-2.9483145621826043,1.8641704403729695
-2.9475699339893366,1.8347338738622567
-2.9447879111876296,1.7737494621866903
-2.9429931736754287,1.8059370559371417
-2.930490383014524,1.802642684573125
-2.9202067824829294,1.8997770633881226
-2.9063452854105902,1.9026945931155752
-2.905555335999807,1.8678404910584805
-2.8993923470702327,1.8843916090084882
-2.8915865990908696,1.8659314599417018
-2.884266931722629,1.9276547007826217
-2.8832937826690097,1.8757447911152327
-2.8797567394802335,1.8732774691976513
-2.8637780591706243,1.8614371298543813
-2.855379677780114,1.7741881156655306
-2.850079338429657,1.6961685887410969
-2.8464895533724075,1.7066752522058324
-2.8443835160532673,1.6862704089432938
-2.8355024491654,1.5773851262285665
-2.8354737703647737,1.4993799263851952
-2.8332312724383835,1.5058851846954704
-2.8232347584908846,1.3388541656293702
-2.8204653360736307,1.3042946305494383
-2.8199612702458334,1.255574608268721
-2.8176832548123167,1.200334477621321
-2.813096903746705,1.0973675176202629
-2.8069654111634796,0.9636089972453515
-2.7997583861488518,0.8360071093639906
-2.7901332626140887,0.5290786514503044
-2.7853233389244374,0.4030878232446929
-2.7841469419415503,0.3535667717332257
-2.7829993600478717,0.32259585140998726
-2.779186534228312,0.2291312154650555
-2.777122372325838,0.17655913810934465
-2.772328002167571,0.044127003215062785
-2.7658027271987473,-0.13741603572098413
-2.7649683102165836,-0.09393572398516833
-2.7596795851647977,-0.2511016580801056
-2.7499685650244876,-0.4565982177601776
-2.7404303565566637,-0.694586760557795
-2.73456957090586,-0.6938071403523179
-2.723397792051833,-0.7831918996306831
-2.7123365142338782,-0.9208424165632519
-2.708552987534971,-0.8701934130553609
-2.707885415991563,-0.8717391141923337
-2.706501967651878,-0.9037349117160338
-2.6797916611935326,-0.5519706538843997
-2.6758678584668463,-0.4345188145738379
-2.6652592864697446,-0.20883946117084928
-2.6646879324982278,-0.22277408608136445
-2.661302568669843,-0.11333870048038519
-2.6573633732311612,0.012638450064275351
-2.6442778617809983,0.33014258750914094
-2.6416409948744506,0.411155213667097
-2.6365641205364883,0.5211068544867219
-2.6344428046945856,0.6334026217126892
-2.6275424721395426,0.7909963859600118
-2.616686551156982,1.0255953080308995
-2.614764185665167,1.077808832801229
-2.6138269026193557,1.1121181829805113
-2.6116600340159657,1.1337099362637504
-2.6065036649241824,1.2946907228192588
-2.6038846864812495,1.3176390118893375
-2.5885585168758656,1.388999750485251
-2.587857501533047,1.4167271506979202
-2.585847187600177,1.4017486731828674
-2.5787433480736635,1.4449973950263082
-2.5700107522412985,1.370474631677912
-2.569736525341666,1.3382311200978827
-2.5668995655741424,1.415495816959331
-2.5668744603851774,1.3968845885204408
-2.5652427745286723,1.34767797408532
-2.560511053748101,1.2419741588583455
-2.56024177040754,1.3429152031019118
-2.5553610030888647,1.1806968299072607
-2.5537929122986953,1.1692205705463883
-2.5398611830078544,0.7460130841083361
-2.532923571479346,0.5602045021294223
-2.528433965598118,0.41710987433251767
