n_harmonics,base_freq,magnitudes,instruments
7,2.1333652064056197,"[-0.20873    -0.46784517  1.08311996  1.36037209  0.00977191  0.02792692
 -1.25360224]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995966770157562,-0.3431059274190103
-2.984522801671875,-0.5457910254046107
-2.9835957067816037,-0.5736838111174197
-2.9754637538970337,-0.7117360541377898
-2.9723552238515945,-0.7646817499623039
-2.9681610917697947,-0.8517757985993941
-2.9657284781052837,-0.9077590364294986
-2.964932246098342,-0.9034521573890737
-2.9591223350850306,-1.0296552750741892
-2.9529235707035584,-1.1941488081570546
-2.9513111796413485,-1.23077860566597
-2.9490402959854904,-1.27189813489289
-2.948683082528712,-1.2565633400008398
-2.947354720460476,-1.3209084941520934
-2.943435243798984,-1.4113087902642523
-2.942467812052004,-1.385055517829964
-2.937592682012111,-1.5426120861885955
-2.9338644458096717,-1.6390807643325838
-2.931480789127648,-1.6991256385131004
-2.9035855604046445,-2.378721744635667
-2.8986580097253065,-2.5200506482317735
-2.8976250831595767,-2.5151344779044513
-2.896143391101422,-2.5654503345997983
-2.890585750112969,-2.703673210501998
-2.877823558433448,-2.9859029117307347
-2.8760544331903315,-3.01940199847966
-2.870229188656271,-3.1375737431592836
-2.864184605409325,-3.257323237074726
-2.8571474005551467,-3.3819594279619922
-2.855012271642361,-3.4075634667525443
-2.851367963184903,-3.4957641951795373
-2.8454877108274443,-3.5784812369351897
-2.8356867255978475,-3.6768657717845126
-2.835072767383597,-3.673910711300279
-2.826121121525655,-3.7408409474472677
-2.820669033793319,-3.7687467696703196
-2.8179537811206394,-3.7814901126655704
-2.81782897995481,-3.793201665595408
-2.815698291208472,-3.776645807942435
-2.8139090153680764,-3.781758147154052
-2.807656894038697,-3.816202015170257
-2.806832172931139,-3.8184072345202313
-2.8046938531349586,-3.7959907245071665
-2.7963730779589895,-3.764066795432917
-2.791495364225134,-3.7156994388626465
-2.776196185901025,-3.594038783075936
-2.7759188237076233,-3.563656988407649
-2.7731758051698217,-3.55308129674608
-2.764043867815549,-3.449577215546019
-2.7630269397098277,-3.361116297167909
-2.7572070117127963,-3.246573852979156
-2.75286037907159,-3.1918064176190772
-2.7449553157262923,-3.0037102931619226
-2.731445644190295,-2.6213535866557227
-2.728983521873697,-2.576741655942952
-2.725092804050917,-2.4406786347103018
-2.724225628114954,-2.392427816630314
-2.7057993607542086,-1.7991395635517555
-2.697593320833242,-1.525124657993104
-2.691805377667669,-1.3417501621280037
-2.687915069085083,-1.1751359728901185
-2.678091899921861,-0.8109236689612117
-2.6774357431023454,-0.7745466467402901
-2.675726240927285,-0.7043221731121068
-2.6753357711740366,-0.7274175615944642
-2.670820930637536,-0.5685587893168935
-2.668679669902781,-0.4691530784804636
-2.6623433488539416,-0.26926482161155424
-2.637729465106927,0.6234079625992679
-2.635350195041217,0.7016088481863048
-2.633411174867181,0.7562603859900193
-2.631746398492035,0.818968749631325
-2.6287421585039956,0.8971118540407743
-2.6266414563826643,0.9826862957042974
-2.6198265555068705,1.1679422835987856
-2.619131538600749,1.1823211418075643
-2.61716187740853,1.2558716421422935
-2.6072017098152536,1.5214830954210221
-2.597919670481246,1.728873472084969
-2.5948419996500895,1.7859502682888326
-2.585058959552831,1.998320912834788
-2.581310864155742,2.041255065941497
-2.5734666378600357,2.1695166975281186
-2.5719942711292387,2.1900595841068333
-2.5689838330413837,2.2295321941250443
-2.5669836186118244,2.205894030617857
-2.5668824676108852,2.2711928825791063
-2.5603874052928894,2.31555264635647
-2.5573164609602586,2.2978514340957377
-2.550497644758058,2.3521681975057627
-2.550124258528186,2.336688798357258
-2.5472288938034624,2.3505924077990215
-2.54512284487617,2.3615761190994915
-2.5420555679869254,2.335897607399676
-2.541158644500226,2.35371043574345
-2.5384388471224937,2.3499213388365034
-2.533832030067436,2.366267940230494
-2.527586418318105,2.3093771123310516
-2.5160380792673793,2.1885467706688324
-2.5083669110923883,2.152163669531444
-2.4906642831503283,1.8412000599463532
-2.4868981796356318,1.7870276414877981
-2.4819896855465444,1.6638525262082033
-2.4797975083904014,1.587570099104636
-2.464529661225947,1.2380886383139287
-2.463996853261805,1.2201241697925165
-2.4419724131073046,0.6545055723946156
-2.439737048410853,0.5741274945520184
-2.4358026399495607,0.449607956976538
-2.408542899867877,-0.31405060305798227
-2.399741472165335,-0.5651765410032853
-2.3937599548133788,-0.7559401750881803
-2.3862424515981155,-0.9698728784264005
-2.378207463900798,-1.1608505959109185
-2.376635261919477,-1.2193798528726316
-2.3733021798429506,-1.311601879843916
-2.364020644406632,-1.5403452690568513
-2.3598389228853405,-1.6590330609708865
-2.3582702433680645,-1.6886682629134082
-2.347701487442226,-1.8752813811127929
-2.344253211375416,-1.9663008689780823
-2.3390529907310373,-2.0751338650658075
-2.3370999043190133,-2.084561273828877
-2.332948784304177,-2.203251232141556
-2.332793726598352,-2.1663502719629206
-2.3309723451223396,-2.184208791880458
-2.32995044675018,-2.2075518523984266
-2.323639012287082,-2.2942296649230913
-2.3201445476438876,-2.382627101916533
-2.3062408339904055,-2.473491853240518
-2.297018210132612,-2.578084473274643
-2.2886402073205674,-2.6288679923663256
-2.287483127627201,-2.635222078725195
-2.2734679980941968,-2.6705210572836005
-2.246252881427126,-2.609346491521337
-2.2429254212887964,-2.5920778224698395
-2.2362607647126858,-2.5288935451078953
-2.2296729647682074,-2.4888412159881717
-2.222376747668573,-2.4023883330186093
-2.2157982435241568,-2.3618208490055865
-2.215595640011335,-2.3200804746019323
-2.214770418580934,-2.351495248671215
-2.2143280481369114,-2.3153231912362746
-2.2049675983215473,-2.229455692329858
-2.204168039208328,-2.2004094977617292
-2.199665283861095,-2.1672451526843726
-2.1918517920163394,-2.0781457371987684
-2.187553503679915,-1.984675778189589
-2.184663424543944,-1.9614672487868938
-2.179048247079126,-1.8772964773890295
-2.172897437814985,-1.816758431054348
-2.1562640095841688,-1.4798804690713152
-2.1279517763125826,-1.0665921198021608
-2.115844668922289,-0.8857552408623213
-2.1125580480428523,-0.8234226516563347
-2.108406345800537,-0.7684132684965166
-2.1006201778233633,-0.627029514322256
-2.10051090723135,-0.6309847250712084
-2.0990920954035412,-0.6173297787422432
-2.0933707674174356,-0.5040031097365647
-2.089727258278055,-0.4309405512421659
-2.0872035889245235,-0.43551999848554784
-2.0841138276418465,-0.36718565616754134
-2.0797754217449187,-0.29467099404714947
-2.074869810358215,-0.2475728711581641
-2.0736998917399623,-0.22380518890682355
-2.0679618290315602,-0.1147771466040746
-2.0655916719927827,-0.09045986941946065
-2.06345454396845,-0.04707068419712765
-2.060564597332653,-0.014037506915016037
-2.0584463545052047,0.01605433896532652
-2.0471925448550774,0.18380660368557591
-2.0424913986997595,0.26764864545607187
-2.0390104958327546,0.32230896318853414
-2.036465749676916,0.35113706924459603
-2.0338432620978866,0.3753526442552579
-2.020118449028076,0.5915337031331035
-2.0120597831120213,0.7121296370091557
-2.0089876539208062,0.7854719232212085
-2.0072077806147544,0.807212108972406
-1.9991778132772953,0.9100872241500549
-1.9871951212551195,1.0557727143666802
-1.9851268057753033,1.128810140679309
-1.9844968526955236,1.1357540308893073
-1.9779693551223372,1.2386907245503778
-1.9731774945388172,1.2673874034419907
-1.9608572565242204,1.4329547265558156
-1.9595301787664239,1.449356126886201
-1.9587165782399836,1.470020333477034
-1.9558766035948039,1.5038987719198194
-1.9510653201439068,1.5932442896338295
-1.9482074582758202,1.6545301425296381
-1.9414194249155488,1.713313368736183
-1.9395786114167184,1.75170269387334
-1.9359683176783424,1.7892300840631492
-1.93256816353928,1.8487001291372853
-1.9262156589122785,1.954110149757972
-1.917775872634609,2.005652795234817
-1.9130238056195228,2.0408592731825883
-1.9111058314932057,2.134384669203943
-1.9101500757227199,2.1131458488919295
-1.9006347023186605,2.2265514732520293
-1.899801620070174,2.224419591012674
-1.8894800302336652,2.3614842293814515
-1.8812846953883986,2.4428711174645996
-1.878521535413957,2.468596028745949
-1.8768703468708543,2.4739847454758803
-1.8758364352540584,2.4875714552745336
-1.8626805415351193,2.5897709793796864
-1.8623244778387513,2.6062692552846367
-1.852710665769947,2.6828327234944953
-1.8434978273585307,2.7301408751764384
-1.8409072627625418,2.762428100694004
-1.82557718180246,2.833270091534926
-1.8191811736205141,2.854664443354298
-1.8084300145194485,2.8784404635502887
-1.807619626702805,2.883801920715259
-1.8007324560689373,2.875254911446422
-1.7952122271756028,2.873039755478007
-1.790991073286868,2.876264181405692
-1.7835153913826571,2.8938249670109344
-1.781915770674695,2.8959994327920278
-1.7719871953684316,2.865952576796969
-1.7719021023359813,2.860908567758026
-1.7486440807565828,2.729579417934319
-1.7470235045972073,2.725789451001039
-1.7275141748159193,2.6035913237968695
-1.724358008313059,2.579598057766902
-1.7233312392363451,2.5576906342361743
-1.715022909147029,2.487792283819903
-1.7142914830130773,2.532535493611871
-1.7117198348478189,2.495177530343425
-1.7096509000242897,2.464357445283661
-1.7064453198675773,2.4344604651189625
-1.6974179200840656,2.373677035408155
-1.6890350910006011,2.293148741863988
-1.688431871642561,2.304718567825017
-1.679425801217207,2.1859014231778318
-1.6781302759247136,2.1905422950644136
-1.6749107684485216,2.1863091538348343
-1.6657342659696321,2.0969738015290873
-1.6650216322469649,2.102800041291725
-1.6633652821917184,2.100693731739875
-1.6514588726142063,1.9966481226219093
-1.6470599946685056,1.9783713903141593
-1.6463959766150333,1.9931766623987344
-1.645248334946478,1.9844040955659321
-1.6396997072832677,1.9656836857909867
-1.6311099510127687,1.9009482212505417
-1.6213455369922223,1.8549975813170838
-1.6213430882274733,1.8488236599903574
-1.589937222282156,1.8510368615014843
-1.563585939677556,1.9228393802790325
-1.5567557677565111,1.9456142231959794
-1.5476397670426916,1.9513280013419505
-1.5401565636085746,2.0385472384266077
-1.5342849896323407,2.053135249015536
-1.5239502400762752,2.1444186420498133
-1.5191047464859289,2.13177530744817
-1.5028235847389715,2.2494209079930063
-1.4836770676746684,2.3751143534613575
-1.4661168622196064,2.4568257336923303
-1.463845988340892,2.4294303350937123
-1.4628953669689067,2.461498865875519
-1.4589467066679904,2.488838243678349
-1.4464336150651127,2.4971625937007844
-1.430607331171195,2.49125550751098
-1.423212764314168,2.4616679124171044
-1.4219980695965662,2.4455218706128545
-1.420636494278877,2.4247066341203216
-1.4202916530011307,2.420448641086654
-1.412425232383507,2.3583338898437614
-1.4091216182569726,2.3413346824608676
-1.4069353888680616,2.3453234074636202
-1.395571744803613,2.180481612018488
-1.3932733669351556,2.149555048386216
-1.3930989829564298,2.1634065004629384
-1.3895737093404767,2.1207223619932765
-1.382551879031547,2.0205204078955066
-1.3811117886423907,1.9750485820442962
-1.3766439419163152,1.9248805627216996
-1.3742075594159218,1.9027080560833411
-1.3712370447819275,1.8250876966324636
-1.3592764794986323,1.603995538518421
-1.3581795897238764,1.5697070185905109
-1.3518489976809922,1.4465322009762316
-1.3403628265932068,1.1314194886706384
-1.3287729193940432,0.8044062429939286
-1.32588555592394,0.7295148201045462
-1.3241691891286778,0.6703744187561956
-1.3241411215311976,0.6824610071562246
-1.2966815125557083,-0.16942703879178217
-1.2894155120456925,-0.4675874579050179
-1.288091741801174,-0.46882888199932105
-1.261877210863641,-1.3166748610668
-1.2610857997058158,-1.3525630068249133
-1.2594714318552453,-1.4050356455066064
-1.2575925939843773,-1.4843752009029607
-1.2569829283254608,-1.5140453243428333
-1.2535816700803044,-1.600077490927801
-1.2521249641518204,-1.6604563988636982
-1.2481228762570018,-1.7822361307461572
-1.2425513069691476,-1.921345894384601
-1.241368387157201,-1.9584668695293117
-1.210720135427683,-2.724551610153238
-1.2079795774168542,-2.784618244925265
-1.2077289323435132,-2.7611808115483227
-1.2066272758862573,-2.826580359376245
-1.1976869304420574,-2.9901349002106867
-1.1893926905726282,-3.095405299834401
-1.1880550607783478,-3.1062843019992585
-1.167420333315095,-3.2919106445450823
-1.1618429707495213,-3.3289404540326837
-1.1298275368606046,-3.117053586695562
-1.1297947454127688,-3.1497293697337994
-1.1284896943392388,-3.120140317146142
-1.126999875364689,-3.095740113741731
-1.1247328872868179,-3.058641450737986
-1.1149703343684798,-2.9560220509751622
-1.114627164513962,-2.9104148957841125
-1.1110824994272326,-2.860603182311947
-1.111077103319342,-2.843869598902332
-1.1013502046699433,-2.638617655857517
-1.0951327957559103,-2.487325311919242
-1.094896292280045,-2.4807310070186936
-1.085515256649522,-2.2551133978488513
-1.0854078210555889,-2.2540448654305214
-1.08406240187314,-2.222343263816753
-1.080270487469784,-2.1001459003082514
-1.077522959908437,-2.011496407483851
-1.0713412627376093,-1.814209399430178
-1.0668558596497575,-1.6894531550582448
-1.0560414090044477,-1.363929936529835
-1.0512665942841732,-1.1843552492300191
